model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.944444	0.944444	0.025772	642.631
0,1,1,1,1,1	0.0188889	0.963333	0.007483	2.55359
0,0,0,0,1,0	0.00666667	0.97	0.007319	0.910273
0,0,1,0,1,0	0.00444444	0.974444	0.001846	2.41389
0,1,0,0,1,0	0.00444444	0.978889	0.001842	2.41914
0,0,0,1,0,1	0.00333333	0.982222	0.001747	1.91107
0,1,0,0,0,0	0.00333333	0.985556	0.00729	0.455432
0,0,1,0,0,0	0.00222222	0.987778	0.007407	0.298458
0,1,0,0,0,1	0.00222222	0.99	0.001817	1.22351
0,1,0,1,1,1	0.00222222	0.992222	0.001835	1.21149
0,1,1,1,0,1	0.00222222	0.994444	0.001836	1.21083
0,0,0,0,1,1	0.00111111	0.995556	0.001906	0.582491
0,0,1,1,1,0	0.00111111	0.996667	0.001229	0.903971
0,1,0,1,0,0	0.00111111	0.997778	0.001856	0.598213
0,1,1,0,1,0	0.00111111	0.998889	0.001219	0.911395
0,1,2,1,1,1	0.00111111	1	0.004715	0.234804
