generation 10000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	2676	0	10	0.263158	none	
ConcentrationScaler	384	408	3	0.0789474	2.76838	
TimeSizeRateMixer	878	868	6	0.157895	0.183588	
TimeRootSizeMixer	900	783	6	0.157895	0.0529866	
EventTimeScaler	4073	2571	1	0.0263158	1.93573	
RootPopulationSizeScaler0	1816	1585	1	0.0263158	0.414907	
LeafPopulationSizeScaler0	2293	1128	1	0.0263158	1.99945	
RootPopulationSizeScaler1	1929	1511	1	0.0263158	0.397336	
LeafPopulationSizeScaler1	2296	1124	1	0.0263158	1.45996	
RootPopulationSizeScaler2	1703	1693	1	0.0263158	0.445182	
LeafPopulationSizeScaler2	2184	1221	1	0.0263158	1.8883	
RootPopulationSizeScaler3	1807	1583	1	0.0263158	0.400472	
LeafPopulationSizeScaler3	2313	1098	1	0.0263158	1.37756	
RootPopulationSizeScaler4	1744	1702	1	0.0263158	0.446488	
LeafPopulationSizeScaler4	2230	1193	1	0.0263158	1.83465	
RootPopulationSizeScaler5	1757	1655	1	0.0263158	0.416102	
LeafPopulationSizeScaler5	2264	1140	1	0.0263158	1.596	
generation 20000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	5310	0	10	0.263158	none	
ConcentrationScaler	756	824	3	0.0789474	2.82483	
TimeSizeRateMixer	1629	1725	6	0.157895	0.188357	
TimeRootSizeMixer	1828	1583	6	0.157895	0.0566138	
EventTimeScaler	7528	5504	1	0.0263158	2.06835	
RootPopulationSizeScaler0	3518	3324	1	0.0263158	0.428904	
LeafPopulationSizeScaler0	4276	2583	1	0.0263158	2.20958	
RootPopulationSizeScaler1	3655	3227	1	0.0263158	0.413343	
LeafPopulationSizeScaler1	4375	2457	1	0.0263158	1.63336	
RootPopulationSizeScaler2	3265	3541	1	0.0263158	0.450394	
LeafPopulationSizeScaler2	4101	2722	1	0.0263158	2.06075	
RootPopulationSizeScaler3	3556	3286	1	0.0263158	0.415762	
LeafPopulationSizeScaler3	4305	2497	1	0.0263158	1.52897	
RootPopulationSizeScaler4	3337	3562	1	0.0263158	0.453268	
LeafPopulationSizeScaler4	4198	2642	1	0.0263158	2.01966	
RootPopulationSizeScaler5	3414	3427	1	0.0263158	0.429121	
LeafPopulationSizeScaler5	4265	2561	1	0.0263158	1.76279	
generation 30000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	7916	0	10	0.263158	none	
ConcentrationScaler	1123	1234	3	0.0789474	2.87544	
TimeSizeRateMixer	2437	2617	6	0.157895	0.190828	
TimeRootSizeMixer	2661	2430	6	0.157895	0.0578893	
EventTimeScaler	10977	8507	1	0.0263158	2.14716	
RootPopulationSizeScaler0	5159	5071	1	0.0263158	0.437117	
LeafPopulationSizeScaler0	6188	4061	1	0.0263158	2.32037	
RootPopulationSizeScaler1	5331	4956	1	0.0263158	0.422099	
LeafPopulationSizeScaler1	6420	3842	1	0.0263158	1.73294	
RootPopulationSizeScaler2	4806	5388	1	0.0263158	0.454075	
LeafPopulationSizeScaler2	5922	4300	1	0.0263158	2.14893	
RootPopulationSizeScaler3	5214	4994	1	0.0263158	0.424174	
LeafPopulationSizeScaler3	6218	3992	1	0.0263158	1.60453	
RootPopulationSizeScaler4	4922	5376	1	0.0263158	0.45782	
LeafPopulationSizeScaler4	6152	4098	1	0.0263158	2.11746	
RootPopulationSizeScaler5	5071	5187	1	0.0263158	0.436445	
LeafPopulationSizeScaler5	6208	4024	1	0.0263158	1.8489	
generation 40000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	10633	0	10	0.263158	none	
ConcentrationScaler	1499	1659	3	0.0789474	2.90312	
TimeSizeRateMixer	3254	3440	6	0.157895	0.193126	
TimeRootSizeMixer	3496	3251	6	0.157895	0.0588321	
EventTimeScaler	14358	11596	1	0.0263158	2.19935	
RootPopulationSizeScaler0	6763	6830	1	0.0263158	0.441446	
