generation 10000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	2550	0	10	0.263158	none	
ConcentrationScaler	411	411	3	0.0789474	2.47076	
TimeSizeRateMixer	1527	1613	6	0.157895	0.285319	
TimeRootSizeMixer	1909	1077	6	0.157895	0.168757	
EventTimeScaler	6410	5076	1	0.0263158	1.24806	
RootPopulationSizeScaler0	1682	1765	1	0.0263158	0.469867	
LeafPopulationSizeScaler0	2358	1092	1	0.0263158	1.56296	
RootPopulationSizeScaler1	1702	1716	1	0.0263158	0.451968	
LeafPopulationSizeScaler1	2304	1170	1	0.0263158	1.61541	
RootPopulationSizeScaler2	1927	1489	1	0.0263158	0.401334	
LeafPopulationSizeScaler2	2322	1109	1	0.0263158	1.87904	
RootPopulationSizeScaler3	1733	1700	1	0.0263158	0.442413	
LeafPopulationSizeScaler3	2318	1117	1	0.0263158	2.03117	
RootPopulationSizeScaler4	1709	1712	1	0.0263158	0.446877	
LeafPopulationSizeScaler4	2107	1297	1	0.0263158	1.40121	
RootPopulationSizeScaler5	1730	1717	1	0.0263158	0.431574	
LeafPopulationSizeScaler5	2289	1128	1	0.0263158	1.92253	
generation 20000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	5115	0	10	0.263158	none	
ConcentrationScaler	801	814	3	0.0789474	2.53301	
TimeSizeRateMixer	3032	3337	6	0.157895	0.291803	
TimeRootSizeMixer	3830	2410	6	0.157895	0.189305	
EventTimeScaler	12904	10937	1	0.0263158	1.32666	
RootPopulationSizeScaler0	3234	3610	1	0.0263158	0.473342	
LeafPopulationSizeScaler0	4431	2377	1	0.0263158	1.76631	
RootPopulationSizeScaler1	3264	3535	1	0.0263158	0.459463	
LeafPopulationSizeScaler1	4321	2569	1	0.0263158	1.79471	
RootPopulationSizeScaler2	3583	3242	1	0.0263158	0.417816	
LeafPopulationSizeScaler2	4307	2532	1	0.0263158	2.07505	
RootPopulationSizeScaler3	3308	3522	1	0.0263158	0.451654	
LeafPopulationSizeScaler3	4359	2491	1	0.0263158	2.26213	
RootPopulationSizeScaler4	3309	3526	1	0.0263158	0.456289	
LeafPopulationSizeScaler4	4007	2825	1	0.0263158	1.51762	
RootPopulationSizeScaler5	3373	3479	1	0.0263158	0.44419	
LeafPopulationSizeScaler5	4251	2598	1	0.0263158	2.10544	
generation 30000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	7761	0	10	0.263158	none	
ConcentrationScaler	1149	1275	3	0.0789474	2.53512	
TimeSizeRateMixer	4484	5004	6	0.157895	0.294537	
TimeRootSizeMixer	5656	3776	6	0.157895	0.200455	
EventTimeScaler	19194	17012	1	0.0263158	1.36521	
RootPopulationSizeScaler0	4702	5447	1	0.0263158	0.47475	
LeafPopulationSizeScaler0	6380	3754	1	0.0263158	1.87187	
RootPopulationSizeScaler1	4798	5323	1	0.0263158	0.464074	
LeafPopulationSizeScaler1	6269	3944	1	0.0263158	1.89563	
RootPopulationSizeScaler2	5192	4940	1	0.0263158	0.425231	
LeafPopulationSizeScaler2	6147	3996	1	0.0263158	2.17537	
RootPopulationSizeScaler3	4870	5294	1	0.0263158	0.45478	
LeafPopulationSizeScaler3	6255	3915	1	0.0263158	2.37794	
RootPopulationSizeScaler4	4841	5288	1	0.0263158	0.459321	
LeafPopulationSizeScaler4	5829	4324	1	0.0263158	1.58383	
RootPopulationSizeScaler5	4962	5228	1	0.0263158	0.450384	
LeafPopulationSizeScaler5	6112	4089	1	0.0263158	2.20495	
generation 40000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	10392	0	10	0.263158	none	
ConcentrationScaler	1579	1700	3	0.0789474	2.56539	
TimeSizeRateMixer	5758	6643	6	0.157895	0.29503	
TimeRootSizeMixer	7242	5079	6	0.157895	0.2061	
EventTimeScaler	24636	22760	1	0.0263158	1.38129	
RootPopulationSizeScaler0	6239	7279	1	0.0263158	0.475954	
LeafPopulationSizeScaler0	8303	5216	1	0.0263158	1.94676	
RootPopulationSizeScaler1	6341	7129	1	0.0263158	0.467265	
LeafPopulationSizeScaler1	8164	5421	1	0.0263158	1.96868	
RootPopulationSizeScaler2	6833	6663	1	0.0263158	0.431323	
LeafPopulationSizeScaler2	7942	5549	1	0.0263158	2.23879	
RootPopulationSizeScaler3	6403	7129	1	0.0263158	0.457383	
LeafPopulationSizeScaler3	8102	5467	1	0.0263158	2.45757	
RootPopulationSizeScaler4	6391	7122	1	0.0263158	0.461689	
LeafPopulationSizeScaler4	7606	5874	1	0.0263158	1.62703	
RootPopulationSizeScaler5	6522	7038	1	0.0263158	0.453615	
LeafPopulationSizeScaler5	7939	5642	1	0.0263158	2.26899	
generation 50000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	13080	0	10	0.263158	none	
ConcentrationScaler	1949	2145	3	0.0789474	2.57075	
TimeSizeRateMixer	7224	8367	6	0.157895	0.296874	
TimeRootSizeMixer	9010	6553	6	0.157895	0.211252	
EventTimeScaler	31009	28982	1	0.0263158	1.4036	
RootPopulationSizeScaler0	7741	9094	1	0.0263158	0.47669	
LeafPopulationSizeScaler0	10131	6714	1	0.0263158	1.99446	
RootPopulationSizeScaler1	7853	8932	1	0.0263158	0.4693	
LeafPopulationSizeScaler1	10023	6893	1	0.0263158	2.02018	
RootPopulationSizeScaler2	8467	8359	1	0.0263158	0.436104	
LeafPopulationSizeScaler2	9721	7092	1	0.0263158	2.28536	
RootPopulationSizeScaler3	7932	8947	1	0.0263158	0.460096	
LeafPopulationSizeScaler3	9897	6997	1	0.0263158	2.51092	
RootPopulationSizeScaler4	7919	8951	1	0.0263158	0.463158	
LeafPopulationSizeScaler4	9396	7416	1	0.0263158	1.66124	
RootPopulationSizeScaler5	8058	8839	1	0.0263158	0.455925	
LeafPopulationSizeScaler5	9704	7195	1	0.0263158	2.31494	
generation 60000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	15685	0	10	0.263158	none	
ConcentrationScaler	2329	2576	3	0.0789474	2.58366	
TimeSizeRateMixer	8542	10012	6	0.157895	0.297395	
TimeRootSizeMixer	10686	7958	6	0.157895	0.215272	
EventTimeScaler	36601	34992	1	0.0263158	1.41421	
RootPopulationSizeScaler0	9266	10977	1	0.0263158	0.477511	
LeafPopulationSizeScaler0	11977	8255	1	0.0263158	2.03392	
RootPopulationSizeScaler1	9376	10790	1	0.0263158	0.470358	
LeafPopulationSizeScaler1	11960	8373	1	0.0263158	2.06508	
RootPopulationSizeScaler2	10096	10107	1	0.0263158	0.439795	
LeafPopulationSizeScaler2	11490	8688	1	0.0263158	2.32075	
RootPopulationSizeScaler3	9503	10783	1	0.0263158	0.462077	
LeafPopulationSizeScaler3	11660	8566	1	0.0263158	2.55325	
RootPopulationSizeScaler4	9502	10770	1	0.0263158	0.464449	
LeafPopulationSizeScaler4	11051	9144	1	0.0263158	1.67981	
RootPopulationSizeScaler5	9643	10629	1	0.0263158	0.457808	
LeafPopulationSizeScaler5	11475	8808	1	0.0263158	2.34991	
generation 70000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	18242	0	10	0.263158	none	
ConcentrationScaler	2702	3005	3	0.0789474	2.58812	
TimeSizeRateMixer	10117	11808	6	0.157895	0.298405	
TimeRootSizeMixer	12413	9381	6	0.157895	0.218827	
EventTimeScaler	42517	41234	1	0.0263158	1.42513	
RootPopulationSizeScaler0	10860	12834	1	0.0263158	0.478552	
LeafPopulationSizeScaler0	13859	9808	1	0.0263158	2.06945	
RootPopulationSizeScaler1	10949	12657	1	0.0263158	0.471796	
LeafPopulationSizeScaler1	13822	9960	1	0.0263158	2.10053	
RootPopulationSizeScaler2	11727	11938	1	0.0263158	0.441926	
LeafPopulationSizeScaler2	13289	10359	1	0.0263158	2.35289	
RootPopulationSizeScaler3	11154	12573	1	0.0263158	0.464716	
LeafPopulationSizeScaler3	13448	10230	1	0.0263158	2.58732	
RootPopulationSizeScaler4	11027	12669	1	0.0263158	0.465576	
LeafPopulationSizeScaler4	12804	10816	1	0.0263158	1.70034	
RootPopulationSizeScaler5	11201	12501	1	0.0263158	0.459489	
LeafPopulationSizeScaler5	13248	10476	1	0.0263158	2.37894	
generation 80000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	20887	0	10	0.263158	none	
ConcentrationScaler	3062	3456	3	0.0789474	2.59125	
TimeSizeRateMixer	11466	13435	6	0.157895	0.298849	
TimeRootSizeMixer	14073	10859	6	0.157895	0.221519	
EventTimeScaler	48274	47365	1	0.0263158	1.43362	
RootPopulationSizeScaler0	12376	14745	1	0.0263158	0.47938	
LeafPopulationSizeScaler0	15668	11412	1	0.0263158	2.09483	
RootPopulationSizeScaler1	12458	14529	1	0.0263158	0.472161	
LeafPopulationSizeScaler1	15636	11514	1	0.0263158	2.12738	
RootPopulationSizeScaler2	13361	13699	1	0.0263158	0.444075	
LeafPopulationSizeScaler2	15090	11933	1	0.0263158	2.38262	
RootPopulationSizeScaler3	12714	14395	1	0.0263158	0.465983	
LeafPopulationSizeScaler3	15260	11806	1	0.0263158	2.61776	
RootPopulationSizeScaler4	12552	14524	1	0.0263158	0.466741	
LeafPopulationSizeScaler4	14547	12474	1	0.0263158	1.71705	
RootPopulationSizeScaler5	12736	14329	1	0.0263158	0.460872	
LeafPopulationSizeScaler5	15022	12090	1	0.0263158	2.40496	
generation 90000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	23507	0	10	0.263158	none	
ConcentrationScaler	3459	3897	3	0.0789474	2.59844	
TimeSizeRateMixer	12883	15236	6	0.157895	0.298811	
TimeRootSizeMixer	15647	12383	6	0.157895	0.223382	
EventTimeScaler	54037	53733	1	0.0263158	1.43963	
RootPopulationSizeScaler0	13933	16605	1	0.0263158	0.480312	
LeafPopulationSizeScaler0	17458	13061	1	0.0263158	2.11664	
RootPopulationSizeScaler1	14027	16401	1	0.0263158	0.472797	
LeafPopulationSizeScaler1	17457	13149	1	0.0263158	2.1499	
RootPopulationSizeScaler2	14996	15472	1	0.0263158	0.446081	
LeafPopulationSizeScaler2	16918	13537	1	0.0263158	2.40707	
RootPopulationSizeScaler3	14316	16190	1	0.0263158	0.467635	
LeafPopulationSizeScaler3	17011	13445	1	0.0263158	2.64131	
RootPopulationSizeScaler4	14115	16412	1	0.0263158	0.467451	
LeafPopulationSizeScaler4	16268	14180	1	0.0263158	1.73019	
RootPopulationSizeScaler5	14326	16174	1	0.0263158	0.462527	
LeafPopulationSizeScaler5	16768	13803	1	0.0263158	2.4239	
generation 100000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	26161	0	10	0.263158	none	
ConcentrationScaler	3807	4345	3	0.0789474	2.60065	
TimeSizeRateMixer	14277	16904	6	0.157895	0.298914	
TimeRootSizeMixer	17218	13901	6	0.157895	0.225224	
EventTimeScaler	59751	60015	1	0.0263158	1.44511	
RootPopulationSizeScaler0	15449	18461	1	0.0263158	0.480822	
LeafPopulationSizeScaler0	19197	14721	1	0.0263158	2.13481	
RootPopulationSizeScaler1	15578	18237	1	0.0263158	0.473819	
LeafPopulationSizeScaler1	19167	14807	1	0.0263158	2.16694	
RootPopulationSizeScaler2	16603	17253	1	0.0263158	0.447765	
LeafPopulationSizeScaler2	18700	15129	1	0.0263158	2.42897	
RootPopulationSizeScaler3	15866	18064	1	0.0263158	0.468446	
LeafPopulationSizeScaler3	18667	15147	1	0.0263158	2.65851	
RootPopulationSizeScaler4	15641	18267	1	0.0263158	0.46843	
LeafPopulationSizeScaler4	17928	15892	1	0.0263158	1.74075	
RootPopulationSizeScaler5	15897	17988	1	0.0263158	0.463421	
LeafPopulationSizeScaler5	18487	15464	1	0.0263158	2.44207	
