generation 10000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	2640	0	10	0.263158	none	
ConcentrationScaler	423	381	3	0.0789474	2.08629	
TimeSizeRateMixer	1792	1871	6	0.157895	0.314428	
TimeRootSizeMixer	1868	1896	6	0.157895	0.19582	
EventTimeScaler	7918	6458	1	0.0263158	1.72251	
RootPopulationSizeScaler0	1730	1702	1	0.0263158	0.435489	
LeafPopulationSizeScaler0	2273	1119	1	0.0263158	1.74774	
RootPopulationSizeScaler1	1777	1623	1	0.0263158	0.42173	
LeafPopulationSizeScaler1	2181	1220	1	0.0263158	1.79857	
RootPopulationSizeScaler2	1740	1645	1	0.0263158	0.43063	
LeafPopulationSizeScaler2	2266	1137	1	0.0263158	1.95751	
RootPopulationSizeScaler3	1793	1608	1	0.0263158	0.418202	
LeafPopulationSizeScaler3	2124	1282	1	0.0263158	1.60973	
RootPopulationSizeScaler4	1678	1730	1	0.0263158	0.443669	
LeafPopulationSizeScaler4	2324	1088	1	0.0263158	1.94939	
RootPopulationSizeScaler5	1732	1685	1	0.0263158	0.421353	
LeafPopulationSizeScaler5	2298	1110	1	0.0263158	1.36992	
generation 20000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	5244	0	10	0.263158	none	
ConcentrationScaler	773	754	3	0.0789474	2.15857	
TimeSizeRateMixer	3532	4040	6	0.157895	0.318508	
TimeRootSizeMixer	3766	3965	6	0.157895	0.201216	
EventTimeScaler	15429	13861	1	0.0263158	1.80123	
RootPopulationSizeScaler0	3406	3504	1	0.0263158	0.447335	
LeafPopulationSizeScaler0	4256	2598	1	0.0263158	1.92938	
RootPopulationSizeScaler1	3486	3395	1	0.0263158	0.436083	
LeafPopulationSizeScaler1	4159	2739	1	0.0263158	1.97391	
RootPopulationSizeScaler2	3406	3473	1	0.0263158	0.443185	
LeafPopulationSizeScaler2	4218	2660	1	0.0263158	2.13646	
RootPopulationSizeScaler3	3484	3391	1	0.0263158	0.433053	
LeafPopulationSizeScaler3	4026	2869	1	0.0263158	1.73269	
RootPopulationSizeScaler4	3329	3559	1	0.0263158	0.452775	
LeafPopulationSizeScaler4	4363	2510	1	0.0263158	2.17498	
RootPopulationSizeScaler5	3461	3480	1	0.0263158	0.434747	
LeafPopulationSizeScaler5	4316	2554	1	0.0263158	1.51794	
generation 30000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	7875	0	10	0.263158	none	
ConcentrationScaler	1176	1149	3	0.0789474	2.21115	
TimeSizeRateMixer	5085	6072	6	0.157895	0.319393	
TimeRootSizeMixer	5508	5886	6	0.157895	0.203423	
EventTimeScaler	22227	21005	1	0.0263158	1.83775	
RootPopulationSizeScaler0	4990	5326	1	0.0263158	0.450789	
LeafPopulationSizeScaler0	6156	4109	1	0.0263158	2.01994	
RootPopulationSizeScaler1	5141	5158	1	0.0263158	0.444713	
LeafPopulationSizeScaler1	6031	4277	1	0.0263158	2.05528	
RootPopulationSizeScaler2	5070	5227	1	0.0263158	0.450775	
LeafPopulationSizeScaler2	6068	4222	1	0.0263158	2.23401	
RootPopulationSizeScaler3	5115	5187	1	0.0263158	0.43869	
LeafPopulationSizeScaler3	5805	4507	1	0.0263158	1.79548	
RootPopulationSizeScaler4	4937	5339	1	0.0263158	0.458555	
LeafPopulationSizeScaler4	6323	3963	1	0.0263158	2.29785	
RootPopulationSizeScaler5	5065	5278	1	0.0263158	0.440679	
LeafPopulationSizeScaler5	6255	4035	1	0.0263158	1.60053	
generation 40000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	10508	0	10	0.263158	none	
ConcentrationScaler	1590	1578	3	0.0789474	2.2468	
TimeSizeRateMixer	6771	8056	6	0.157895	0.321022	
TimeRootSizeMixer	7141	7810	6	0.157895	0.204494	
EventTimeScaler	29016	28191	1	0.0263158	1.86072	
RootPopulationSizeScaler0	6579	7118	1	0.0263158	0.454692	
LeafPopulationSizeScaler0	7965	5687	1	0.0263158	2.08	
RootPopulationSizeScaler1	6743	6915	1	0.0263158	0.449141	
LeafPopulationSizeScaler1	7856	5843	1	0.0263158	2.11099	
RootPopulationSizeScaler2	6661	7029	1	0.0263158	0.454579	
LeafPopulationSizeScaler2	7961	5707	1	0.0263158	2.30584	
RootPopulationSizeScaler3	6731	6947	1	0.0263158	0.442575	
LeafPopulationSizeScaler3	7561	6136	1	0.0263158	1.83309	
RootPopulationSizeScaler4	6533	7128	1	0.0263158	0.463056	
LeafPopulationSizeScaler4	8221	5446	1	0.0263158	2.37701	
RootPopulationSizeScaler5	6628	7100	1	0.0263158	0.444105	
LeafPopulationSizeScaler5	8140	5562	1	0.0263158	1.65413	
generation 50000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	13182	0	10	0.263158	none	
ConcentrationScaler	1974	1970	3	0.0789474	2.27131	
TimeSizeRateMixer	8364	10003	6	0.157895	0.321884	
TimeRootSizeMixer	8715	9829	6	0.157895	0.204778	
EventTimeScaler	35579	35435	1	0.0263158	1.87666	
RootPopulationSizeScaler0	8236	8827	1	0.0263158	0.459253	
LeafPopulationSizeScaler0	9801	7225	1	0.0263158	2.1258	
RootPopulationSizeScaler1	8315	8714	1	0.0263158	0.452207	
LeafPopulationSizeScaler1	9613	7474	1	0.0263158	2.1455	
RootPopulationSizeScaler2	8242	8858	1	0.0263158	0.457302	
LeafPopulationSizeScaler2	9811	7228	1	0.0263158	2.36095	
RootPopulationSizeScaler3	8325	8740	1	0.0263158	0.445701	
LeafPopulationSizeScaler3	9298	7746	1	0.0263158	1.86315	
RootPopulationSizeScaler4	8132	8927	1	0.0263158	0.465549	
LeafPopulationSizeScaler4	10115	6942	1	0.0263158	2.43743	
RootPopulationSizeScaler5	8221	8893	1	0.0263158	0.446809	
LeafPopulationSizeScaler5	10053	7032	1	0.0263158	1.6983	
generation 60000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	15864	0	10	0.263158	none	
ConcentrationScaler	2398	2383	3	0.0789474	2.29176	
TimeSizeRateMixer	9980	11994	6	0.157895	0.32237	
TimeRootSizeMixer	10418	11827	6	0.157895	0.20559	
EventTimeScaler	42219	42847	1	0.0263158	1.88895	
RootPopulationSizeScaler0	9883	10631	1	0.0263158	0.4615	
LeafPopulationSizeScaler0	11559	8922	1	0.0263158	2.15656	
RootPopulationSizeScaler1	9890	10576	1	0.0263158	0.454299	
LeafPopulationSizeScaler1	11400	9131	1	0.0263158	2.17593	
RootPopulationSizeScaler2	9855	10694	1	0.0263158	0.459469	
LeafPopulationSizeScaler2	11568	8927	1	0.0263158	2.39324	
RootPopulationSizeScaler3	9868	10651	1	0.0263158	0.446827	
LeafPopulationSizeScaler3	11047	9457	1	0.0263158	1.88476	
