model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.81	0.81	0.025716	161.515
0,0,0,0,0,1	0.108889	0.918889	0.007452	16.2754
0,0,1,0,0,1	0.0133333	0.932222	0.001826	7.3871
0,0,1,0,0,0	0.0111111	0.943333	0.007354	1.51663
0,1,0,0,0,1	0.00888889	0.952222	0.001907	4.69403
0,1,0,0,1,1	0.00555556	0.957778	0.001234	4.52164
0,1,1,1,1,1	0.00444444	0.962222	0.007436	0.595897
0,1,1,0,0,1	0.00333333	0.965556	0.001281	2.60749
0,0,0,0,1,1	0.00333333	0.968889	0.001834	1.82026
0,0,0,0,1,0	0.00222222	0.971111	0.007243	0.305266
0,0,0,1,0,1	0.00222222	0.973333	0.001878	1.1837
0,0,0,1,1,0	0.00222222	0.975556	0.001867	1.19069
0,0,1,0,1,1	0.00222222	0.977778	0.001254	1.77383
0,1,0,0,0,0	0.00222222	0.98	0.007542	0.293075
0,1,1,0,1,1	0.00222222	0.982222	0.001864	1.19261
0,1,0,1,0,1	0.00222222	0.984444	0.001256	1.771
0,1,0,0,1,0	0.00111111	0.985556	0.001795	0.61858
0,0,1,0,1,0	0.00111111	0.986667	0.001846	0.601459
0,1,0,1,1,0	0.00111111	0.987778	0.001231	0.9025
0,1,0,1,1,1	0.00111111	0.988889	0.001772	0.626623
0,1,0,1,1,2	0.00111111	0.99	0.001609	0.690216
0,0,1,0,0,2	0.00111111	0.991111	0.004606	0.240387
0,0,0,1,0,0	0.00111111	0.992222	0.007423	0.148739
0,1,1,1,0,0	0.00111111	0.993333	0.001216	0.913647
0,1,1,1,0,1	0.00111111	0.994444	0.001889	0.587743
0,1,1,1,1,0	0.00111111	0.995556	0.001797	0.61789
0,0,0,0,1,2	0.00111111	0.996667	0.00485	0.228238
0,1,1,1,1,2	0.00111111	0.997778	0.004665	0.237333
0,1,2,1,0,0	0.00111111	0.998889	0.001552	0.715606
0,1,2,2,2,3	0.00111111	1	0.006381	0.173209
