Run	Prob_1_Event	Prob_2_Events	Prob_3_Events	Prob_4_Events	Prob_5_Events	Prob_6_Events	Mean_Divergence_PopA_PopB	Mean_Divergence_PopC_PopD	Mean_Divergence_PopE_PopF	Mean_Divergence_PopG_PopH	Mean_Divergence_PopI_PopJ	Mean_Divergence_PopK_PopL	Gene_Length	Population_Size	Mutation_Rate	Samples_Simulated_Per_Pop	True_Number_Events	True_Divergence_PopA_PopB	True_Divergence_PopC_PopD	True_Divergence_PopE_PopF	True_Divergence_PopG_PopH	True_Divergence_PopI_PopJ	True_Divergence_PopK_PopL
1	0.424575	0.318681	0.190809	0.04995	0.012987	0.002997	0.001224	0.001397	0.001129	0.001125	0.001111	0.001449	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
2	0.167832	0.27972	0.26973	0.172827	0.081918	0.027972	0.002575	0.00248	0.002064	0.002257	0.001097	0.002035	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
3	0.321678	0.28971	0.216783	0.124875	0.03996	0.006993	0.001997	0.002093	0.001828	0.002516	0.002129	0.001643	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
4	0.377622	0.333666	0.170829	0.085914	0.024975	0.006993	0.002148	0.001742	0.001779	0.001819	0.001813	0.001604	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
5	0.103896	0.32967	0.287712	0.164835	0.087912	0.025974	0.001704	0.001965	0.001708	0.002507	0.003854	0.001717	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
6	0.22977	0.306693	0.253746	0.144855	0.048951	0.015984	0.001297	0.001741	0.001129	0.001913	0.001504	0.002135	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
7	0.278721	0.314685	0.230769	0.123876	0.043956	0.007992	0.001897	0.002317	0.001771	0.001769	0.002506	0.001719	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
8	0.308691	0.300699	0.227772	0.107892	0.044955	0.00999	0.0018	0.002008	0.002461	0.001509	0.00187	0.001672	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
9	0.200799	0.324675	0.255744	0.146853	0.060939	0.010989	0.002086	0.002026	0.002028	0.001066	0.001932	0.001885	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
10	0.248751	0.313686	0.235764	0.125874	0.06993	0.005994	0.002117	0.002538	0.001712	0.001572	0.001757	0.002336	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
11	0.270729	0.306693	0.250749	0.11988	0.041958	0.00999	0.001705	0.001468	0.001655	0.002447	0.002111	0.001881	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
12	0.16983	0.328671	0.292707	0.147852	0.046953	0.013986	0.002812	0.001243	0.001223	0.001281	0.001414	0.001932	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
13	0.406593	0.311688	0.190809	0.067932	0.018981	0.003996	0.001509	0.001662	0.001775	0.00151	0.00138	0.001362	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
14	0.355644	0.31968	0.195804	0.082917	0.03996	0.005994	0.002151	0.001629	0.00226	0.00198	0.002173	0.00201	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
15	0.087912	0.21978	0.274725	0.251748	0.136863	0.028971	0.001727	0.001989	0.003367	0.003711	0.002052	0.001429	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
16	0.363636	0.322677	0.202797	0.080919	0.027972	0.001998	0.001297	0.00097	0.000963	0.000956	0.000806	0.001361	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
17	0.285714	0.314685	0.22977	0.113886	0.051948	0.003996	0.002506	0.001829	0.001495	0.002036	0.001677	0.001653	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
18	0.335664	0.312687	0.207792	0.087912	0.047952	0.007992	0.002246	0.002644	0.002765	0.002976	0.002625	0.00257	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
19	0.253746	0.33966	0.21978	0.130869	0.041958	0.013986	0.002036	0.002053	0.002294	0.002232	0.002208	0.003309	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
20	0.310689	0.30969	0.227772	0.116883	0.027972	0.006993	0.001535	0.001703	0.001515	0.001242	0.000967	0.001378	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
21	0.155844	0.2997	0.288711	0.177822	0.062937	0.014985	0.001264	0.002364	0.002573	0.001787	0.001405	0.001294	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
22	0.532468	0.286713	0.12987	0.037962	0.011988	0.000999	0.001777	0.001735	0.00178	0.00179	0.001775	0.001798	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
23	0.463536	0.287712	0.156843	0.070929	0.016983	0.003996	0.001589	0.001587	0.001403	0.001687	0.001542	0.001408	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
24	0.223776	0.267732	0.275724	0.155844	0.060939	0.015984	0.001894	0.002507	0.002962	0.001672	0.002205	0.002406	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
25	0.236763	0.338661	0.222777	0.138861	0.056943	0.005994	0.001115	0.001971	0.001939	0.00193	0.001649	0.001608	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
26	0.422577	0.336663	0.157842	0.066933	0.010989	0.004995	0.002	0.001762	0.001964	0.00189	0.001834	0.001759	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
27	0.073926	0.273726	0.303696	0.216783	0.110889	0.020979	0.001451	0.003944	0.00172	0.001455	0.002472	0.001962	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
28	0.307692	0.337662	0.216783	0.102897	0.030969	0.003996	0.001666	0.00169	0.002305	0.002205	0.001698	0.001658	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
29	0.388611	0.291708	0.180819	0.08991	0.040959	0.007992	0.001717	0.002188	0.001975	0.0019	0.00187	0.001577	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
30	0.407592	0.312687	0.166833	0.082917	0.023976	0.005994	0.001767	0.001704	0.001469	0.00171	0.001826	0.001607	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
