model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.567778	0.567778	0.025909	49.3879
0,0,1,0,0,0	0.126667	0.694444	0.007482	19.2399
0,0,0,0,1,0	0.0188889	0.713333	0.00745	2.56498
0,1,0,0,0,0	0.0188889	0.732222	0.007435	2.5702
0,0,0,1,0,0	0.0188889	0.751111	0.007464	2.56013
0,0,1,1,0,0	0.0144444	0.765556	0.001844	7.93336
0,0,1,0,1,0	0.0133333	0.778889	0.001865	7.23234
0,0,1,2,0,0	0.0111111	0.79	0.00465	2.4051
0,1,1,1,1,1	0.0111111	0.801111	0.007297	1.52857
0,0,0,0,0,1	0.0111111	0.812222	0.007251	1.53834
0,0,1,0,0,2	0.00777778	0.82	0.004809	1.62218
0,0,1,1,1,0	0.00777778	0.827778	0.001206	6.49195
0,0,1,0,0,1	0.00666667	0.834444	0.001826	3.66876
0,0,1,1,1,1	0.00666667	0.841111	0.001861	3.59963
0,0,1,0,2,0	0.00666667	0.847778	0.004707	1.41912
0,1,1,0,0,0	0.00555556	0.853333	0.001803	3.09291
0,1,0,1,0,0	0.00555556	0.858889	0.001874	2.97552
0,0,1,0,2,2	0.00444444	0.863333	0.001558	2.86093
0,0,1,1,0,1	0.00444444	0.867778	0.00121	3.68503
0,1,2,1,1,1	0.00444444	0.872222	0.004836	0.918672
0,1,2,1,1,0	0.00444444	0.876667	0.0016	2.78571
0,1,2,0,1,0	0.00444444	0.881111	0.001524	2.92486
0,1,1,1,1,0	0.00444444	0.885556	0.001799	2.47707
0,1,1,0,1,1	0.00444444	0.89	0.001796	2.48122
0,1,0,1,1,1	0.00444444	0.894444	0.001828	2.43771
0,1,1,0,1,0	0.00333333	0.897778	0.001184	2.82139
0,0,0,0,1,1	0.00333333	0.901111	0.001806	1.84853
0,1,2,0,0,0	0.00333333	0.904444	0.004758	0.699573
0,1,2,2,0,0	0.00333333	0.907778	0.001586	2.10541
