model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.368889	0.368889	0.025714	22.1466
0,0,0,0,0,1	0.04	0.408889	0.007397	5.59125
0,1,1,1,1,1	0.0377778	0.446667	0.00723	5.39103
0,0,1,0,0,0	0.0277778	0.474444	0.007307	3.88157
0,0,1,0,0,1	0.0277778	0.502222	0.001868	15.2666
0,0,0,1,0,0	0.0244444	0.526667	0.007479	3.32525
0,1,0,0,0,0	0.02	0.546667	0.007391	2.74081
0,0,0,0,1,0	0.0188889	0.565556	0.007387	2.58702
0,1,1,0,0,1	0.0144444	0.58	0.001197	12.2294
0,1,1,0,0,0	0.0111111	0.591111	0.001812	6.18962
0,0,0,1,2,0	0.01	0.601111	0.004802	2.0934
0,0,0,0,1,2	0.00888889	0.61	0.004702	1.89843
0,0,0,1,1,0	0.00888889	0.618889	0.001815	4.93241
0,1,2,3,4,2	0.00888889	0.627778	0.019078	0.461134
0,1,1,0,0,2	0.00888889	0.636667	0.001641	5.45636
0,1,2,3,4,5	0.00777778	0.644444	0.153809	0.0431254
0,0,0,1,0,2	0.00777778	0.652222	0.00469	1.66354
0,1,1,2,1,1	0.00777778	0.66	0.004751	1.64208
0,0,1,2,0,0	0.00777778	0.667778	0.004696	1.6614
0,0,1,0,2,0	0.00777778	0.675556	0.004707	1.6575
0,1,2,1,1,1	0.00666667	0.682222	0.004655	1.43505
0,1,0,2,0,0	0.00666667	0.688889	0.004731	1.41189
0,1,1,1,1,2	0.00666667	0.695556	0.004676	1.42858
0,1,0,0,0,2	0.00666667	0.702222	0.004667	1.43135
0,1,1,1,0,1	0.00666667	0.708889	0.001886	3.55183
0,1,1,2,0,1	0.00555556	0.714444	0.001545	3.61033
0,1,1,0,1,1	0.00555556	0.72	0.001882	2.96285
0,1,0,1,0,2	0.00444444	0.724444	0.001569	2.84084
0,0,1,1,1,1	0.00444444	0.728889	0.001859	2.39698
0,1,0,1,0,1	0.00444444	0.733333	0.001221	3.65179
0,1,2,3,0,4	0.00444444	0.737778	0.019031	0.230115
0,1,2,3,0,0	0.00444444	0.742222	0.006362	0.697247
0,0,1,1,0,1	0.00444444	0.746667	0.001243	3.58708
0,0,1,1,0,0	0.00444444	0.751111	0.001807	2.46609
0,0,0,1,0,1	0.00444444	0.755556	0.00187	2.38285
0,0,1,0,2,3	0.00444444	0.76	0.006497	0.682666
0,1,0,1,1,0	0.00444444	0.764444	0.001223	3.64581
0,0,1,0,0,2	0.00444444	0.768889	0.004752	0.93499
0,1,1,2,1,3	0.00444444	0.773333	0.006402	0.692862
0,1,1,2,2,1	0.00444444	0.777778	0.001544	2.88691
0,1,2,0,3,1	0.00333333	0.781111	0.003274	1.01818
0,1,2,3,4,3	0.00333333	0.784444	0.019232	0.170557
0,0,1,2,3,0	0.00333333	0.787778	0.006372	0.521527
0,1,2,0,0,0	0.00333333	0.791111	0.004762	0.698983
0,1,1,2,2,3	0.00333333	0.794444	0.003207	1.03952
0,1,2,0,3,4	0.00333333	0.797778	0.019024	0.172459
0,0,0,0,1,1	0.00333333	0.801111	0.001752	1.90561
0,1,2,1,1,2	0.00333333	0.804444	0.001587	2.10408
0,1,2,1,3,2	0.00333333	0.807778	0.003266	1.02069
0,0,1,2,0,3	0.00333333	0.811111	0.006392	0.519885
0,1,2,1,3,4	0.00333333	0.814444	0.018869	0.173903
0,1,2,2,1,1	0.00333333	0.817778	0.001534	2.17689
0,1,1,0,2,3	0.00333333	0.821111	0.003163	1.05403
0,1,1,0,1,2	0.00333333	0.824444	0.001594	2.09482
0,0,1,0,1,0	0.00333333	0.827778	0.001904	1.75321
0,1,0,1,0,0	0.00333333	0.831111	0.001824	1.83025
0,1,2,3,1,1	0.00333333	0.834444	0.006492	0.511825
0,0,1,1,1,0	0.00333333	0.837778	0.001249	2.67438
0,0,1,0,2,2	0.00333333	0.841111	0.00153	2.18259
0,0,1,0,2,1	0.00333333	0.844444	0.001596	2.0922
0,1,2,0,0,3	0.00333333	0.847778	0.006252	0.531601
0,1,0,1,2,0	0.00222222	0.85	0.001572	1.41455
0,1,1,0,2,0	0.00222222	0.852222	0.001567	1.41907
0,1,2,3,4,4	0.00222222	0.854444	0.019074	0.114538
0,1,0,2,0,1	0.00222222	0.856667	0.001615	1.37683
0,0,1,0,1,1	0.00222222	0.858889	0.001199	1.8553
0,1,0,2,2,0	0.00222222	0.861111	0.001536	1.44775
0,0,1,0,1,2	0.00222222	0.863333	0.001625	1.36834
0,1,0,2,3,1	0.00222222	0.865556	0.003284	0.675961
0,1,2,3,4,1	0.00222222	0.867778	0.019112	0.114305
0,1,0,2,3,4	0.00222222	0.87	0.019221	0.113645
0,0,0,1,1,2	0.00222222	0.872222	0.001535	1.4487
0,0,0,1,1,1	0.00222222	0.874444	0.001158	1.92106
0,1,0,1,1,1	0.00222222	0.876667	0.001856	1.19776
0,1,2,3,4,0	0.00222222	0.878889	0.01921	0.113711
0,1,2,3,3,4	0.00222222	0.881111	0.018783	0.116347
0,1,0,0,2,2	0.00222222	0.883333	0.00161	1.38111
0,0,0,1,2,3	0.00222222	0.885556	0.006477	0.341631
0,1,2,3,2,4	0.00222222	0.887778	0.01925	0.11347
0,1,2,3,2,3	0.00222222	0.89	0.003287	0.675342
0,1,1,1,0,0	0.00222222	0.892222	0.00124	1.79388
