generation 10000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	2612	0	10	0.263158	none	
ConcentrationScaler	413	405	3	0.0789474	1.8442	
TimeSizeRateMixer	3584	3878	6	0.157895	0.375273	
TimeRootSizeMixer	4126	3455	6	0.157895	0.36784	
EventTimeScaler	14689	13995	1	0.0263158	1.08767	
RootPopulationSizeScaler0	1835	1597	1	0.0263158	0.417461	
LeafPopulationSizeScaler0	2401	1010	1	0.0263158	1.89689	
RootPopulationSizeScaler1	1689	1775	1	0.0263158	0.45877	
LeafPopulationSizeScaler1	2197	1241	1	0.0263158	1.53223	
RootPopulationSizeScaler2	1648	1790	1	0.0263158	0.449349	
LeafPopulationSizeScaler2	2139	1265	1	0.0263158	1.8554	
RootPopulationSizeScaler3	1772	1681	1	0.0263158	0.453375	
LeafPopulationSizeScaler3	2433	995	1	0.0263158	1.67224	
RootPopulationSizeScaler4	1779	1627	1	0.0263158	0.420146	
LeafPopulationSizeScaler4	2307	1123	1	0.0263158	1.21816	
RootPopulationSizeScaler5	1694	1751	1	0.0263158	0.449127	
LeafPopulationSizeScaler5	2296	1146	1	0.0263158	1.60257	
generation 20000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	5277	0	10	0.263158	none	
ConcentrationScaler	797	833	3	0.0789474	1.87503	
TimeSizeRateMixer	6971	7688	6	0.157895	0.382766	
TimeRootSizeMixer	7870	7197	6	0.157895	0.38539	
EventTimeScaler	28386	28828	1	0.0263158	1.12174	
RootPopulationSizeScaler0	3541	3271	1	0.0263158	0.435616	
LeafPopulationSizeScaler0	4449	2327	1	0.0263158	2.12816	
RootPopulationSizeScaler1	3209	3620	1	0.0263158	0.464176	
LeafPopulationSizeScaler1	4177	2625	1	0.0263158	1.69006	
RootPopulationSizeScaler2	3255	3559	1	0.0263158	0.461207	
LeafPopulationSizeScaler2	3993	2753	1	0.0263158	1.99785	
RootPopulationSizeScaler3	3324	3469	1	0.0263158	0.460411	
LeafPopulationSizeScaler3	4499	2299	1	0.0263158	1.903	
RootPopulationSizeScaler4	3413	3361	1	0.0263158	0.434359	
LeafPopulationSizeScaler4	4289	2531	1	0.0263158	1.34404	
RootPopulationSizeScaler5	3223	3603	1	0.0263158	0.452029	
LeafPopulationSizeScaler5	4317	2513	1	0.0263158	1.78412	
generation 30000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	7936	0	10	0.263158	none	
ConcentrationScaler	1144	1244	3	0.0789474	1.89527	
TimeSizeRateMixer	10622	11905	6	0.157895	0.386789	
TimeRootSizeMixer	11477	10858	6	0.157895	0.39393	
EventTimeScaler	42237	44120	1	0.0263158	1.13766	
RootPopulationSizeScaler0	5174	5084	1	0.0263158	0.442437	
LeafPopulationSizeScaler0	6513	3702	1	0.0263158	2.26335	
RootPopulationSizeScaler1	4801	5491	1	0.0263158	0.46745	
LeafPopulationSizeScaler1	6045	4186	1	0.0263158	1.76565	
RootPopulationSizeScaler2	4869	5392	1	0.0263158	0.466611	
LeafPopulationSizeScaler2	5833	4355	1	0.0263158	2.07454	
RootPopulationSizeScaler3	4953	5282	1	0.0263158	0.465972	
LeafPopulationSizeScaler3	6552	3693	1	0.0263158	2.02961	
RootPopulationSizeScaler4	5035	5169	1	0.0263158	0.440573	
LeafPopulationSizeScaler4	6208	4045	1	0.0263158	1.41478	
RootPopulationSizeScaler5	4803	5466	1	0.0263158	0.45592	
LeafPopulationSizeScaler5	6277	3985	1	0.0263158	1.87845	
generation 40000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	10577	0	10	0.263158	none	
ConcentrationScaler	1517	1652	3	0.0789474	1.91554	
TimeSizeRateMixer	13838	15734	6	0.157895	0.388943	
TimeRootSizeMixer	15087	14691	6	0.157895	0.398725	
EventTimeScaler	55387	59284	1	0.0263158	1.14636	
RootPopulationSizeScaler0	6806	6781	1	0.0263158	0.448572	
LeafPopulationSizeScaler0	8384	5208	1	0.0263158	2.34075	
RootPopulationSizeScaler1	6334	7292	1	0.0263158	0.47065	
LeafPopulationSizeScaler1	7860	5724	1	0.0263158	1.8185	
RootPopulationSizeScaler2	6354	7243	1	0.0263158	0.466898	
LeafPopulationSizeScaler2	7608	5958	1	0.0263158	2.12817	
RootPopulationSizeScaler3	6523	7107	1	0.0263158	0.468416	
LeafPopulationSizeScaler3	8503	5080	1	0.0263158	2.11692	
RootPopulationSizeScaler4	6624	6944	1	0.0263158	0.444966	
LeafPopulationSizeScaler4	8095	5533	1	0.0263158	1.46076	
RootPopulationSizeScaler5	6390	7247	1	0.0263158	0.459731	
LeafPopulationSizeScaler5	8144	5457	1	0.0263158	1.94239	
generation 50000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	13239	0	10	0.263158	none	
ConcentrationScaler	1888	2083	3	0.0789474	1.91987	
TimeSizeRateMixer	17236	19696	6	0.157895	0.390599	
TimeRootSizeMixer	18576	18633	6	0.157895	0.401369	
EventTimeScaler	68698	74517	1	0.0263158	1.15369	
RootPopulationSizeScaler0	8416	8591	1	0.0263158	0.451764	
LeafPopulationSizeScaler0	10260	6723	1	0.0263158	2.40161	
RootPopulationSizeScaler1	7949	9096	1	0.0263158	0.47378	
LeafPopulationSizeScaler1	9682	7338	1	0.0263158	1.85626	
RootPopulationSizeScaler2	7929	9092	1	0.0263158	0.469621	
LeafPopulationSizeScaler2	9457	7547	1	0.0263158	2.17073	
RootPopulationSizeScaler3	8121	8908	1	0.0263158	0.470471	
LeafPopulationSizeScaler3	10398	6560	1	0.0263158	2.17894	
RootPopulationSizeScaler4	8286	8719	1	0.0263158	0.449457	
LeafPopulationSizeScaler4	9926	7121	1	0.0263158	1.49232	
RootPopulationSizeScaler5	7950	9091	1	0.0263158	0.461578	
LeafPopulationSizeScaler5	9984	7026	1	0.0263158	1.9851	
generation 60000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	15772	0	10	0.263158	none	
ConcentrationScaler	2261	2505	3	0.0789474	1.93266	
TimeSizeRateMixer	20690	23680	6	0.157895	0.392196	
TimeRootSizeMixer	22130	22510	6	0.157895	0.403851	
EventTimeScaler	81808	89354	1	0.0263158	1.15937	
RootPopulationSizeScaler0	10020	10442	1	0.0263158	0.453988	
LeafPopulationSizeScaler0	12131	8312	1	0.0263158	2.44857	
RootPopulationSizeScaler1	9513	10977	1	0.0263158	0.475076	
LeafPopulationSizeScaler1	11488	8998	1	0.0263158	1.88377	
RootPopulationSizeScaler2	9488	10979	1	0.0263158	0.470826	
LeafPopulationSizeScaler2	11185	9285	1	0.0263158	2.19579	
RootPopulationSizeScaler3	9703	10773	1	0.0263158	0.471693	
LeafPopulationSizeScaler3	12351	8052	1	0.0263158	2.22935	
RootPopulationSizeScaler4	9935	10514	1	0.0263158	0.452705	
LeafPopulationSizeScaler4	11758	8735	1	0.0263158	1.5187	
RootPopulationSizeScaler5	9519	10965	1	0.0263158	0.463298	
LeafPopulationSizeScaler5	11792	8679	1	0.0263158	2.01732	
generation 70000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	18461	0	10	0.263158	none	
ConcentrationScaler	2614	2930	3	0.0789474	1.93775	
TimeSizeRateMixer	24024	27644	6	0.157895	0.393167	
TimeRootSizeMixer	25614	26369	6	0.157895	0.405774	
EventTimeScaler	94925	104630	1	0.0263158	1.16273	
RootPopulationSizeScaler0	11597	12233	1	0.0263158	0.45549	
LeafPopulationSizeScaler0	13954	9900	1	0.0263158	2.48718	
RootPopulationSizeScaler1	11050	12867	1	0.0263158	0.476198	
LeafPopulationSizeScaler1	13335	10589	1	0.0263158	1.90772	
RootPopulationSizeScaler2	11049	12804	1	0.0263158	0.471983	
LeafPopulationSizeScaler2	12966	10906	1	0.0263158	2.2235	
RootPopulationSizeScaler3	11291	12628	1	0.0263158	0.473161	
LeafPopulationSizeScaler3	14217	9616	1	0.0263158	2.26749	
RootPopulationSizeScaler4	11549	12316	1	0.0263158	0.454799	
LeafPopulationSizeScaler4	13563	10315	1	0.0263158	1.53953	
RootPopulationSizeScaler5	11034	12850	1	0.0263158	0.464048	
LeafPopulationSizeScaler5	13617	10235	1	0.0263158	2.04645	
generation 80000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	21125	0	10	0.263158	none	
ConcentrationScaler	2974	3353	3	0.0789474	1.94164	
TimeSizeRateMixer	27541	31838	6	0.157895	0.393824	
TimeRootSizeMixer	29159	30413	6	0.157895	0.407138	
EventTimeScaler	108343	119992	1	0.0263158	1.16693	
RootPopulationSizeScaler0	13243	14098	1	0.0263158	0.457221	
LeafPopulationSizeScaler0	15838	11554	1	0.0263158	2.51997	
RootPopulationSizeScaler1	12602	14856	1	0.0263158	0.476226	
LeafPopulationSizeScaler1	15150	12335	1	0.0263158	1.92781	
RootPopulationSizeScaler2	12645	14726	1	0.0263158	0.472974	
LeafPopulationSizeScaler2	14714	12656	1	0.0263158	2.24353	
RootPopulationSizeScaler3	12856	14566	1	0.0263158	0.473959	
LeafPopulationSizeScaler3	16164	11182	1	0.0263158	2.30362	
RootPopulationSizeScaler4	13189	14188	1	0.0263158	0.456493	
LeafPopulationSizeScaler4	15399	12020	1	0.0263158	1.55683	
RootPopulationSizeScaler5	12658	14732	1	0.0263158	0.465132	
LeafPopulationSizeScaler5	15433	11947	1	0.0263158	2.07041	
generation 90000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	23780	0	10	0.263158	none	
ConcentrationScaler	3340	3815	3	0.0789474	1.94303	
TimeSizeRateMixer	30756	35750	6	0.157895	0.394162	
TimeRootSizeMixer	32627	34339	6	0.157895	0.408741	
EventTimeScaler	121530	135168	1	0.0263158	1.1704	
RootPopulationSizeScaler0	14736	15962	1	0.0263158	0.457625	
LeafPopulationSizeScaler0	17613	13114	1	0.0263158	2.54831	
RootPopulationSizeScaler1	14090	16730	1	0.0263158	0.476008	
LeafPopulationSizeScaler1	16878	13946	1	0.0263158	1.94476	
