model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.484444	0.484444	0.026366	34.6992
0,0,0,0,0,1	0.144444	0.628889	0.007367	22.7484
0,1,1,1,1,0	0.0255556	0.654444	0.001856	14.104
0,0,0,1,0,0	0.0222222	0.676667	0.007337	3.0749
0,1,1,1,1,2	0.0144444	0.691111	0.004822	3.02478
0,1,0,0,0,0	0.0133333	0.704444	0.00738	1.81759
0,0,0,0,1,0	0.0122222	0.716667	0.007474	1.64316
0,0,1,0,0,2	0.0111111	0.727778	0.004794	2.33252
0,0,1,0,0,0	0.0111111	0.738889	0.007341	1.51934
0,1,1,1,0,0	0.01	0.748889	0.001178	8.56461
0,0,1,1,1,0	0.01	0.758889	0.001229	8.20878
0,0,0,1,0,2	0.01	0.768889	0.00466	2.1575
0,1,1,1,1,1	0.01	0.778889	0.007232	1.38661
0,0,1,0,0,1	0.00888889	0.787778	0.001844	4.8547
0,0,0,0,1,2	0.00888889	0.796667	0.00472	1.89116
0,0,1,1,0,0	0.00777778	0.804444	0.001813	4.31579
0,0,0,1,1,0	0.00666667	0.811111	0.001843	3.63486
0,1,1,0,0,0	0.00555556	0.816667	0.001944	2.86817
0,1,0,1,0,2	0.00555556	0.822222	0.001576	3.53921
0,1,0,0,1,1	0.00555556	0.827778	0.001248	4.47085
0,1,0,0,0,1	0.00555556	0.833333	0.00185	3.01419
0,1,0,0,0,2	0.00555556	0.838889	0.004832	1.15058
0,0,0,0,1,1	0.00555556	0.844444	0.001879	2.96759
0,0,1,1,0,2	0.00555556	0.85	0.001591	3.50578
0,0,1,1,0,1	0.00444444	0.854444	0.001223	3.64581
0,1,0,1,1,0	0.00444444	0.858889	0.001242	3.58997
0,0,1,1,1,2	0.00444444	0.863333	0.001617	2.75638
0,1,1,1,2,3	0.00444444	0.867778	0.006355	0.69802
0,0,1,0,1,0	0.00444444	0.872222	0.001906	2.33776
0,1,1,0,1,0	0.00333333	0.875556	0.001249	2.67438
