model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.91	0.91	0.025984	379.017
0,0,0,1,0,0	0.03	0.94	0.007297	4.2075
0,1,1,1,1,1	0.0133333	0.953333	0.007479	1.79335
0,1,0,0,0,0	0.00777778	0.961111	0.007245	1.07411
0,1,0,1,0,0	0.00444444	0.965556	0.001867	2.38669
0,0,0,0,1,0	0.00444444	0.97	0.007339	0.603832
0,0,0,1,1,0	0.00444444	0.974444	0.001836	2.42706
0,0,0,0,1,1	0.00333333	0.977778	0.00186	1.79476
0,0,1,0,1,1	0.00222222	0.98	0.001244	1.7881
0,0,1,1,1,1	0.00222222	0.982222	0.001857	1.19711
0,1,1,0,1,1	0.00222222	0.984444	0.001853	1.1997
0,0,0,0,0,1	0.00222222	0.986667	0.007574	0.291828
0,1,0,0,0,1	0.00222222	0.988889	0.001877	1.18433
0,0,1,0,0,0	0.00111111	0.99	0.007223	0.152888
0,1,0,0,1,1	0.00111111	0.991111	0.001243	0.893777
0,0,0,1,0,1	0.00111111	0.992222	0.001745	0.636336
0,1,0,2,0,0	0.00111111	0.993333	0.004777	0.231742
0,1,0,2,3,0	0.00111111	0.994444	0.006472	0.170758
0,1,1,0,0,1	0.00111111	0.995556	0.001277	0.86995
0,1,1,0,1,0	0.00111111	0.996667	0.001264	0.878909
0,0,1,2,0,0	0.00111111	0.997778	0.004716	0.234754
0,1,1,1,0,0	0.00111111	0.998889	0.001224	0.907668
0,1,0,0,1,0	0.00111111	1	0.00178	0.623802
