generation	ln_likelihood	ln_prior	number_of_events	concentration	root_height_index_PopulationA	ln_likelihood_PopulationA	ln_prior_PopulationA	root_height_PopulationA	mutation_rate_PopulationA	freq_1_PopulationA	pop_size_PopulationA	pop_size_PopulationB	pop_size_root_PopulationA	root_height_index_PopulationC	ln_likelihood_PopulationC	ln_prior_PopulationC	root_height_PopulationC	mutation_rate_PopulationC	freq_1_PopulationC	pop_size_PopulationC	pop_size_PopulationD	pop_size_root_PopulationC	root_height_index_PopulationE	ln_likelihood_PopulationE	ln_prior_PopulationE	root_height_PopulationE	mutation_rate_PopulationE	freq_1_PopulationE	pop_size_PopulationE	pop_size_PopulationF	pop_size_root_PopulationE	root_height_index_PopulationG	ln_likelihood_PopulationG	ln_prior_PopulationG	root_height_PopulationG	mutation_rate_PopulationG	freq_1_PopulationG	pop_size_PopulationG	pop_size_PopulationH	pop_size_root_PopulationG	root_height_index_PopulationI	ln_likelihood_PopulationI	ln_prior_PopulationI	root_height_PopulationI	mutation_rate_PopulationI	freq_1_PopulationI	pop_size_PopulationI	pop_size_PopulationJ	pop_size_root_PopulationI	root_height_index_PopulationK	ln_likelihood_PopulationK	ln_prior_PopulationK	root_height_PopulationK	mutation_rate_PopulationK	freq_1_PopulationK	pop_size_PopulationK	pop_size_PopulationL	pop_size_root_PopulationK
0	-4528.54853322117197	94.5585168182611682	6	4.70077972982587333	0	-772.16765398638006	14.1446760721456748	0.0378979033423620312	1	0.5	0.000357339457112759403	0.000357339457112759403	0.00035305616014064871	1	-755.742376336000575	12.6244849532556493	0.00461961156624906416	1	0.5	0.00100314364737444915	0.00100314364737444915	0.00108147947111661966	2	-735.400596125651873	13.9190726561141602	0.00440273316917284049	1	0.5	0.000469038448738177873	0.000469038448738177873	0.000465432317492986219	3	-757.247705081522213	13.9046480545829354	0.0184083598789162549	1	0.5	0.000374499579579360667	0.000374499579579360667	0.000401815088646768231	4	-750.411362330718248	13.2143666803984399	0.00216028769685090456	1	0.5	0.000812864500748860402	0.000812864500748860402	0.000820094450807820272	5	-757.578839360899565	13.2795097889191851	0.0277318788502054353	1	0.5	0.000772398227597705751	0.000772398227597705751	0.000786617025581487538
100	-4388.46722546990986	92.9208144187641949	5	7.6905941665116675	0	-705.64485865241204	12.0593803955355643	0.00152010250971157347	1	0.5	0.000356809585856592546	0.000380163261586717008	0.000266175455702539782	1	-755.312064717625844	11.9293873588416446	0.00295667979743382018	1	0.5	0.00101125333964335201	0.00100143665004758745	0.00118973845862231599	2	-734.424608065688176	13.9510497075063604	0.00459086200612941926	1	0.5	0.000322267270934072862	0.000421068488219673268	0.000335018941911326899	3	-732.221115292297327	14.1361520301738608	0.0026871407797869804	1	0.5	0.000430740889093489409	0.000291117933198865593	0.000357621781895739801	4	-749.828816624873298	13.3392370531846627	0.00222390858607799703	1	0.5	0.000540260664173669927	0.000979425935301237414	0.000751496386151134007	4	-711.035762117013064	12.2036340532011529	0.00222390858607799703	1	0.5	0.000724463697873181829	0.00092445061017419367	0.000654939703211895397
200	-4379.22366409144161	89.6898426705538583	4	6.60477073018314353	0	-704.636660875426514	13.951848517661734	0.000811495036799681868	1	0.5	0.000247153120912638419	0.000386201785799309923	0.000344444746297444589	1	-750.576613167526034	13.8067852001667184	0.00324894211443283809	1	0.5	0.000420657719610814196	0.000551941877370855133	0.000449596656900670764	2	-734.827842105384093	12.1861268453984763	0.0035360818104508379	1	0.5	0.000236069520276209748	0.000644774321302561248	0.000559172753885761576	3	-732.307416570771124	14.0501038456470972	0.00101915106480888812	1	0.5	0.000547346386911326641	0.00020080897054226848	0.000348358448532788819	0	-747.975787664916879	12.9100419938751827	0.000811495036799681868	1	0.5	0.000185867340231048644	0.000956306155220145522	0.000464042755036878465	3	-708.899343707416733	13.3202686205534668	0.00101915106480888812	1	0.5	0.000631763686864192614	0.000772663258163680576	0.000740779652660596252
300	-4380.82150818768696	87.4202096106143927	3	2.45365710081796662	0	-708.070821792463789	12.5070670343608157	0.000665649697805540492	1	0.5	0.000525419053276027313	0.000811952241482229078	0.000530733397790768779	1	-751.800396259546687	14.1619379881747882	0.00136477778846104099	1	0.5	0.000381564861421052417	0.000147567738038483225	0.000281470406842838038	2	-733.824909049466669	14.0790664561842256	0.00252936445572465342	1	0.5	0.000183227875629290754	0.000486753521042250774	0.000350983852961579918	1	-732.035013625547549	14.1530694191854192	0.00136477778846104099	1	0.5	0.000342429353545844399	0.000347920684755432847	0.000347409938244448463	0	-748.307273017795069	13.4856372086168435	0.000665649697805540492	1	0.5	0.00010044702921917616	0.00118823794601782872	0.000594640890818904982	1	-706.783094442867537	13.7032825779524643	0.00136477778846104099	1	0.5	0.000324192522384080764	0.000641163531553347386	0.000516183697267996841
400	-4369.04819458765724	91.0680930166748226	3	1.77112825840806831	0	-704.488026877982065	14.2547052064909643	0.000866441994011312626	1	0.5	0.000284515909087447569	0.000319275698961770185	0.000298848989961818788	1	-750.334507011130995	14.2833768165646013	0.00170022238814948948	1	0.5	0.000298808143909191437	0.000253179357058047486	0.000261821464787344543	2	-731.535133078804506	14.5627101460482358	0.00341288240466876064	1	0.5	6.76225647627662677e-05	0.000230651003957632329	0.000146175130382784392	1	-730.762287929886497	14.4090618749686197	0.00170022238814948948	1	0.5	0.00022856663210962943	0.000189710231465004415	0.000212644991003850683	0	-748.934631709157088	14.0251439218397458	0.000866441994011312626	1	0.5	0.000586595690577819515	0.000216386391473649692	0.000379227343243773891	0	-702.993607980696424	14.3847826610924798	0.000866441994011312626	1	0.5	0.000219273154521168917	0.000111436730605253754	0.000149878923804450191
500	-4368.00112224842087	87.1188077594677424	2	0.918105515148727735	0	-703.186339173467331	14.2636799822163383	0.000742942078076179544	1	0.5	0.000124825406252804087	0.000254158705420515609	0.000168719459409291705	1	-748.556785050430676	14.2716659912765884	0.0024237930967147942	1	0.5	7.94429863289485721e-05	0.000498402216876134133	0.00027706104522348294	1	-732.251261073808109	14.0955120228614419	0.0024237930967147942	1	0.5	0.000199534126846798518	0.000187154625524493101	0.000166883959735540085	1	-731.732123260114918	13.8345951868360046	0.0024237930967147942	1	0.5	0.000217348238144283312	0.000324138914268994624	0.000229730815509079168	0	-748.349166065204372	14.5089541235443615	0.000742942078076179544	1	0.5	4.18339645111915406e-05	0.000310170186808869934	0.000172304583662059624	1	-703.925447625395577	14.7287461770596213	0.0024237930967147942	1	0.5	9.4205257406132674e-05	2.7739474273946901e-05	6.09860685901025734e-05
600	-4366.64791462274661	86.2851207543556029	2	0.770955831644890344	0	-701.303392103084775	14.8320110410192747	0.000749934126195326602	1	0.5	2.73403444174612707e-06	2.60345589426001424e-05	1.41373855891660029e-05	1	-750.151131384672226	13.9009433800772957	0.00284700617890843105	1	0.5	0.000332161460332294832	0.000603422824355644236	0.000473073411421540081	1	-731.005639256425752	14.6287749083938472	0.00284700617890843105	1	0.5	0.000109719823128151005	9.50792354827243461e-05	0.00010374565077644722	0	-731.646799435027447	13.5926257682028471	0.000749934126195326602	1	0.5	0.000293631497740254321	0.000160471791359716637	0.000265576870800967853	0	-749.783166911371382	13.5548401516763821	0.000749934126195326602	1	0.5	0.000125075196038045597	0.000100911155749152355	0.000135639190201109156	0	-702.757785532165599	14.4819883010092774	0.000749934126195326602	1	0.5	0.000264396687654788222	3.82543797108313505e-05	0.000140173964293151027
700	-4378.09906119772313	87.1706376339219844	3	1.49336683453848496	0	-704.351374916963664	14.1631814560100544	0.000318273798657807579	1	0.5	0.00026910989167355082	0.00022889024044205674	0.000266724866536404077	1	-748.894828218513112	13.9708396675980993	0.00171792600101353804	1	0.5	2.24828347790091685e-05	0.000171181749921567241	7.97820376378484343e-05	2	-737.365622627862081	12.5518154241462589	0.00406064705170707755	1	0.5	0.000424948985146677801	0.000889236794172948387	0.000782581823694947394	1	-732.866132655222259	12.6119244732105287	0.00171792600101353804	1	0.5	0.000892043937693760012	0.000172502823525727452	0.000415179919644246068	0	-750.366331252440204	14.3635295300082682	0.000318273798657807579	1	0.5	0.000293710291213665519	8.4644211385204884e-05	0.000198621969298036103	1	-704.254771526721584	14.4657411944519154	0.00171792600101353804	1	0.5	0.00035160200315209714	4.32004130698413592e-05	0.000192633950357549164
800	-4366.46977281070031	86.1760267556279871	2	1.01048121808874614	0	-702.372107672564084	14.5342205976443424	0.00143545565773022703	1	0.5	2.90287626763906469e-05	7.05533399315566042e-05	4.42460920726012619e-05	0	-749.137550451098491	12.7111978776096315	0.00143545565773022703	1	0.5	1.51268670499287062e-06	0.000176865885305838548	6.48984822852727679e-05	1	-733.171554211406601	14.2514557594031768	0.00337673241176133327	1	0.5	0.00045612130291986918	0.000135129071324647902	0.000281871406166184452	0	-730.34357081635153	14.5982352770191532	0.00143545565773022703	1	0.5	0.00014638547034173316	0.000115156782884870464	0.0001290572106298853	0	-747.770716839389138	12.9398906015996786	0.00143545565773022703	1	0.5	0.000319941628392495122	0.000447044038953979105	0.000300045650651495225	0	-703.674272819890348	14.4759044401177803	0.00143545565773022703	1	0.5	0.00016963968436023365	0.000180408713849672527	0.000178091615846014524
900	-4370.21531500236142	86.7557686703897701	4	2.2742964468514244	0	-705.951859302879257	12.5451539641688079	0.00254762872384037579	1	0.5	7.12988657620106602e-05	0.000395177951273904186	0.000297250831844581703	1	-749.158211441395224	13.280827071540223	0.00295968262573106499	1	0.5	2.06803619107973463e-06	0.000913191183068728842	0.000526469848439418118	2	-732.814021324153373	11.8637816622914087	0.00367150677349075121	1	0.5	0.000339661289750958903	0.0001742002191930722	0.000340679376485976003	3	-730.729224710715016	10.8434160838475542	0.0017122111067100973	1	0.5	0.00054255189759628078	2.47642588216914133e-05	0.000395741364366091733	3	-748.475327716920219	13.7417231509995297	0.0017122111067100973	1	0.5	9.93219139250553111e-05	0.000845787690373471252	0.000503253013663761367	3	-703.086670506297764	14.349126518780416	0.0017122111067100973	1	0.5	6.93117398120473991e-05	9.40017770824482581e-05	8.99515552143069638e-05
