model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.948889	0.948889	0.025992	695.701
0,0,0,0,1,0	0.0311111	0.98	0.007256	4.39321
0,0,0,1,0,0	0.00555556	0.985556	0.007571	0.732307
0,0,0,0,0,1	0.00222222	0.987778	0.007381	0.299517
0,1,0,0,1,0	0.00222222	0.99	0.001852	1.20035
0,1,0,0,0,0	0.00222222	0.992222	0.007279	0.303745
0,0,1,0,1,1	0.00111111	0.993333	0.001195	0.929722
0,0,1,0,0,0	0.00111111	0.994444	0.007357	0.150083
0,0,0,0,1,1	0.00111111	0.995556	0.001842	0.602768
0,1,0,0,1,1	0.00111111	0.996667	0.001182	0.93996
0,1,0,0,2,0	0.00111111	0.997778	0.004757	0.232721
0,1,1,0,0,0	0.00111111	0.998889	0.001847	0.601133
0,1,1,2,1,1	0.00111111	1	0.004715	0.234804
