model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.144444	0.144444	0.026018	6.32018
0,0,0,0,0,1	0.0611111	0.205556	0.007365	8.77249
0,1,1,1,1,1	0.0511111	0.256667	0.007403	7.22213
0,0,1,1,1,1	0.03	0.286667	0.001784	17.3053
0,1,2,3,4,5	0.0244444	0.311111	0.153152	0.138551
0,1,1,1,1,2	0.0244444	0.335556	0.004851	5.14026
0,1,0,0,0,0	0.0188889	0.354444	0.007416	2.57683
0,1,2,2,2,2	0.0177778	0.372222	0.00481	3.7448
0,1,2,2,2,3	0.0166667	0.388889	0.006247	2.69622
0,0,1,0,0,2	0.0144444	0.403333	0.004725	3.08717
0,0,0,1,0,1	0.0144444	0.417778	0.001867	7.83545
0,0,1,1,1,2	0.0144444	0.432222	0.001557	9.39841
0,0,1,2,2,3	0.0133333	0.445556	0.003221	4.18193
0,1,0,0,0,2	0.0122222	0.457778	0.004714	2.61246
0,0,0,1,0,0	0.0122222	0.47	0.007364	1.66789
0,0,0,0,1,1	0.0122222	0.482222	0.001903	6.4897
0,1,2,1,1,3	0.0122222	0.494444	0.006412	1.91736
0,0,0,0,1,2	0.0111111	0.505556	0.004643	2.40874
0,1,1,1,2,3	0.01	0.515556	0.006343	1.58236
0,0,1,0,1,1	0.01	0.525556	0.00129	7.82014
0,1,2,1,1,1	0.01	0.535556	0.004686	2.14547
0,0,1,0,0,0	0.01	0.545556	0.007373	1.3599
0,1,2,3,3,4	0.01	0.555556	0.019092	0.518969
0,0,0,0,1,0	0.01	0.565556	0.007546	1.32849
0,1,2,2,3,4	0.01	0.575556	0.018977	0.522175
0,1,2,3,3,3	0.01	0.585556	0.006424	1.56229
0,0,1,1,2,3	0.00888889	0.594444	0.003217	2.77891
0,0,1,0,0,1	0.00888889	0.603333	0.001792	4.99584
0,0,1,2,1,3	0.00888889	0.612222	0.003159	2.8301
0,0,1,1,2,1	0.00777778	0.62	0.001509	5.18682
