generation 10000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	2675	0	10	0.263158	none	
ConcentrationScaler	442	363	3	0.0789474	2.42243	
TimeSizeRateMixer	1296	1443	6	0.157895	0.274119	
TimeRootSizeMixer	1526	1292	6	0.157895	0.17646	
EventTimeScaler	5861	4765	1	0.0263158	1.27359	
RootPopulationSizeScaler0	1845	1594	1	0.0263158	0.42396	
LeafPopulationSizeScaler0	2237	1174	1	0.0263158	1.78329	
RootPopulationSizeScaler1	1744	1682	1	0.0263158	0.436088	
LeafPopulationSizeScaler1	2088	1328	1	0.0263158	1.47027	
RootPopulationSizeScaler2	1720	1692	1	0.0263158	0.44636	
LeafPopulationSizeScaler2	2282	1159	1	0.0263158	1.9509	
RootPopulationSizeScaler3	1742	1688	1	0.0263158	0.426854	
LeafPopulationSizeScaler3	2293	1161	1	0.0263158	2.06901	
RootPopulationSizeScaler4	1807	1623	1	0.0263158	0.424992	
LeafPopulationSizeScaler4	2270	1158	1	0.0263158	1.87127	
RootPopulationSizeScaler5	1784	1671	1	0.0263158	0.436214	
LeafPopulationSizeScaler5	2262	1193	1	0.0263158	1.68117	
generation 20000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	5266	0	10	0.263158	none	
ConcentrationScaler	804	780	3	0.0789474	2.49757	
TimeSizeRateMixer	2568	2933	6	0.157895	0.276267	
TimeRootSizeMixer	3020	2711	6	0.157895	0.186773	
EventTimeScaler	11249	10081	1	0.0263158	1.33364	
RootPopulationSizeScaler0	3544	3390	1	0.0263158	0.438363	
LeafPopulationSizeScaler0	4180	2702	1	0.0263158	1.94412	
RootPopulationSizeScaler1	3407	3478	1	0.0263158	0.447426	
LeafPopulationSizeScaler1	3928	2974	1	0.0263158	1.57164	
RootPopulationSizeScaler2	3406	3503	1	0.0263158	0.459999	
LeafPopulationSizeScaler2	4267	2693	1	0.0263158	2.1329	
RootPopulationSizeScaler3	3460	3470	1	0.0263158	0.443661	
LeafPopulationSizeScaler3	4357	2591	1	0.0263158	2.30173	
RootPopulationSizeScaler4	3454	3481	1	0.0263158	0.435607	
LeafPopulationSizeScaler4	4231	2673	1	0.0263158	2.05928	
RootPopulationSizeScaler5	3440	3496	1	0.0263158	0.448593	
LeafPopulationSizeScaler5	4267	2714	1	0.0263158	1.83974	
generation 30000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	7923	0	10	0.263158	none	
ConcentrationScaler	1188	1209	3	0.0789474	2.53175	
TimeSizeRateMixer	3867	4470	6	0.157895	0.278925	
TimeRootSizeMixer	4338	4089	6	0.157895	0.190127	
EventTimeScaler	16354	15540	1	0.0263158	1.35958	
RootPopulationSizeScaler0	5197	5150	1	0.0263158	0.446989	
LeafPopulationSizeScaler0	6037	4253	1	0.0263158	2.03369	
RootPopulationSizeScaler1	5037	5265	1	0.0263158	0.452597	
LeafPopulationSizeScaler1	5670	4623	1	0.0263158	1.61984	
RootPopulationSizeScaler2	5005	5324	1	0.0263158	0.463714	
LeafPopulationSizeScaler2	6207	4174	1	0.0263158	2.24572	
RootPopulationSizeScaler3	5106	5222	1	0.0263158	0.451466	
LeafPopulationSizeScaler3	6244	4114	1	0.0263158	2.41916	
RootPopulationSizeScaler4	5033	5329	1	0.0263158	0.440618	
LeafPopulationSizeScaler4	6149	4198	1	0.0263158	2.16232	
RootPopulationSizeScaler5	5094	5261	1	0.0263158	0.454827	
LeafPopulationSizeScaler5	6159	4258	1	0.0263158	1.91506	
generation 40000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	10613	0	10	0.263158	none	
ConcentrationScaler	1574	1674	3	0.0789474	2.54101	
TimeSizeRateMixer	4894	5953	6	0.157895	0.277315	
TimeRootSizeMixer	5491	5417	6	0.157895	0.191213	
EventTimeScaler	21019	20681	1	0.0263158	1.3722	
RootPopulationSizeScaler0	6761	6957	1	0.0263158	0.45075	
LeafPopulationSizeScaler0	7884	5792	1	0.0263158	2.0947	
RootPopulationSizeScaler1	6555	7123	1	0.0263158	0.454614	
LeafPopulationSizeScaler1	7419	6251	1	0.0263158	1.6557	
RootPopulationSizeScaler2	6600	7088	1	0.0263158	0.467627	
LeafPopulationSizeScaler2	8043	5707	1	0.0263158	2.3111	
RootPopulationSizeScaler3	6668	7023	1	0.0263158	0.454253	
LeafPopulationSizeScaler3	8061	5655	1	0.0263158	2.48989	
RootPopulationSizeScaler4	6655	7058	1	0.0263158	0.445379	
LeafPopulationSizeScaler4	8044	5660	1	0.0263158	2.23665	
RootPopulationSizeScaler5	6686	7055	1	0.0263158	0.458274	
LeafPopulationSizeScaler5	8004	5791	1	0.0263158	1.97247	
generation 50000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	13299	0	10	0.263158	none	
ConcentrationScaler	1905	2081	3	0.0789474	2.54267	
TimeSizeRateMixer	6037	7412	6	0.157895	0.277714	
TimeRootSizeMixer	6736	6791	6	0.157895	0.192412	
EventTimeScaler	25920	25884	1	0.0263158	1.38495	
RootPopulationSizeScaler0	8368	8787	1	0.0263158	0.453619	
LeafPopulationSizeScaler0	9727	7389	1	0.0263158	2.14308	
RootPopulationSizeScaler1	8126	8963	1	0.0263158	0.456791	
LeafPopulationSizeScaler1	9087	8028	1	0.0263158	1.67592	
RootPopulationSizeScaler2	8152	8956	1	0.0263158	0.46886	
LeafPopulationSizeScaler2	9870	7341	1	0.0263158	2.35778	
RootPopulationSizeScaler3	8306	8840	1	0.0263158	0.458281	
LeafPopulationSizeScaler3	9920	7269	1	0.0263158	2.54325	
RootPopulationSizeScaler4	8301	8841	1	0.0263158	0.448978	
LeafPopulationSizeScaler4	9870	7278	1	0.0263158	2.28632	
RootPopulationSizeScaler5	8290	8870	1	0.0263158	0.460721	
LeafPopulationSizeScaler5	9812	7419	1	0.0263158	2.01211	
generation 60000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	15934	0	10	0.263158	none	
ConcentrationScaler	2254	2498	3	0.0789474	2.54821	
TimeSizeRateMixer	7291	8940	6	0.157895	0.278189	
TimeRootSizeMixer	8038	8256	6	0.157895	0.193682	
EventTimeScaler	31056	31406	1	0.0263158	1.39495	
