Run	Prob_1_Event	Prob_2_Events	Prob_3_Events	Prob_4_Events	Prob_5_Events	Prob_6_Events	Mean_Divergence_PopA_PopB	Mean_Divergence_PopC_PopD	Mean_Divergence_PopE_PopF	Mean_Divergence_PopG_PopH	Mean_Divergence_PopI_PopJ	Mean_Divergence_PopK_PopL	Gene_Length	Population_Size	Mutation_Rate	Samples_Simulated_Per_Pop	True_Number_Events	True_Divergence_PopA_PopB	True_Divergence_PopC_PopD	True_Divergence_PopE_PopF	True_Divergence_PopG_PopH	True_Divergence_PopI_PopJ	True_Divergence_PopK_PopL
14	0.471528	0.333666	0.148851	0.033966	0.00999	0.001998	0.000333	0.000418	0.000406	0.000585	0.000511	0.00057	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
15	0.444555	0.324675	0.151848	0.063936	0.012987	0.001998	0.000548	0.000529	0.000746	0.000671	0.000524	0.000892	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
16	0.614386	0.286713	0.075924	0.020979	0	0.001998	0.000401	0.000391	0.0004	0.000483	0.000467	0.000476	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
17	0.686314	0.240759	0.057942	0.00999	0.003996	0.000999	0.000343	0.000344	0.000359	0.000349	0.00043	0.00035	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
18	0.302697	0.457542	0.17982	0.047952	0.010989	0.000999	0.000384	0.000345	0.000404	0.000428	0.00131	0.00047	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
19	0.307692	0.448551	0.197802	0.037962	0.006993	0.000999	0.000326	0.000319	0.000537	0.000302	0.000314	0.001034	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
20	0.486513	0.337662	0.134865	0.032967	0.005994	0.001998	0.000524	0.000444	0.000428	0.000434	0.000451	0.00086	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
21	0.402597	0.374625	0.160839	0.052947	0.007992	0.000999	0.000246	0.000379	0.000379	0.000415	0.000404	0.000752	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
22	0.723277	0.21978	0.047952	0.007992	0	0.000999	0.000395	0.000396	0.000403	0.000402	0.000433	0.000412	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
23	0.213786	0.45954	0.241758	0.06993	0.011988	0.002997	0.000282	0.000321	0.000589	0.000343	0.000406	0.001408	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
24	0.681319	0.245754	0.058941	0.012987	0	0.000999	0.000332	0.00033	0.00036	0.000326	0.000334	0.000418	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
25	0.515485	0.356643	0.102897	0.022977	0.000999	0.000999	0.000339	0.000344	0.000341	0.000331	0.000335	0.000749	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
26	0.372627	0.392607	0.167832	0.04995	0.012987	0.003996	0.000586	0.000581	0.000598	0.000704	0.001232	0.000672	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
27	0.511489	0.330669	0.103896	0.038961	0.013986	0.000999	0.000647	0.000676	0.000673	0.000847	0.000803	0.00087	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
28	0.625375	0.278721	0.081918	0.008991	0.003996	0.000999	0.00039	0.000382	0.000402	0.000523	0.000455	0.000388	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
29	0.633367	0.283716	0.070929	0.00999	0.000999	0.000999	0.000413	0.000409	0.00042	0.000557	0.00048	0.000428	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
30	0.201798	0.445554	0.263736	0.073926	0.011988	0.002997	0.00012	0.000264	0.000301	0.000694	0.000825	0.000247	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
