Run	Prob_1_Event	Prob_2_Events	Prob_3_Events	Prob_4_Events	Prob_5_Events	Prob_6_Events	Mean_Divergence_PopA_PopB	Mean_Divergence_PopC_PopD	Mean_Divergence_PopE_PopF	Mean_Divergence_PopG_PopH	Mean_Divergence_PopI_PopJ	Mean_Divergence_PopK_PopL	Gene_Length	Population_Size	Mutation_Rate	Samples_Simulated_Per_Pop	True_Number_Events	True_Divergence_PopA_PopB	True_Divergence_PopC_PopD	True_Divergence_PopE_PopF	True_Divergence_PopG_PopH	True_Divergence_PopI_PopJ	True_Divergence_PopK_PopL
1	0.625375	0.278721	0.060939	0.027972	0.005994	0.000999	0.000525	0.00046	0.000481	0.000474	0.00051	0.000573	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
2	0.666334	0.23976	0.071928	0.016983	0.003996	0.000999	0.000455	0.000495	0.00051	0.00051	0.000457	0.000517	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
3	0.563437	0.303696	0.097902	0.02997	0.003996	0.000999	0.000358	0.000368	0.000363	0.000543	0.000374	0.000483	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
4	0.643357	0.251748	0.082917	0.018981	0.001998	0.000999	0.000566	0.000501	0.000492	0.000542	0.00054	0.000541	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
5	0.095904	0.505495	0.277722	0.096903	0.021978	0.001998	0.000457	0.000369	0.000384	0.00038	0.002141	0.000601	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
6	0.683317	0.244755	0.060939	0.008991	0	0.001998	0.000331	0.000355	0.000339	0.000354	0.000395	0.000349	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
7	0.527473	0.297702	0.136863	0.028971	0.006993	0.001998	0.00051	0.000574	0.000611	0.000603	0.000787	0.000512	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
8	0.282717	0.48951	0.188811	0.02997	0.007992	0.000999	0.000303	0.000312	0.000293	0.000305	0.00031	0.001197	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
9	0.771229	0.188811	0.036963	0.001998	0	0.000999	0.000275	0.000272	0.000283	0.000289	0.000281	0.000272	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
10	0.647353	0.272727	0.062937	0.012987	0.002997	0.000999	0.000254	0.00033	0.000281	0.000303	0.000361	0.000305	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
11	0.355644	0.418581	0.168831	0.048951	0.005994	0.001998	0.000444	0.001218	0.000436	0.000409	0.000496	0.000431	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
12	0.433566	0.35964	0.162837	0.036963	0.004995	0.001998	0.000628	0.000594	0.0007	0.000647	0.000727	0.001135	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
13	0.234765	0.377622	0.228771	0.124875	0.027972	0.005994	0.0005	0.000329	0.00061	0.000923	0.000729	0.001051	1000	10000	1.00E-08	10	6	10000	20000	30000	40000	50000	60000
