generation 10000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	2618	0	10	0.263158	none	
ConcentrationScaler	434	333	3	0.0789474	2.59934	
TimeSizeRateMixer	724	836	6	0.157895	0.188105	
TimeRootSizeMixer	263	1299	6	0.157895	0.0351779	
EventTimeScaler	3902	2133	1	0.0263158	2.38364	
RootPopulationSizeScaler0	1831	1531	1	0.0263158	0.400561	
LeafPopulationSizeScaler0	2241	1153	1	0.0263158	1.59111	
RootPopulationSizeScaler1	1778	1530	1	0.0263158	0.401708	
LeafPopulationSizeScaler1	2163	1171	1	0.0263158	1.77291	
RootPopulationSizeScaler2	1688	1682	1	0.0263158	0.414414	
LeafPopulationSizeScaler2	2157	1226	1	0.0263158	1.81256	
RootPopulationSizeScaler3	1579	1773	1	0.0263158	0.450994	
LeafPopulationSizeScaler3	2086	1287	1	0.0263158	1.70633	
RootPopulationSizeScaler4	1687	1654	1	0.0263158	0.452	
LeafPopulationSizeScaler4	2347	1010	1	0.0263158	1.63824	
RootPopulationSizeScaler5	1792	1559	1	0.0263158	0.4127	
LeafPopulationSizeScaler5	2240	1104	1	0.0263158	1.82482	
generation 20000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	5249	0	10	0.263158	none	
ConcentrationScaler	848	760	3	0.0789474	2.70719	
TimeSizeRateMixer	1479	1671	6	0.157895	0.192785	
TimeRootSizeMixer	543	2607	6	0.157895	0.0291893	
EventTimeScaler	7407	4796	1	0.0263158	2.62221	
RootPopulationSizeScaler0	3520	3234	1	0.0263158	0.417534	
LeafPopulationSizeScaler0	4174	2555	1	0.0263158	1.75829	
RootPopulationSizeScaler1	3416	3242	1	0.0263158	0.418299	
LeafPopulationSizeScaler1	4023	2654	1	0.0263158	1.92139	
RootPopulationSizeScaler2	3295	3414	1	0.0263158	0.428003	
LeafPopulationSizeScaler2	4033	2717	1	0.0263158	1.96607	
RootPopulationSizeScaler3	3101	3593	1	0.0263158	0.454975	
LeafPopulationSizeScaler3	3902	2831	1	0.0263158	1.82912	
RootPopulationSizeScaler4	3216	3466	1	0.0263158	0.457973	
LeafPopulationSizeScaler4	4435	2294	1	0.0263158	1.85439	
RootPopulationSizeScaler5	3468	3262	1	0.0263158	0.427508	
LeafPopulationSizeScaler5	4204	2489	1	0.0263158	2.01773	
generation 30000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	7804	0	10	0.263158	none	
ConcentrationScaler	1256	1169	3	0.0789474	2.76109	
TimeSizeRateMixer	2197	2552	6	0.157895	0.19354	
TimeRootSizeMixer	883	3886	6	0.157895	0.0264571	
EventTimeScaler	10790	7508	1	0.0263158	2.74579	
RootPopulationSizeScaler0	5176	4998	1	0.0263158	0.425081	
LeafPopulationSizeScaler0	6110	4059	1	0.0263158	1.84746	
RootPopulationSizeScaler1	5100	4988	1	0.0263158	0.426187	
LeafPopulationSizeScaler1	5893	4216	1	0.0263158	2.00741	
RootPopulationSizeScaler2	4900	5253	1	0.0263158	0.434357	
LeafPopulationSizeScaler2	5870	4327	1	0.0263158	2.0427	
RootPopulationSizeScaler3	4634	5455	1	0.0263158	0.457801	
LeafPopulationSizeScaler3	5755	4419	1	0.0263158	1.89827	
RootPopulationSizeScaler4	4780	5307	1	0.0263158	0.462026	
LeafPopulationSizeScaler4	6497	3664	1	0.0263158	1.976	
RootPopulationSizeScaler5	5027	5109	1	0.0263158	0.431921	
LeafPopulationSizeScaler5	6177	3953	1	0.0263158	2.12925	
generation 40000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	10430	0	10	0.263158	none	
ConcentrationScaler	1641	1591	3	0.0789474	2.79665	
TimeSizeRateMixer	2916	3401	6	0.157895	0.194361	
TimeRootSizeMixer	1219	5169	6	0.157895	0.0247664	
EventTimeScaler	13998	10398	1	0.0263158	2.81782	
RootPopulationSizeScaler0	6806	6803	1	0.0263158	0.42908	
LeafPopulationSizeScaler0	7969	5603	1	0.0263158	1.9051	
RootPopulationSizeScaler1	6748	6750	1	0.0263158	0.432056	
LeafPopulationSizeScaler1	7664	5847	1	0.0263158	2.05766	
RootPopulationSizeScaler2	6530	7037	1	0.0263158	0.438343	
LeafPopulationSizeScaler2	7673	5914	1	0.0263158	2.09532	
RootPopulationSizeScaler3	6165	7328	1	0.0263158	0.459037	
LeafPopulationSizeScaler3	7497	6101	1	0.0263158	1.93748	
RootPopulationSizeScaler4	6309	7168	1	0.0263158	0.463195	
LeafPopulationSizeScaler4	8447	5106	1	0.0263158	2.05228	
RootPopulationSizeScaler5	6691	6865	1	0.0263158	0.437157	
LeafPopulationSizeScaler5	7981	5566	1	0.0263158	2.19216	
generation 50000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	13020	0	10	0.263158	none	
ConcentrationScaler	2006	1992	3	0.0789474	2.82859	
TimeSizeRateMixer	3713	4283	6	0.157895	0.195059	
TimeRootSizeMixer	1630	6422	6	0.157895	0.0236381	
EventTimeScaler	17288	13361	1	0.0263158	2.87519	
RootPopulationSizeScaler0	8475	8628	1	0.0263158	0.432526	
LeafPopulationSizeScaler0	9872	7259	1	0.0263158	1.94737	
RootPopulationSizeScaler1	8377	8641	1	0.0263158	0.435159	
LeafPopulationSizeScaler1	9506	7520	1	0.0263158	2.09753	
RootPopulationSizeScaler2	8180	8910	1	0.0263158	0.441479	
LeafPopulationSizeScaler2	9520	7573	1	0.0263158	2.14044	
RootPopulationSizeScaler3	7702	9283	1	0.0263158	0.460095	
LeafPopulationSizeScaler3	9358	7787	1	0.0263158	1.97253	
RootPopulationSizeScaler4	7922	9074	1	0.0263158	0.465347	
LeafPopulationSizeScaler4	10404	6642	1	0.0263158	2.11272	
RootPopulationSizeScaler5	8358	8727	1	0.0263158	0.441375	
LeafPopulationSizeScaler5	9901	7182	1	0.0263158	2.24728	
generation 60000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	15588	0	10	0.263158	none	
ConcentrationScaler	2422	2405	3	0.0789474	2.85465	
TimeSizeRateMixer	4445	5202	6	0.157895	0.195257	
TimeRootSizeMixer	2061	7612	6	0.157895	0.022902	
EventTimeScaler	20537	16320	1	0.0263158	2.91871	
RootPopulationSizeScaler0	10140	10391	1	0.0263158	0.435981	
LeafPopulationSizeScaler0	11666	8896	1	0.0263158	1.9777	
RootPopulationSizeScaler1	10017	10425	1	0.0263158	0.438259	
