model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.96	0.96	0.026023	898.261
0,1,0,0,0,0	0.0133333	0.973333	0.007455	1.79916
0,0,0,1,0,0	0.0133333	0.986667	0.007381	1.81734
0,0,1,0,0,0	0.00333333	0.99	0.007268	0.456821
0,0,0,0,1,0	0.00222222	0.992222	0.007433	0.297406
0,1,0,1,0,0	0.00222222	0.994444	0.001889	1.17679
0,1,1,1,1,1	0.00222222	0.996667	0.007294	0.303116
0,0,0,1,1,0	0.00111111	0.997778	0.001873	0.592773
0,0,0,0,0,1	0.00111111	0.998889	0.007338	0.150475
0,1,0,0,1,1	0.00111111	1	0.00126	0.881703
