model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.7	0.7	0.025877	87.8368
0,0,0,0,1,0	0.0311111	0.731111	0.007274	4.38226
0,0,0,0,0,1	0.0277778	0.758889	0.007403	3.83087
0,0,0,1,0,0	0.0177778	0.776667	0.007371	2.43741
0,1,1,1,1,1	0.0166667	0.793333	0.007433	2.26331
0,0,1,0,0,0	0.0155556	0.808889	0.007408	2.11721
0,0,0,0,1,1	0.0155556	0.824444	0.001819	8.67103
0,1,0,0,0,0	0.0133333	0.837778	0.007427	1.806
0,0,0,0,1,2	0.0122222	0.85	0.00463	2.66008
0,0,1,1,0,0	0.01	0.86	0.001858	5.4264
0,1,1,1,1,0	0.01	0.87	0.001842	5.47362
0,0,1,0,1,0	0.00666667	0.876667	0.001793	3.73641
0,0,1,0,1,1	0.00555556	0.882222	0.001252	4.45655
0,1,0,1,0,0	0.00555556	0.887778	0.001842	3.02731
0,1,1,0,0,0	0.00555556	0.893333	0.001812	3.07752
0,1,0,1,1,1	0.00555556	0.898889	0.001886	2.95655
0,0,1,0,0,1	0.00444444	0.903333	0.001835	2.42839
0,1,1,1,0,0	0.00444444	0.907778	0.001253	3.55841
0,0,1,1,1,0	0.00444444	0.912222	0.001247	3.57556
0,1,0,0,1,1	0.00444444	0.916667	0.001205	3.70034
0,1,0,1,0,1	0.00333333	0.92	0.001242	2.68947
0,1,0,0,0,1	0.00333333	0.923333	0.001864	1.79091
0,1,1,1,0,1	0.00333333	0.926667	0.001808	1.84648
0,1,0,0,2,0	0.00333333	0.93	0.004811	0.691829
0,0,0,1,0,1	0.00333333	0.933333	0.001875	1.78038
0,0,1,1,2,1	0.00222222	0.935556	0.001534	1.44964
0,1,2,1,0,1	0.00222222	0.937778	0.001588	1.40027
0,1,1,1,2,1	0.00222222	0.94	0.004713	0.470332
0,1,1,1,2,0	0.00222222	0.942222	0.001553	1.43188
0,0,1,0,2,0	0.00222222	0.944444	0.004696	0.472043
0,0,1,1,0,1	0.00222222	0.946667	0.00119	1.86935
0,0,1,1,1,1	0.00222222	0.948889	0.001828	1.21614
0,0,1,0,1,2	0.00222222	0.951111	0.001629	1.36497
0,1,2,1,1,2	0.00222222	0.953333	0.001592	1.39675
0,0,0,1,1,1	0.00222222	0.955556	0.001254	1.77383
0,1,2,2,0,0	0.00222222	0.957778	0.001587	1.40116
0,1,0,1,1,0	0.00222222	0.96	0.00123	1.80848
0,1,1,0,2,0	0.00222222	0.962222	0.00157	1.41635
0,1,1,0,1,1	0.00222222	0.964444	0.001813	1.22622
0,1,1,0,1,0	0.00222222	0.966667	0.001227	1.81291
0,1,0,2,2,0	0.00111111	0.967778	0.001617	0.686796
0,1,0,2,3,1	0.00111111	0.968889	0.003247	0.341465
0,1,0,2,3,2	0.00111111	0.97	0.003219	0.344444
0,1,0,2,3,3	0.00111111	0.971111	0.003193	0.347258
0,0,0,1,2,2	0.00111111	0.972222	0.001614	0.688074
0,1,1,0,0,1	0.00111111	0.973333	0.001257	0.88381
0,1,1,0,0,2	0.00111111	0.974444	0.001582	0.702015
0,1,0,1,2,3	0.00111111	0.975556	0.003157	0.351231
0,1,0,1,2,2	0.00111111	0.976667	0.000781	1.42315
0,0,0,1,2,3	0.00111111	0.977778	0.006344	0.174226
0,1,1,0,2,1	0.00111111	0.978889	0.001606	0.691507
0,0,0,1,2,0	0.00111111	0.98	0.004797	0.230772
0,0,1,0,2,2	0.00111111	0.981111	0.001567	0.708745
0,0,1,0,0,2	0.00111111	0.982222	0.004652	0.237999
0,1,0,0,1,0	0.00111111	0.983333	0.001819	0.610403
0,0,1,2,2,2	0.00111111	0.984444	0.00159	0.698477
0,0,1,2,1,2	0.00111111	0.985556	0.000807	1.37726
0,1,1,2,0,3	0.00111111	0.986667	0.003161	0.350785
0,1,1,2,1,1	0.00111111	0.987778	0.00478	0.231596
0,1,1,2,2,2	0.00111111	0.988889	0.001611	0.689358
0,1,1,2,3,0	0.00111111	0.99	0.00318	0.348682
0,1,2,0,0,0	0.00111111	0.991111	0.004843	0.228569
0,1,2,0,0,1	0.00111111	0.992222	0.00159	0.698477
0,1,2,0,2,1	0.00111111	0.993333	0.000768	1.44726
0,0,1,1,2,3	0.00111111	0.994444	0.003254	0.340728
0,0,1,0,2,1	0.00111111	0.995556	0.001588	0.699358
0,0,1,1,0,2	0.00111111	0.996667	0.001494	0.743431
0,1,2,2,2,1	0.00111111	0.997778	0.001571	0.706938
0,1,2,3,4,1	0.00111111	0.998889	0.019216	0.0567742
0,1,2,3,4,3	0.00111111	1	0.018923	0.0576705
