generation 10000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	2617	0	10	0.263158	none	
ConcentrationScaler	407	363	3	0.0789474	2.36402	
TimeSizeRateMixer	1046	1140	6	0.157895	0.234951	
TimeRootSizeMixer	1313	1050	6	0.157895	0.188524	
EventTimeScaler	4841	3899	1	0.0263158	1.18404	
RootPopulationSizeScaler0	1807	1630	1	0.0263158	0.425613	
LeafPopulationSizeScaler0	2328	1070	1	0.0263158	1.68108	
RootPopulationSizeScaler1	1678	1740	1	0.0263158	0.445378	
LeafPopulationSizeScaler1	2240	1157	1	0.0263158	1.83096	
RootPopulationSizeScaler2	1691	1728	1	0.0263158	0.467243	
LeafPopulationSizeScaler2	2346	1120	1	0.0263158	1.41697	
RootPopulationSizeScaler3	1708	1724	1	0.0263158	0.447169	
LeafPopulationSizeScaler3	2285	1167	1	0.0263158	1.82238	
RootPopulationSizeScaler4	1762	1674	1	0.0263158	0.433628	
LeafPopulationSizeScaler4	2283	1126	1	0.0263158	1.7327	
RootPopulationSizeScaler5	1733	1690	1	0.0263158	0.452838	
LeafPopulationSizeScaler5	2197	1218	1	0.0263158	1.51145	
generation 20000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	5263	0	10	0.263158	none	
ConcentrationScaler	782	771	3	0.0789474	2.46426	
TimeSizeRateMixer	2019	2293	6	0.157895	0.237372	
TimeRootSizeMixer	2416	2189	6	0.157895	0.195588	
EventTimeScaler	9084	8010	1	0.0263158	1.23957	
RootPopulationSizeScaler0	3487	3454	1	0.0263158	0.438525	
LeafPopulationSizeScaler0	4455	2429	1	0.0263158	1.90095	
RootPopulationSizeScaler1	3303	3606	1	0.0263158	0.453987	
LeafPopulationSizeScaler1	4222	2673	1	0.0263158	1.99117	
RootPopulationSizeScaler2	3283	3644	1	0.0263158	0.472991	
LeafPopulationSizeScaler2	4436	2514	1	0.0263158	1.58824	
RootPopulationSizeScaler3	3383	3546	1	0.0263158	0.45987	
LeafPopulationSizeScaler3	4276	2666	1	0.0263158	1.99908	
RootPopulationSizeScaler4	3440	3490	1	0.0263158	0.445877	
LeafPopulationSizeScaler4	4303	2613	1	0.0263158	1.92178	
RootPopulationSizeScaler5	3353	3556	1	0.0263158	0.460347	
LeafPopulationSizeScaler5	4193	2726	1	0.0263158	1.65756	
generation 30000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	7828	0	10	0.263158	none	
ConcentrationScaler	1211	1163	3	0.0789474	2.52792	
TimeSizeRateMixer	2968	3440	6	0.157895	0.238489	
TimeRootSizeMixer	3460	3288	6	0.157895	0.198761	
EventTimeScaler	12994	12120	1	0.0263158	1.26203	
RootPopulationSizeScaler0	5124	5282	1	0.0263158	0.444957	
LeafPopulationSizeScaler0	6483	3798	1	0.0263158	2.02435	
RootPopulationSizeScaler1	4940	5428	1	0.0263158	0.458248	
LeafPopulationSizeScaler1	6095	4214	1	0.0263158	2.08206	
RootPopulationSizeScaler2	4890	5459	1	0.0263158	0.476469	
LeafPopulationSizeScaler2	6376	3987	1	0.0263158	1.66877	
RootPopulationSizeScaler3	4994	5360	1	0.0263158	0.465653	
LeafPopulationSizeScaler3	6251	4103	1	0.0263158	2.10555	
RootPopulationSizeScaler4	5068	5274	1	0.0263158	0.452613	
LeafPopulationSizeScaler4	6208	4124	1	0.0263158	2.02057	
RootPopulationSizeScaler5	4935	5400	1	0.0263158	0.463385	
LeafPopulationSizeScaler5	6086	4250	1	0.0263158	1.73854	
generation 40000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	10463	0	10	0.263158	none	
ConcentrationScaler	1620	1533	3	0.0789474	2.58051	
TimeSizeRateMixer	3945	4640	6	0.157895	0.239069	
TimeRootSizeMixer	4584	4379	6	0.157895	0.202559	
EventTimeScaler	17146	16453	1	0.0263158	1.2808	
RootPopulationSizeScaler0	6792	7073	1	0.0263158	0.449571	
LeafPopulationSizeScaler0	8520	5273	1	0.0263158	2.10934	
RootPopulationSizeScaler1	6556	7272	1	0.0263158	0.461564	
LeafPopulationSizeScaler1	7949	5834	1	0.0263158	2.13984	
RootPopulationSizeScaler2	6441	7372	1	0.0263158	0.477237	
LeafPopulationSizeScaler2	8252	5558	1	0.0263158	1.72015	
RootPopulationSizeScaler3	6631	7213	1	0.0263158	0.468553	
LeafPopulationSizeScaler3	8101	5735	1	0.0263158	2.16558	
RootPopulationSizeScaler4	6686	7141	1	0.0263158	0.456166	
LeafPopulationSizeScaler4	8104	5678	1	0.0263158	2.08229	
RootPopulationSizeScaler5	6566	7262	1	0.0263158	0.466531	
LeafPopulationSizeScaler5	7977	5829	1	0.0263158	1.79073	
generation 50000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	13159	0	10	0.263158	none	
ConcentrationScaler	2014	1908	3	0.0789474	2.61246	
TimeSizeRateMixer	4841	5786	6	0.157895	0.239584	
TimeRootSizeMixer	5583	5478	6	0.157895	0.20403	
EventTimeScaler	20963	20716	1	0.0263158	1.29172	
RootPopulationSizeScaler0	8407	8829	1	0.0263158	0.452543	
LeafPopulationSizeScaler0	10412	6751	1	0.0263158	2.1654	
RootPopulationSizeScaler1	8093	9103	1	0.0263158	0.463916	
LeafPopulationSizeScaler1	9711	7434	1	0.0263158	2.17926	
RootPopulationSizeScaler2	7895	9289	1	0.0263158	0.477374	
LeafPopulationSizeScaler2	10058	7082	1	0.0263158	1.75798	
RootPopulationSizeScaler3	8187	9029	1	0.0263158	0.470909	
LeafPopulationSizeScaler3	9892	7332	1	0.0263158	2.20929	
RootPopulationSizeScaler4	8265	8922	1	0.0263158	0.458178	
LeafPopulationSizeScaler4	9892	7255	1	0.0263158	2.12593	
RootPopulationSizeScaler5	8126	9089	1	0.0263158	0.468191	
LeafPopulationSizeScaler5	9737	7465	1	0.0263158	1.82191	
generation 60000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	15758	0	10	0.263158	none	
ConcentrationScaler	2369	2352	3	0.0789474	2.62102	
TimeSizeRateMixer	5842	6993	6	0.157895	0.240325	
TimeRootSizeMixer	6684	6588	6	0.157895	0.206597	
EventTimeScaler	25103	25057	1	0.0263158	1.30313	
RootPopulationSizeScaler0	9970	10692	1	0.0263158	0.45387	
LeafPopulationSizeScaler0	12299	8284	1	0.0263158	2.21216	
RootPopulationSizeScaler1	9720	10927	1	0.0263158	0.466278	
LeafPopulationSizeScaler1	11496	9083	1	0.0263158	2.20982	
RootPopulationSizeScaler2	9455	11176	1	0.0263158	0.478351	
LeafPopulationSizeScaler2	11876	8690	1	0.0263158	1.789	
RootPopulationSizeScaler3	9691	10936	1	0.0263158	0.471312	
LeafPopulationSizeScaler3	11705	8944	1	0.0263158	2.24333	
RootPopulationSizeScaler4	9837	10793	1	0.0263158	0.460259	
LeafPopulationSizeScaler4	11737	8855	1	0.0263158	2.15956	
RootPopulationSizeScaler5	9664	11000	1	0.0263158	0.468879	
LeafPopulationSizeScaler5	11555	9067	1	0.0263158	1.85208	
generation 70000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	18344	0	10	0.263158	none	
ConcentrationScaler	2755	2759	3	0.0789474	2.63254	
TimeSizeRateMixer	6947	8253	6	0.157895	0.241291	
TimeRootSizeMixer	7850	7785	6	0.157895	0.208535	
EventTimeScaler	29543	29469	1	0.0263158	1.3156	
RootPopulationSizeScaler0	11627	12495	1	0.0263158	0.456778	
LeafPopulationSizeScaler0	14221	9817	1	0.0263158	2.25043	
RootPopulationSizeScaler1	11306	12802	1	0.0263158	0.467496	
LeafPopulationSizeScaler1	13246	10773	1	0.0263158	2.23561	
RootPopulationSizeScaler2	11009	13114	1	0.0263158	0.478992	
LeafPopulationSizeScaler2	13698	10360	1	0.0263158	1.81312	
RootPopulationSizeScaler3	11243	12863	1	0.0263158	0.471924	
LeafPopulationSizeScaler3	13492	10619	1	0.0263158	2.26902	
RootPopulationSizeScaler4	11411	12680	1	0.0263158	0.461477	
LeafPopulationSizeScaler4	13504	10543	1	0.0263158	2.18581	
RootPopulationSizeScaler5	11275	12831	1	0.0263158	0.471045	
LeafPopulationSizeScaler5	13349	10757	1	0.0263158	1.87302	
generation 80000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	21019	0	10	0.263158	none	
