model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,1,1,1	0.0855556	0.0855556	0.001233	75.7865
0,0,1,1,1,1	0.0833333	0.168889	0.001905	47.6304
0,0,1,2,3,4	0.0622222	0.231111	0.019081	3.41097
0,0,1,2,2,2	0.0555556	0.286667	0.001532	38.3377
0,0,0,1,2,2	0.0411111	0.327778	0.001604	26.6864
0,0,0,1,2,3	0.0388889	0.366667	0.006452	6.23084
0,0,1,2,3,3	0.0366667	0.403333	0.003217	11.7935
0,1,2,3,4,5	0.0355556	0.438889	0.153034	0.204037
0,0,0,1,2,1	0.0344444	0.473333	0.001578	22.5709
0,0,0,1,1,2	0.0333333	0.506667	0.001622	21.2249
0,0,1,2,3,2	0.0277778	0.534444	0.003269	8.71154
0,0,1,2,2,3	0.0277778	0.562222	0.003248	8.76805
0,0,1,2,1,1	0.0233333	0.585556	0.001589	15.0112
0,1,2,3,4,4	0.0211111	0.606667	0.019056	1.11017
0,0,1,2,3,1	0.02	0.626667	0.00325	6.25903
0,0,1,2,1,3	0.02	0.646667	0.003114	6.53327
0,1,2,3,3,3	0.0166667	0.663333	0.006478	2.59947
0,1,0,2,3,4	0.0166667	0.68	0.019125	0.869281
0,0,1,2,1,2	0.0166667	0.696667	0.000803	21.0903
0,1,2,3,4,3	0.0155556	0.712222	0.01912	0.810629
0,1,2,2,2,2	0.0155556	0.727778	0.004779	3.29061
0,0,1,1,2,1	0.0155556	0.743333	0.001564	10.0874
0,1,1,2,3,4	0.0155556	0.758889	0.019084	0.812188
0,0,1,1,1,2	0.0144444	0.773333	0.001576	9.28493
0,0,1,2,2,1	0.0133333	0.786667	0.000804	16.7943
0,1,2,3,3,4	0.0133333	0.8	0.019105	0.693815
0,1,0,2,2,2	0.0133333	0.813333	0.001548	8.71615
0,1,1,2,2,2	0.0122222	0.825556	0.001633	7.56476
0,1,2,3,2,4	0.01	0.835556	0.018979	0.522119
0,1,2,3,2,2	0.01	0.845556	0.006359	1.57836
0,1,1,2,3,2	0.00888889	0.854444	0.003167	2.82293
0,1,1,2,2,3	0.00888889	0.863333	0.003211	2.78412
0,0,1,1,2,2	0.00888889	0.872222	0.000785	11.416
0,1,2,2,3,2	0.00777778	0.88	0.006515	1.19535
0,0,1,1,2,3	0.00777778	0.887778	0.003154	2.4775
0,1,0,0,0,0	0.00777778	0.895556	0.007395	1.05217
0,1,0,2,3,2	0.00777778	0.903333	0.003279	2.38275
0,1,2,2,2,3	0.00666667	0.91	0.006585	1.01249
0,1,0,2,2,3	0.00555556	0.915556	0.00324	1.71867
0,1,1,2,3,3	0.00555556	0.921111	0.003219	1.72992
0,1,0,2,3,3	0.00444444	0.925556	0.003301	1.34794
0,1,2,3,0,4	0.00444444	0.93	0.018758	0.233529
0,1,0,2,0,0	0.00444444	0.934444	0.004776	0.930269
0,0,0,1,0,1	0.00444444	0.938889	0.001869	2.38413
0,1,2,3,0,3	0.00333333	0.942222	0.003242	1.02827
0,1,1,0,0,0	0.00333333	0.945556	0.001807	1.8475
0,0,0,1,0,0	0.00333333	0.948889	0.007441	0.446122
0,1,2,2,3,4	0.00333333	0.952222	0.018786	0.174686
0,1,1,2,0,0	0.00333333	0.955556	0.001502	2.22334
0,1,2,2,3,3	0.00222222	0.957778	0.003213	0.690948
0,1,0,0,0,2	0.00222222	0.96	0.004643	0.477457
0,1,0,2,2,0	0.00222222	0.962222	0.001573	1.41365
0,1,2,3,4,2	0.00222222	0.964444	0.019094	0.114415
0,1,0,2,0,3	0.00222222	0.966667	0.006388	0.346422
0,1,0,2,0,2	0.00222222	0.968889	0.001639	1.35663
0,1,0,0,2,0	0.00222222	0.971111	0.004768	0.464881
0,1,1,2,3,0	0.00111111	0.972222	0.003213	0.34509
0,1,1,2,2,1	0.00111111	0.973333	0.001558	0.712846
0,1,2,0,0,0	0.00111111	0.974444	0.004758	0.232672
0,1,2,0,0,3	0.00111111	0.975556	0.006438	0.171666
0,1,2,0,3,3	0.00111111	0.976667	0.003131	0.354157
0,1,2,2,0,2	0.00111111	0.977778	0.001516	0.732626
0,1,1,2,2,0	0.00111111	0.978889	0.000757	1.4683
0,1,1,2,1,1	0.00111111	0.98	0.004669	0.237129
0,1,1,1,2,3	0.00111111	0.981111	0.006418	0.172204
0,1,1,0,0,2	0.00111111	0.982222	0.001605	0.691939
0,0,0,0,0,0	0.00111111	0.983333	0.02595	0.0417527
0,1,2,3,0,0	0.00111111	0.984444	0.006497	0.170097
0,1,0,2,1,3	0.00111111	0.985556	0.003201	0.346388
0,1,0,0,2,2	0.00111111	0.986667	0.001523	0.729253
0,1,0,0,0,1	0.00111111	0.987778	0.001819	0.610403
0,0,1,2,2,0	0.00111111	0.988889	0.001577	0.704244
0,1,2,3,3,0	0.00111111	0.99	0.003198	0.346713
0,1,2,3,3,2	0.00111111	0.991111	0.003198	0.346713
0,0,1,1,0,0	0.00111111	0.992222	0.001871	0.593408
0,0,1,0,0,2	0.00111111	0.993333	0.004772	0.231986
0,1,2,3,4,0	0.00111111	0.994444	0.018971	0.0575217
0,1,2,3,4,1	0.00111111	0.995556	0.018825	0.0579765
0,0,1,0,0,0	0.00111111	0.996667	0.007435	0.148497
0,0,0,1,2,0	0.00111111	0.997778	0.004744	0.233362
0,0,0,1,0,2	0.00111111	0.998889	0.00468	0.236569
0,1,0,2,3,1	0.00111111	1	0.003133	0.35393
