model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.561111	0.561111	0.025991	47.9109
0,0,0,0,0,1	0.105556	0.666667	0.007443	15.7375
0,0,1,0,0,0	0.0277778	0.694444	0.007382	3.84185
0,0,0,0,1,0	0.0188889	0.713333	0.007269	2.62933
0,0,0,1,0,0	0.0166667	0.73	0.00743	2.26423
0,1,1,1,1,1	0.0155556	0.745556	0.007359	2.13141
0,0,1,0,0,2	0.0144444	0.76	0.00475	3.07085
0,1,0,0,0,0	0.0133333	0.773333	0.007346	1.82606
0,1,1,1,1,0	0.0111111	0.784444	0.001835	6.1119
0,0,0,0,1,1	0.0111111	0.795556	0.001889	5.93686
0,0,1,0,0,1	0.01	0.805556	0.001777	5.6742
0,0,0,1,0,2	0.01	0.815556	0.004742	2.12001
0,1,0,0,0,2	0.01	0.825556	0.004748	2.11732
0,0,0,1,0,1	0.00888889	0.834444	0.00177	5.05804
0,1,0,0,0,1	0.00888889	0.843333	0.001875	4.77429
0,0,1,1,0,0	0.00666667	0.85	0.001885	3.55372
0,1,1,0,1,0	0.00555556	0.855556	0.001274	4.37949
0,1,0,0,1,0	0.00555556	0.861111	0.001894	2.94404
0,1,0,1,0,0	0.00555556	0.866667	0.001876	2.97234
0,0,1,1,1,1	0.00555556	0.872222	0.001786	3.1224
0,0,1,0,1,1	0.00444444	0.876667	0.001239	3.59867
0,1,0,0,1,1	0.00444444	0.881111	0.001194	3.73447
0,1,0,1,1,1	0.00444444	0.885556	0.001797	2.47983
0,0,1,1,0,1	0.00333333	0.888889	0.001208	2.76527
0,1,1,1,2,3	0.00333333	0.892222	0.006336	0.524509
0,1,2,0,0,1	0.00333333	0.895556	0.001571	2.12554
0,1,0,0,2,0	0.00333333	0.898889	0.004698	0.70855
0,1,1,1,0,1	0.00333333	0.902222	0.001913	1.74495
0,0,0,0,1,2	0.00333333	0.905556	0.004763	0.698835
0,1,2,1,1,3	0.00333333	0.908889	0.006312	0.526516
0,1,1,0,0,2	0.00222222	0.911111	0.001494	1.48852
0,1,1,0,0,0	0.00222222	0.913333	0.001887	1.17804
0,1,0,2,0,3	0.00222222	0.915556	0.006361	0.347902
0,1,1,0,1,2	0.00222222	0.917778	0.001589	1.39939
0,1,2,0,0,0	0.00222222	0.92	0.004817	0.460129
0,0,1,0,2,1	0.00222222	0.922222	0.001582	1.40559
0,0,1,0,2,0	0.00222222	0.924444	0.004714	0.470232
0,1,2,1,1,0	0.00222222	0.926667	0.001562	1.42362
0,1,0,0,1,2	0.00222222	0.928889	0.001603	1.38715
0,0,1,0,1,0	0.00222222	0.931111	0.001824	1.21881
0,1,0,2,0,2	0.00222222	0.933333	0.001597	1.39237
0,0,0,1,1,1	0.00222222	0.935556	0.001258	1.76818
0,1,0,1,0,1	0.00222222	0.937778	0.001253	1.77524
0,1,0,1,1,0	0.00222222	0.94	0.001253	1.77524
0,1,2,2,3,4	0.00222222	0.942222	0.018849	0.115931
0,1,0,1,1,2	0.00222222	0.944444	0.001599	1.39063
0,1,0,2,0,0	0.00222222	0.946667	0.004766	0.465077
0,1,0,1,2,2	0.00111111	0.947778	0.00082	1.35541
0,1,0,1,2,3	0.00111111	0.948889	0.003127	0.354611
0,1,0,1,2,0	0.00111111	0.95	0.001616	0.687221
0,1,0,0,2,3	0.00111111	0.951111	0.006446	0.171452
0,0,1,2,3,4	0.00111111	0.952222	0.018969	0.0575279
0,1,0,2,1,0	0.00111111	0.953333	0.001551	0.716068
0,1,0,2,1,3	0.00111111	0.954444	0.003195	0.34704
0,1,0,2,2,1	0.00111111	0.955556	0.000808	1.37555
0,0,1,2,3,3	0.00111111	0.956667	0.003158	0.351119
0,1,1,0,0,1	0.00111111	0.957778	0.001202	0.924301
0,0,1,2,3,2	0.00111111	0.958889	0.003202	0.346279
0,0,1,2,3,0	0.00111111	0.96	0.006513	0.169676
0,1,1,0,1,1	0.00111111	0.961111	0.001843	0.60244
0,0,1,2,2,2	0.00111111	0.962222	0.001567	0.708745
0,1,1,1,0,0	0.00111111	0.963333	0.001269	0.875442
0,0,1,2,2,1	0.00111111	0.964444	0.000817	1.36039
0,1,1,1,0,2	0.00111111	0.965556	0.001514	0.733595
0,0,1,2,1,2	0.00111111	0.966667	0.000823	1.35046
0,0,1,2,1,1	0.00111111	0.967778	0.001572	0.706488
0,1,1,1,1,2	0.00111111	0.968889	0.004822	0.229569
0,1,1,1,2,0	0.00111111	0.97	0.00148	0.750473
0,0,1,2,0,3	0.00111111	0.971111	0.006416	0.172258
0,1,1,2,0,1	0.00111111	0.972222	0.001531	0.725437
0,1,1,2,0,2	0.00111111	0.973333	0.000731	1.52057
0,1,1,2,0,3	0.00111111	0.974444	0.003178	0.348902
0,1,1,2,1,1	0.00111111	0.975556	0.004857	0.227907
0,1,1,2,1,2	0.00111111	0.976667	0.001603	0.692803
0,1,1,2,2,1	0.00111111	0.977778	0.001559	0.712388
0,0,1,1,1,2	0.00111111	0.978889	0.001635	0.679222
0,0,1,1,0,2	0.00111111	0.98	0.001557	0.713305
0,1,2,0,0,2	0.00111111	0.981111	0.00157	0.707389
0,1,2,0,0,3	0.00111111	0.982222	0.006422	0.172096
0,1,2,0,1,0	0.00111111	0.983333	0.001524	0.728774
0,1,2,0,1,1	0.00111111	0.984444	0.001581	0.702459
0,1,2,0,1,3	0.00111111	0.985556	0.003238	0.342417
0,1,2,1,0,3	0.00111111	0.986667	0.003226	0.343695
0,0,1,0,1,2	0.00111111	0.987778	0.001535	0.723544
0,1,2,1,1,1	0.00111111	0.988889	0.004841	0.228664
0,1,2,1,1,2	0.00111111	0.99	0.001486	0.747439
0,0,0,1,2,3	0.00111111	0.991111	0.006416	0.172258
0,1,2,2,0,0	0.00111111	0.992222	0.001605	0.691939
0,1,2,2,0,2	0.00111111	0.993333	0.001592	0.697598
0,1,2,2,2,2	0.00111111	0.994444	0.004804	0.230434
0,1,2,2,2,3	0.00111111	0.995556	0.00644	0.171612
0,1,2,2,3,1	0.00111111	0.996667	0.003216	0.344767
0,0,0,1,1,0	0.00111111	0.997778	0.00181	0.613444
0,1,2,3,3,0	0.00111111	0.998889	0.003263	0.339785
0,1,2,3,3,4	0.00111111	1	0.019056	0.0572602
