model	post_prob	cumulative_post_prob	prior_prob	bf
0,1,2,3,4,5	0.232222	0.232222	0.153616	1.66648
0,1,2,2,2,3	0.112222	0.344444	0.00641	19.594
0,1,2,3,3,4	0.0944444	0.438889	0.018946	5.40053
0,1,2,2,2,2	0.0866667	0.525556	0.004633	20.3865
0,1,2,2,3,4	0.0788889	0.604444	0.018821	4.46488
0,1,2,3,2,4	0.0788889	0.683333	0.018954	4.43294
0,1,2,3,4,2	0.0511111	0.734444	0.019146	2.75947
0,1,2,3,4,4	0.0444444	0.778889	0.018963	2.40625
0,1,2,2,3,2	0.0355556	0.814444	0.006461	5.66912
0,1,2,3,2,2	0.0322222	0.846667	0.006599	5.01218
0,1,2,3,4,3	0.0288889	0.875556	0.018975	1.53801
0,1,2,3,3,3	0.0244444	0.9	0.006473	3.84594
0,1,2,3,3,2	0.0222222	0.922222	0.00312	7.26166
0,1,2,3,2,3	0.0122222	0.934444	0.003268	3.77387
0,1,2,2,3,3	0.0111111	0.945556	0.003159	3.54557
0,1,2,1,3,4	0.00777778	0.953333	0.019062	0.403385
0,1,2,1,2,3	0.00444444	0.957778	0.003258	1.36579
0,0,1,1,1,2	0.00444444	0.962222	0.001557	2.86277
0,1,1,1,1,2	0.00333333	0.965556	0.004669	0.712972
0,1,2,3,1,3	0.00333333	0.968889	0.00324	1.0289
0,1,2,1,1,3	0.00333333	0.972222	0.006421	0.517522
0,0,1,2,3,1	0.00333333	0.975556	0.003201	1.04148
0,0,1,2,2,3	0.00333333	0.978889	0.003224	1.03403
0,0,1,2,3,4	0.00222222	0.981111	0.01907	0.114562
0,1,1,2,3,4	0.00222222	0.983333	0.019038	0.114758
0,1,2,1,3,3	0.00222222	0.985556	0.003204	0.692895
0,0,1,2,3,2	0.00222222	0.987778	0.003172	0.699908
0,1,2,3,1,4	0.00111111	0.988889	0.019384	0.0562725
0,1,2,3,1,2	0.00111111	0.99	0.003214	0.344982
0,0,1,2,1,3	0.00111111	0.991111	0.003207	0.345737
0,0,1,1,2,2	0.00111111	0.992222	0.000785	1.41589
0,0,1,1,2,3	0.00111111	0.993333	0.003198	0.346713
0,1,2,2,1,3	0.00111111	0.994444	0.003104	0.357247
0,1,2,3,4,1	0.00111111	0.995556	0.019128	0.0570405
0,1,1,2,1,2	0.00111111	0.996667	0.001542	0.720254
0,1,1,1,2,3	0.00111111	0.997778	0.006542	0.168919
0,0,1,2,3,3	0.00111111	0.998889	0.003287	0.337296
0,0,1,1,1,1	0.00111111	1	0.001801	0.616515
