Run	Gene_Length	Population_Size	Mutation_Rate	Prob_1_Event	Prob_2_Events	Prob_3_Events	Prob_4_Events	Prob_5_Events	Prob_6_Events	Mean_Divergence_PopA_PopB	Mean_Divergence_PopC_PopD	Mean_Divergence_PopE_PopF	Mean_Divergence_PopG_PopH	Mean_Divergence_PopI_PopJ	Mean_Divergence_PopK_PopL	Gene_Length	Population_Size	Mutation_Rate	Samples_Simulated_Per_Pop	True_Number_Events	True_Divergence_PopA_PopB	True_Divergence_PopC_PopD	True_Divergence_PopE_PopF	True_Divergence_PopG_PopH	True_Divergence_PopI_PopJ	True_Divergence_PopK_PopL
1	X	Y	Z	0.948052	0.046953	0.003996	0	0	0.000999	0.00002	0.000009	0.000009	0.000016	0.00001	0.000009	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
2	X	Y	Z	0.983017	0.015984	0	0	0	0.000999	0.000009	0.000009	0.000009	0.000009	0.000009	0.000009	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
3	X	Y	Z	0.944056	0.051948	0.002997	0	0	0.000999	0.000021	0.000021	0.00002	0.000021	0.000028	0.000022	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
4	X	Y	Z	0.948052	0.047952	0.001998	0.000999	0	0.000999	0.000022	0.000021	0.000027	0.000023	0.000027	0.000031	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
5	X	Y	Z	0.977023	0.021978	0	0	0	0.000999	0.000008	0.000008	0.000008	0.000015	0.000008	0.000008	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
6	X	Y	Z	0.972028	0.025974	0.000999	0	0	0.000999	0.00001	0.000009	0.000009	0.000009	0.00001	0.00001	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
7	X	Y	Z	0.876124	0.116883	0.005994	0	0	0.000999	0.000042	0.000042	0.000035	0.000029	0.000028	0.000028	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
8	X	Y	Z	0.977023	0.020979	0.000999	0	0	0.000999	0.000007	0.000011	0.000007	0.000007	0.000008	0.000007	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
9	X	Y	Z	0.829171	0.163836	0.005994	0	0	0.000999	0.000013	0.000097	0.000013	0.000014	0.000013	0.000014	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
10	X	Y	Z	0.958042	0.038961	0.001998	0	0	0.000999	0.000028	0.000023	0.000023	0.000023	0.000023	0.000024	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
11	X	Y	Z	0.966034	0.02997	0.002997	0	0	0.000999	0.000012	0.000012	0.000013	0.000012	0.000012	0.000013	1000	10000	1e-8	10	3	10000	10000	30000	30000	50000	50000
