generation 10000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	2616	0	10	0.263158	none	
ConcentrationScaler	413	359	3	0.0789474	2.53131	
TimeSizeRateMixer	1006	1130	6	0.157895	0.239756	
TimeRootSizeMixer	1127	1024	6	0.157895	0.222774	
EventTimeScaler	4403	3741	1	0.0263158	1.11662	
RootPopulationSizeScaler0	1710	1709	1	0.0263158	0.430823	
LeafPopulationSizeScaler0	2230	1142	1	0.0263158	2.21188	
RootPopulationSizeScaler1	1768	1638	1	0.0263158	0.421936	
LeafPopulationSizeScaler1	2272	1151	1	0.0263158	1.80349	
RootPopulationSizeScaler2	1688	1687	1	0.0263158	0.44685	
LeafPopulationSizeScaler2	2086	1308	1	0.0263158	1.49082	
RootPopulationSizeScaler3	1803	1621	1	0.0263158	0.420471	
LeafPopulationSizeScaler3	2072	1334	1	0.0263158	1.58119	
RootPopulationSizeScaler4	1795	1577	1	0.0263158	0.405817	
LeafPopulationSizeScaler4	2533	863	1	0.0263158	1.28664	
RootPopulationSizeScaler5	1856	1528	1	0.0263158	0.388954	
LeafPopulationSizeScaler5	2168	1229	1	0.0263158	1.81613	
generation 20000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	5206	0	10	0.263158	none	
ConcentrationScaler	787	780	3	0.0789474	2.60155	
TimeSizeRateMixer	1888	2301	6	0.157895	0.238534	
TimeRootSizeMixer	2093	2046	6	0.157895	0.229679	
EventTimeScaler	8074	7716	1	0.0263158	1.14651	
RootPopulationSizeScaler0	3354	3506	1	0.0263158	0.44393	
LeafPopulationSizeScaler0	4268	2568	1	0.0263158	2.44968	
RootPopulationSizeScaler1	3470	3400	1	0.0263158	0.437215	
LeafPopulationSizeScaler1	4318	2587	1	0.0263158	1.99499	
RootPopulationSizeScaler2	3301	3516	1	0.0263158	0.453981	
LeafPopulationSizeScaler2	3981	2863	1	0.0263158	1.60201	
RootPopulationSizeScaler3	3470	3400	1	0.0263158	0.434298	
LeafPopulationSizeScaler3	3916	2950	1	0.0263158	1.68926	
RootPopulationSizeScaler4	3482	3350	1	0.0263158	0.420382	
LeafPopulationSizeScaler4	4829	2043	1	0.0263158	1.51056	
RootPopulationSizeScaler5	3629	3212	1	0.0263158	0.412946	
LeafPopulationSizeScaler5	4095	2757	1	0.0263158	1.98447	
generation 30000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	7805	0	10	0.263158	none	
ConcentrationScaler	1204	1198	3	0.0789474	2.66074	
TimeSizeRateMixer	2681	3390	6	0.157895	0.236773	
TimeRootSizeMixer	2941	3084	6	0.157895	0.230967	
EventTimeScaler	11579	11515	1	0.0263158	1.1637	
RootPopulationSizeScaler0	4877	5317	1	0.0263158	0.448422	
LeafPopulationSizeScaler0	6095	4072	1	0.0263158	2.5536	
RootPopulationSizeScaler1	5113	5097	1	0.0263158	0.444708	
LeafPopulationSizeScaler1	6207	4033	1	0.0263158	2.09526	
RootPopulationSizeScaler2	4891	5270	1	0.0263158	0.460519	
LeafPopulationSizeScaler2	5674	4499	1	0.0263158	1.65216	
RootPopulationSizeScaler3	5040	5191	1	0.0263158	0.439403	
LeafPopulationSizeScaler3	5600	4616	1	0.0263158	1.73452	
RootPopulationSizeScaler4	5072	5090	1	0.0263158	0.427725	
LeafPopulationSizeScaler4	6963	3246	1	0.0263158	1.62753	
RootPopulationSizeScaler5	5304	4882	1	0.0263158	0.423256	
LeafPopulationSizeScaler5	5944	4239	1	0.0263158	2.06966	
generation 40000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	10420	0	10	0.263158	none	
ConcentrationScaler	1584	1613	3	0.0789474	2.68912	
TimeSizeRateMixer	3554	4516	6	0.157895	0.236854	
TimeRootSizeMixer	3880	4083	6	0.157895	0.233743	
EventTimeScaler	15145	15464	1	0.0263158	1.17532	
RootPopulationSizeScaler0	6498	7090	1	0.0263158	0.452462	
LeafPopulationSizeScaler0	7936	5649	1	0.0263158	2.62774	
RootPopulationSizeScaler1	6698	6924	1	0.0263158	0.448362	
LeafPopulationSizeScaler1	8047	5589	1	0.0263158	2.16012	
