model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.977778	0.977778	0.02585	1658.13
0,0,0,0,0,1	0.00555556	0.983333	0.007334	0.756152
0,0,0,0,1,0	0.00222222	0.985556	0.007349	0.300831
0,1,0,1,0,1	0.00222222	0.987778	0.001229	1.80995
0,0,0,1,0,0	0.00222222	0.99	0.007468	0.296001
0,1,1,1,1,1	0.00222222	0.992222	0.007365	0.300172
0,0,0,1,1,0	0.00111111	0.993333	0.001832	0.606064
0,0,1,0,1,1	0.00111111	0.994444	0.001221	0.909901
0,0,1,1,1,1	0.00111111	0.995556	0.001812	0.612766
0,1,0,0,0,1	0.00111111	0.996667	0.001777	0.624857
0,0,0,0,1,1	0.00111111	0.997778	0.001875	0.592139
0,1,1,1,1,0	0.00111111	0.998889	0.001774	0.625915
0,0,1,0,0,0	0.00111111	1	0.007356	0.150104
