model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.954444	0.954444	0.02617	779.63
0,1,1,1,1,1	0.0177778	0.972222	0.007349	2.44476
0,0,1,0,0,0	0.0144444	0.986667	0.007431	1.95764
0,0,0,0,0,1	0.00222222	0.988889	0.007385	0.299353
0,1,0,1,1,1	0.00222222	0.991111	0.001833	1.21281
0,0,0,1,1,0	0.00111111	0.992222	0.001902	0.583718
0,0,1,2,0,2	0.00111111	0.993333	0.001615	0.687647
0,1,0,0,0,0	0.00111111	0.994444	0.007391	0.149388
0,1,0,0,1,0	0.00111111	0.995556	0.001817	0.611076
0,0,0,1,0,1	0.00111111	0.996667	0.001893	0.586498
0,0,0,0,1,0	0.00111111	0.997778	0.007351	0.150207
0,1,1,1,1,2	0.00111111	0.998889	0.004737	0.233709
0,1,2,0,0,0	0.00111111	1	0.004653	0.237948
