model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.936667	0.936667	0.025858	557.16
0,0,0,1,0,0	0.0255556	0.962222	0.007465	3.48694
0,0,0,0,0,1	0.0122222	0.974444	0.007317	1.67868
0,1,0,0,0,0	0.00888889	0.983333	0.007395	1.20383
0,1,0,1,0,0	0.00333333	0.986667	0.001882	1.77374
0,1,1,1,1,1	0.00333333	0.99	0.007446	0.44582
0,0,1,0,0,0	0.00222222	0.992222	0.007333	0.301492
0,0,1,0,1,1	0.00111111	0.993333	0.001226	0.906185
0,0,1,1,1,1	0.00111111	0.994444	0.001886	0.588679
0,1,0,0,0,2	0.00111111	0.995556	0.004753	0.232918
0,1,0,0,1,0	0.00111111	0.996667	0.001824	0.608727
0,1,0,1,0,1	0.00111111	0.997778	0.001196	0.928944
0,1,0,1,1,1	0.00111111	0.998889	0.001814	0.612089
0,1,1,0,0,0	0.00111111	1	0.001826	0.608059
