Run	Prob_1_Event	Prob_2_Events	Prob_3_Events	Prob_4_Events	Prob_5_Events	Prob_6_Events	Mean_Divergence_PopA_PopB	Mean_Divergence_PopC_PopD	Mean_Divergence_PopE_PopF	Mean_Divergence_PopG_PopH	Mean_Divergence_PopI_PopJ	Mean_Divergence_PopK_PopL	Gene_Length	Population_Size	Mutation_Rate	Samples_Simulated_Per_Pop	True_Number_Events	True_Divergence_PopA_PopB	True_Divergence_PopC_PopD	True_Divergence_PopE_PopF	True_Divergence_PopG_PopH	True_Divergence_PopI_PopJ	True_Divergence_PopK_PopL
1	0.251748	0.307692	0.248751	0.122877	0.058941	0.00999	0.002468	0.002293	0.001832	0.001535	0.00174	0.00172	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
2	0.160839	0.271728	0.258741	0.194805	0.088911	0.024975	0.002493	0.002743	0.002857	0.002119	0.001311	0.002107	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
3	0.412587	0.30969	0.18981	0.06993	0.014985	0.002997	0.00172	0.001611	0.001645	0.002072	0.001735	0.001661	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
4	0.351648	0.283716	0.210789	0.118881	0.032967	0.001998	0.002597	0.002163	0.002099	0.001977	0.002173	0.00257	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
5	0.254745	0.281718	0.242757	0.157842	0.050949	0.011988	0.003148	0.001986	0.001982	0.001825	0.001817	0.002139	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
6	0.025974	0.240759	0.335664	0.250749	0.118881	0.027972	0.00144	0.002689	0.001103	0.001196	0.004511	0.001259	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
7	0.394605	0.305694	0.195804	0.080919	0.020979	0.001998	0.001812	0.002057	0.001737	0.001992	0.002067	0.002046	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
8	0.452547	0.306693	0.164835	0.056943	0.016983	0.001998	0.002152	0.002058	0.002057	0.002287	0.002074	0.002051	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
9	0.265734	0.322677	0.234765	0.120879	0.042957	0.012987	0.001682	0.000945	0.001217	0.001338	0.001203	0.001716	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
10	0.154845	0.305694	0.285714	0.182817	0.055944	0.014985	0.001242	0.002319	0.002315	0.001222	0.001231	0.001745	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
11	0.191808	0.31968	0.22977	0.184815	0.063936	0.00999	0.002655	0.002386	0.002027	0.002022	0.00245	0.003477	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
12	0.41958	0.304695	0.177822	0.071928	0.022977	0.002997	0.0012	0.001379	0.001628	0.001454	0.001301	0.001224	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
13	0.196803	0.303696	0.27972	0.145854	0.060939	0.012987	0.002008	0.001402	0.001567	0.001364	0.00184	0.00258	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
14	0.291708	0.325674	0.20979	0.117882	0.045954	0.008991	0.001522	0.001538	0.001924	0.001748	0.001722	0.001127	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
15	0.380619	0.328671	0.185814	0.078921	0.021978	0.003996	0.001438	0.001441	0.001445	0.00189	0.001343	0.00158	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
16	0.453546	0.330669	0.144855	0.050949	0.017982	0.001998	0.001679	0.001741	0.001944	0.001692	0.001795	0.001809	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
17	0.392607	0.304695	0.174825	0.0999	0.024975	0.002997	0.001895	0.001527	0.001736	0.001901	0.001794	0.001661	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
18	0.146853	0.26973	0.28971	0.198801	0.081918	0.012987	0.001287	0.001542	0.002726	0.000977	0.002106	0.001883	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
19	0.090909	0.22977	0.304695	0.236763	0.11988	0.017982	0.001596	0.002201	0.001857	0.003234	0.00158	0.000939	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
20	0.074925	0.200799	0.283716	0.247752	0.14985	0.042957	0.000979	0.0022	0.003572	0.002472	0.002107	0.0026	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
21	0.113886	0.277722	0.280719	0.196803	0.105894	0.024975	0.001842	0.002815	0.000981	0.002052	0.001285	0.001877	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
22	0.280719	0.331668	0.208791	0.124875	0.045954	0.007992	0.002214	0.002489	0.001668	0.001841	0.002358	0.002234	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
23	0.527473	0.280719	0.12987	0.048951	0.011988	0.000999	0.001149	0.001144	0.001245	0.001158	0.001311	0.001259	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
24	0.258741	0.31968	0.227772	0.13986	0.043956	0.00999	0.002178	0.00175	0.001957	0.001581	0.002678	0.001866	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
25	0.374625	0.327672	0.173826	0.096903	0.021978	0.004995	0.001385	0.001501	0.002	0.001511	0.001648	0.001593	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
26	0.54046	0.274725	0.11988	0.054945	0.006993	0.002997	0.001423	0.001403	0.001345	0.001269	0.001332	0.001255	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
27	0.14985	0.33966	0.277722	0.158841	0.064935	0.008991	0.001152	0.001186	0.001435	0.002801	0.001184	0.001746	1000	10000	1.00E-08	10	1	160000	160000	160000	160000	160000	160000
