Run	Prob_1_Event	Prob_2_Events	Prob_3_Events	Prob_4_Events	Prob_5_Events	Prob_6_Events	Mean_Divergence_PopA_PopB	Mean_Divergence_PopC_PopD	Mean_Divergence_PopE_PopF	Mean_Divergence_PopG_PopH	Mean_Divergence_PopI_PopJ	Mean_Divergence_PopK_PopL	Gene_Length	Population_Size	Mutation_Rate	Samples_Simulated_Per_Pop	True_Number_Events	True_Divergence_PopA_PopB	True_Divergence_PopC_PopD	True_Divergence_PopE_PopF	True_Divergence_PopG_PopH	True_Divergence_PopI_PopJ	True_Divergence_PopK_PopL
1	0.000999	0.161838	0.28971	0.317682	0.190809	0.038961	0.000194	0.000767	0.001521	0.001385	0.001915	0.00281	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
2	0.423576	0.314685	0.177822	0.067932	0.012987	0.002997	0.000726	0.00071	0.001182	0.000808	0.000978	0.000803	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
3	0	0.165834	0.338661	0.316683	0.151848	0.026973	0.000351	0.000216	0.002668	0.001486	0.001183	0.002712	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
4	0	0.123876	0.34965	0.316683	0.168831	0.040959	0.000503	0.000081	0.001435	0.001278	0.001571	0.002968	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
5	0.004995	0.226773	0.394605	0.254745	0.097902	0.020979	0.000458	0.000455	0.000527	0.00085	0.003145	0.003619	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
6	0.204795	0.362637	0.242757	0.128871	0.048951	0.011988	0.000792	0.000769	0.00122	0.001133	0.000998	0.001687	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
7	0.232767	0.394605	0.251748	0.095904	0.021978	0.002997	0.000254	0.000418	0.000953	0.000597	0.000543	0.00059	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
8	0.175824	0.310689	0.281718	0.145854	0.073926	0.011988	0.000845	0.000927	0.001321	0.001608	0.002158	0.001632	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
9	0.001998	0.338661	0.355644	0.224775	0.068931	0.00999	0.000131	0.000125	0.001606	0.001376	0.001057	0.001637	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
10	0.453546	0.346653	0.147852	0.043956	0.006993	0.000999	0.000334	0.000409	0.000607	0.00059	0.00057	0.000502	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
