Run	Prob_1_Event	Prob_2_Events	Prob_3_Events	Prob_4_Events	Prob_5_Events	Prob_6_Events	Mean_Divergence_PopA_PopB	Mean_Divergence_PopC_PopD	Mean_Divergence_PopE_PopF	Mean_Divergence_PopG_PopH	Mean_Divergence_PopI_PopJ	Mean_Divergence_PopK_PopL	Gene_Length	Population_Size	Mutation_Rate	Samples_Simulated_Per_Pop	True_Number_Events	True_Divergence_PopA_PopB	True_Divergence_PopC_PopD	True_Divergence_PopE_PopF	True_Divergence_PopG_PopH	True_Divergence_PopI_PopJ	True_Divergence_PopK_PopL
11	0.048951	0.332667	0.385614	0.174825	0.053946	0.003996	0.000189	0.000326	0.000363	0.001605	0.001266	0.001224	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
12	0.003996	0.254745	0.308691	0.283716	0.115884	0.032967	0.000215	0.000368	0.002326	0.001783	0.002401	0.002599	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
13	0.042957	0.256743	0.356643	0.231768	0.095904	0.015984	0.000547	0.00061	0.000622	0.002128	0.001304	0.00251	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
14	0.011988	0.498501	0.323676	0.125874	0.036963	0.002997	0.000444	0.000421	0.000443	0.000604	0.003296	0.000617	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
15	0.030969	0.322677	0.348651	0.218781	0.066933	0.011988	0.000478	0.000527	0.000767	0.000536	0.002691	0.002401	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
16	0.036963	0.298701	0.337662	0.235764	0.072927	0.017982	0.00042	0.000267	0.000831	0.001248	0.002119	0.001024	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
17	0.180819	0.345654	0.276723	0.133866	0.046953	0.015984	0.001003	0.000829	0.001013	0.001043	0.001582	0.002077	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
18	0.034965	0.367632	0.38961	0.166833	0.035964	0.004995	0.000342	0.000089	0.000267	0.000879	0.001433	0.000832	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
19	0.13986	0.278721	0.278721	0.203796	0.082917	0.015984	0.000719	0.000751	0.001367	0.001378	0.002006	0.00194	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
20	0.22977	0.297702	0.254745	0.136863	0.066933	0.013986	0.001746	0.001024	0.001524	0.001274	0.001914	0.002053	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
21	0.038961	0.272727	0.368631	0.230769	0.070929	0.017982	0.000468	0.000478	0.001273	0.001441	0.000464	0.002696	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
22	0	0.313686	0.393606	0.216783	0.065934	0.00999	0.000312	0.000315	0.000346	0.000383	0.004	0.003615	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
23	0.44955	0.336663	0.151848	0.04995	0.00999	0.001998	0.000618	0.000644	0.000693	0.000657	0.000962	0.000933	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
24	0	0.094905	0.242757	0.347652	0.243756	0.070929	0.000595	0.000036	0.002661	0.001564	0.00127	0.002621	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
25	0.238761	0.375624	0.255744	0.100899	0.025974	0.002997	0.000298	0.000504	0.000751	0.000774	0.000752	0.000939	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
26	0	0.173826	0.390609	0.328671	0.093906	0.012987	0.000157	0.000178	0.001037	0.000258	0.003865	0.003914	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
27	0	0.205794	0.330669	0.313686	0.132867	0.016983	0.00013	0.00013	0.00107	0.001595	0.001807	0.00246	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
28	0.15984	0.315684	0.313686	0.146853	0.050949	0.012987	0.000712	0.000677	0.00098	0.00088	0.001517	0.002042	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
29	0.001998	0.191808	0.32967	0.293706	0.150849	0.031968	0.000164	0.000397	0.000927	0.001411	0.00263	0.002212	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
30	0.116883	0.33966	0.300699	0.172827	0.058941	0.010989	0.000721	0.000635	0.00132	0.000703	0.001857	0.001922	1000	10000	1.00E-08	10	3	10000	10000	90000	90000	170000	170000
