model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.46	0.46	0.025883	32.0598
0,1,1,1,1,1	0.0688889	0.528889	0.007428	9.88639
0,1,1,0,1,1	0.0444444	0.573333	0.001913	24.2669
0,0,0,1,0,0	0.0366667	0.61	0.007297	5.17809
0,1,0,0,0,0	0.0166667	0.626667	0.007393	2.27565
0,1,1,0,0,1	0.0166667	0.643333	0.001228	13.7853
0,0,0,0,0,1	0.0166667	0.66	0.007411	2.27008
0,1,1,2,1,1	0.0155556	0.675556	0.004764	3.30102
0,0,0,0,1,0	0.0155556	0.691111	0.007443	2.10718
0,0,1,0,0,0	0.0144444	0.705556	0.007243	2.00883
0,1,0,0,0,1	0.0133333	0.718889	0.00196	6.88114
0,0,0,0,1,1	0.00888889	0.727778	0.001839	4.86793
0,1,0,0,1,0	0.00777778	0.735556	0.001809	4.32535
0,1,1,1,1,2	0.00777778	0.743333	0.004768	1.63619
0,1,0,0,1,1	0.00777778	0.751111	0.00122	6.41736
0,1,0,1,1,1	0.00666667	0.757778	0.001847	3.62697
0,1,2,3,1,1	0.00666667	0.764444	0.006525	1.02186
0,0,1,1,0,0	0.00666667	0.771111	0.001819	3.6829
0,1,1,1,2,1	0.00555556	0.776667	0.004777	1.16389
0,0,0,1,0,2	0.00555556	0.782222	0.004933	1.12691
0,0,1,1,0,1	0.00555556	0.787778	0.001299	4.2951
0,0,0,1,2,0	0.00555556	0.793333	0.004684	1.18711
0,1,2,2,2,2	0.00555556	0.798889	0.00467	1.19069
0,0,0,1,0,1	0.00555556	0.804444	0.001865	2.98991
0,1,1,1,0,1	0.00555556	0.81	0.001839	3.03226
0,1,1,0,2,2	0.00444444	0.814444	0.000822	5.42654
0,1,1,2,0,1	0.00444444	0.818889	0.001521	2.93063
0,1,1,0,0,0	0.00444444	0.823333	0.00172	2.59105
0,1,1,0,1,0	0.00444444	0.827778	0.001266	3.52183
0,1,2,0,2,2	0.00444444	0.832222	0.001615	2.7598
0,0,1,2,0,0	0.00444444	0.836667	0.004614	0.963088
0,1,2,0,1,1	0.00444444	0.841111	0.001599	2.78746
0,1,0,1,0,0	0.00444444	0.845556	0.001825	2.44172
0,1,2,1,1,1	0.00444444	0.85	0.004708	0.94377
0,0,1,0,1,0	0.00444444	0.854444	0.001833	2.43104
0,1,1,1,1,0	0.00444444	0.858889	0.001839	2.4231
0,1,2,3,0,2	0.00333333	0.862222	0.003215	1.03693
0,0,1,0,0,2	0.00333333	0.865556	0.004711	0.706586
0,0,1,1,1,1	0.00333333	0.868889	0.001817	1.83732
0,0,1,0,0,1	0.00333333	0.872222	0.001814	1.84036
0,1,0,1,0,1	0.00333333	0.875556	0.001229	2.71796
0,1,2,3,1,2	0.00333333	0.878889	0.003248	1.02636
0,1,1,1,2,0	0.00333333	0.882222	0.001649	2.02484
0,1,2,2,2,1	0.00333333	0.885556	0.001574	2.12149
0,1,0,2,0,0	0.00333333	0.888889	0.004733	0.703286
0,1,2,2,0,1	0.00333333	0.892222	0.000822	4.06537
0,0,1,0,1,1	0.00333333	0.895556	0.001235	2.70474
0,1,0,2,1,0	0.00333333	0.898889	0.00145	2.30319
0,0,0,1,2,2	0.00333333	0.902222	0.001571	2.12554
0,1,1,1,2,2	0.00333333	0.905556	0.00157	2.1269
0,1,2,2,3,4	0.00333333	0.908889	0.018821	0.174355
0,1,0,2,1,3	0.00222222	0.911111	0.003252	0.682635
0,0,1,0,1,2	0.00222222	0.913333	0.001599	1.39063
0,1,2,0,3,3	0.00222222	0.915556	0.003211	0.69138
0,1,2,1,1,3	0.00222222	0.917778	0.006383	0.346695
0,1,2,1,2,2	0.00222222	0.92	0.00156	1.42545
0,1,0,1,1,2	0.00222222	0.922222	0.001541	1.44305
0,1,2,0,1,2	0.00222222	0.924444	0.000809	2.75077
0,0,1,0,2,0	0.00222222	0.926667	0.00476	0.465666
0,1,0,0,2,1	0.00222222	0.928889	0.001607	1.38369
0,1,1,2,3,1	0.00222222	0.931111	0.006443	0.343446
0,1,0,0,2,0	0.00222222	0.933333	0.00466	0.475707
0,0,0,0,1,2	0.00222222	0.935556	0.00466	0.475707
0,1,0,0,0,2	0.00222222	0.937778	0.004784	0.463319
0,0,1,2,3,3	0.00222222	0.94	0.003202	0.693329
0,1,2,3,2,2	0.00222222	0.942222	0.006359	0.348012
0,1,2,3,3,1	0.00222222	0.944444	0.003201	0.693546
0,1,1,2,0,0	0.00222222	0.946667	0.00168	1.32347
0,1,2,3,4,5	0.00222222	0.948889	0.153304	0.0123006
0,1,1,2,2,2	0.00222222	0.951111	0.001631	1.3633
0,0,1,2,1,1	0.00111111	0.952222	0.001594	0.696721
0,0,0,1,1,1	0.00111111	0.953333	0.001195	0.929722
0,1,1,2,1,3	0.00111111	0.954444	0.006505	0.169886
0,1,1,2,2,1	0.00111111	0.955556	0.001577	0.704244
0,1,1,2,0,3	0.00111111	0.956667	0.003141	0.353026
0,1,1,1,0,2	0.00111111	0.957778	0.001551	0.716068
0,1,2,0,0,0	0.00111111	0.958889	0.004754	0.232869
0,1,2,0,0,1	0.00111111	0.96	0.001544	0.71932
0,1,2,0,1,0	0.00111111	0.961111	0.001573	0.706038
0,1,1,0,2,3	0.00111111	0.962222	0.003203	0.346171
0,0,1,2,0,1	0.00111111	0.963333	0.001579	0.703351
0,1,2,0,2,1	0.00111111	0.964444	0.000738	1.50613
0,1,1,0,1,2	0.00111111	0.965556	0.001612	0.688929
0,1,2,0,2,3	0.00111111	0.966667	0.003199	0.346605
0,1,2,0,3,2	0.00111111	0.967778	0.003216	0.344767
0,1,1,0,0,2	0.00111111	0.968889	0.001496	0.742435
0,1,0,2,3,0	0.00111111	0.97	0.006497	0.170097
0,1,0,2,1,1	0.00111111	0.971111	0.001555	0.714223
0,1,2,1,2,0	0.00111111	0.972222	0.000797	1.39456
0,1,0,2,0,3	0.00111111	0.973333	0.00652	0.169493
0,1,2,1,3,3	0.00111111	0.974444	0.003186	0.348024
0,1,2,1,3,4	0.00111111	0.975556	0.019146	0.0569858
0,1,0,2,0,1	0.00111111	0.976667	0.001607	0.691076
0,1,2,2,1,1	0.00111111	0.977778	0.001592	0.697598
0,1,2,2,1,3	0.00111111	0.978889	0.003182	0.348462
0,1,0,1,2,3	0.00111111	0.98	0.003269	0.339159
0,0,0,1,1,0	0.00111111	0.981111	0.001892	0.586809
0,1,2,2,2,3	0.00111111	0.982222	0.006433	0.1718
0,1,2,2,3,2	0.00111111	0.983333	0.006385	0.1731
0,1,0,0,2,2	0.00111111	0.984444	0.001576	0.704692
0,1,2,3,0,1	0.00111111	0.985556	0.003232	0.343054
0,1,0,0,1,2	0.00111111	0.986667	0.001696	0.654753
0,1,2,3,0,3	0.00111111	0.987778	0.003286	0.337399
0,0,1,1,1,0	0.00111111	0.988889	0.001278	0.869269
0,0,1,1,2,3	0.00111111	0.99	0.003232	0.343054
0,1,2,3,1,4	0.00111111	0.991111	0.018761	0.058178
0,1,2,3,2,0	0.00111111	0.992222	0.00311	0.356556
0,1,2,3,2,1	0.00111111	0.993333	0.003182	0.348462
0,0,1,2,3,2	0.00111111	0.994444	0.00324	0.342205
0,1,2,3,2,4	0.00111111	0.995556	0.019118	0.0570709
0,0,1,2,2,1	0.00111111	0.996667	0.000765	1.45294
0,1,2,3,4,1	0.00111111	0.997778	0.018984	0.0574816
0,1,2,3,4,2	0.00111111	0.998889	0.018931	0.0576456
0,1,1,2,1,0	0.00111111	1	0.00154	0.721191
