model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.944444	0.944444	0.025929	638.637
0,0,1,0,0,0	0.0255556	0.97	0.007336	3.54872
0,0,0,0,1,0	0.00555556	0.975556	0.007361	0.753358
0,0,1,0,1,0	0.00333333	0.978889	0.001798	1.85677
0,0,0,0,0,1	0.00333333	0.982222	0.007159	0.463827
0,0,0,1,0,0	0.00222222	0.984444	0.007374	0.299803
0,0,1,1,0,0	0.00222222	0.986667	0.00184	1.20819
0,1,0,1,1,0	0.00222222	0.988889	0.001184	1.87883
0,1,0,0,0,0	0.00222222	0.991111	0.007224	0.306075
0,0,1,2,2,1	0.00111111	0.992222	0.000796	1.39631
0,0,1,2,2,0	0.00111111	0.993333	0.001488	0.746433
0,1,0,0,1,0	0.00111111	0.994444	0.001796	0.618235
0,0,1,2,0,0	0.00111111	0.995556	0.004739	0.23361
0,1,0,1,1,1	0.00111111	0.996667	0.001889	0.587743
0,1,1,0,0,0	0.00111111	0.997778	0.001837	0.604411
0,1,1,1,1,0	0.00111111	0.998889	0.0019	0.584333
0,1,1,1,1,1	0.00111111	1	0.007439	0.148417
