generation 10000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	2575	0	10	0.263158	none	
ConcentrationScaler	405	395	3	0.0789474	2.28639	
TimeSizeRateMixer	1982	2023	6	0.157895	0.304269	
TimeRootSizeMixer	2238	1827	6	0.157895	0.251425	
EventTimeScaler	7869	7373	1	0.0263158	1.18547	
RootPopulationSizeScaler0	1817	1614	1	0.0263158	0.427444	
LeafPopulationSizeScaler0	2244	1199	1	0.0263158	1.88688	
RootPopulationSizeScaler1	1747	1708	1	0.0263158	0.422508	
LeafPopulationSizeScaler1	2112	1325	1	0.0263158	1.22997	
RootPopulationSizeScaler2	1729	1706	1	0.0263158	0.434963	
LeafPopulationSizeScaler2	2209	1264	1	0.0263158	1.43724	
RootPopulationSizeScaler3	1743	1726	1	0.0263158	0.441243	
LeafPopulationSizeScaler3	2206	1257	1	0.0263158	1.8967	
RootPopulationSizeScaler4	1770	1681	1	0.0263158	0.435355	
LeafPopulationSizeScaler4	2422	1030	1	0.0263158	1.15177	
RootPopulationSizeScaler5	1804	1648	1	0.0263158	0.441439	
LeafPopulationSizeScaler5	2523	934	1	0.0263158	2.04294	
generation 20000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	5157	0	10	0.263158	none	
ConcentrationScaler	747	838	3	0.0789474	2.29197	
TimeSizeRateMixer	4132	4350	6	0.157895	0.314796	
TimeRootSizeMixer	4533	3809	6	0.157895	0.267898	
EventTimeScaler	16027	15804	1	0.0263158	1.23448	
RootPopulationSizeScaler0	3479	3405	1	0.0263158	0.440986	
LeafPopulationSizeScaler0	4217	2693	1	0.0263158	2.07133	
RootPopulationSizeScaler1	3407	3460	1	0.0263158	0.436675	
LeafPopulationSizeScaler1	3947	2928	1	0.0263158	1.31663	
RootPopulationSizeScaler2	3373	3514	1	0.0263158	0.447327	
LeafPopulationSizeScaler2	4180	2720	1	0.0263158	1.5776	
RootPopulationSizeScaler3	3323	3578	1	0.0263158	0.449555	
LeafPopulationSizeScaler3	4122	2798	1	0.0263158	2.04872	
RootPopulationSizeScaler4	3371	3506	1	0.0263158	0.443613	
LeafPopulationSizeScaler4	4588	2318	1	0.0263158	1.30866	
RootPopulationSizeScaler5	3437	3456	1	0.0263158	0.451111	
LeafPopulationSizeScaler5	4653	2258	1	0.0263158	2.32613	
generation 30000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	7755	0	10	0.263158	none	
ConcentrationScaler	1143	1243	3	0.0789474	2.3482	
TimeSizeRateMixer	6171	6499	6	0.157895	0.319618	
TimeRootSizeMixer	6672	5890	6	0.157895	0.274963	
EventTimeScaler	23620	23991	1	0.0263158	1.25627	
RootPopulationSizeScaler0	5173	5214	1	0.0263158	0.448688	
LeafPopulationSizeScaler0	6158	4245	1	0.0263158	2.17206	
RootPopulationSizeScaler1	5026	5307	1	0.0263158	0.441871	
LeafPopulationSizeScaler1	5846	4530	1	0.0263158	1.36749	
RootPopulationSizeScaler2	5016	5367	1	0.0263158	0.452307	
LeafPopulationSizeScaler2	6011	4396	1	0.0263158	1.63913	
RootPopulationSizeScaler3	4937	5440	1	0.0263158	0.454384	
LeafPopulationSizeScaler3	6054	4391	1	0.0263158	2.14107	
RootPopulationSizeScaler4	5061	5302	1	0.0263158	0.449937	
LeafPopulationSizeScaler4	6651	3748	1	0.0263158	1.38973	
RootPopulationSizeScaler5	5069	5347	1	0.0263158	0.456212	
LeafPopulationSizeScaler5	6726	3686	1	0.0263158	2.48571	
generation 40000:
