model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.88	0.88	0.02589	275.916
0,0,0,0,1,0	0.08	0.96	0.007432	11.6133
0,0,0,0,0,1	0.00666667	0.966667	0.007285	0.914553
0,0,0,0,1,1	0.00444444	0.971111	0.001817	2.45249
0,1,1,1,1,1	0.00444444	0.975556	0.007466	0.593485
0,0,1,0,0,0	0.00333333	0.978889	0.007321	0.45349
0,1,1,1,0,1	0.00222222	0.981111	0.001783	1.24689
0,1,0,1,1,0	0.00222222	0.983333	0.001204	1.84758
0,0,1,0,1,0	0.00222222	0.985556	0.001849	1.2023
0,0,1,0,2,3	0.00111111	0.986667	0.006453	0.171264
0,0,1,1,0,0	0.00111111	0.987778	0.00188	0.590562
0,0,0,1,1,1	0.00111111	0.988889	0.001235	0.899574
0,0,1,2,0,2	0.00111111	0.99	0.0016	0.694105
0,1,0,0,1,0	0.00111111	0.991111	0.00186	0.596924
0,1,0,0,2,0	0.00111111	0.992222	0.004801	0.230578
0,0,0,1,1,0	0.00111111	0.993333	0.001807	0.614464
0,1,1,0,0,0	0.00111111	0.994444	0.001791	0.619964
0,1,1,0,1,1	0.00111111	0.995556	0.001836	0.604741
0,1,1,0,2,0	0.00111111	0.996667	0.001592	0.697598
0,1,1,1,0,0	0.00111111	0.997778	0.001211	0.917424
0,0,0,1,0,0	0.00111111	0.998889	0.007387	0.149469
0,0,1,1,0,1	0.00111111	1	0.001269	0.875442
