generation 10000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	2628	0	10	0.263158	none	
ConcentrationScaler	383	414	3	0.0789474	1.79823	
TimeSizeRateMixer	3628	3837	6	0.157895	0.375918	
TimeRootSizeMixer	3881	3828	6	0.157895	0.377796	
EventTimeScaler	14847	13816	1	0.0263158	1.05586	
RootPopulationSizeScaler0	1871	1617	1	0.0263158	0.414957	
LeafPopulationSizeScaler0	2272	1207	1	0.0263158	1.42438	
RootPopulationSizeScaler1	1857	1635	1	0.0263158	0.418798	
LeafPopulationSizeScaler1	2273	1211	1	0.0263158	2.02053	
RootPopulationSizeScaler2	1783	1721	1	0.0263158	0.437846	
LeafPopulationSizeScaler2	2175	1286	1	0.0263158	1.6167	
RootPopulationSizeScaler3	1694	1781	1	0.0263158	0.442568	
LeafPopulationSizeScaler3	2346	1149	1	0.0263158	1.43183	
RootPopulationSizeScaler4	1918	1570	1	0.0263158	0.408015	
LeafPopulationSizeScaler4	2333	1179	1	0.0263158	1.79325	
RootPopulationSizeScaler5	1714	1784	1	0.0263158	0.442202	
LeafPopulationSizeScaler5	2223	1246	1	0.0263158	1.55913	
generation 20000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	5246	0	10	0.263158	none	
ConcentrationScaler	775	856	3	0.0789474	1.82481	
TimeSizeRateMixer	7059	7767	6	0.157895	0.382427	
TimeRootSizeMixer	7492	7767	6	0.157895	0.388939	
EventTimeScaler	28558	28581	1	0.0263158	1.08609	
RootPopulationSizeScaler0	3522	3394	1	0.0263158	0.426893	
LeafPopulationSizeScaler0	4295	2615	1	0.0263158	1.57537	
RootPopulationSizeScaler1	3516	3405	1	0.0263158	0.433553	
LeafPopulationSizeScaler1	4243	2647	1	0.0263158	2.23283	
RootPopulationSizeScaler2	3401	3515	1	0.0263158	0.449258	
LeafPopulationSizeScaler2	4097	2800	1	0.0263158	1.75593	
RootPopulationSizeScaler3	3292	3603	1	0.0263158	0.449976	
LeafPopulationSizeScaler3	4341	2576	1	0.0263158	1.5893	
RootPopulationSizeScaler4	3584	3317	1	0.0263158	0.424395	
LeafPopulationSizeScaler4	4305	2612	1	0.0263158	1.96727	
RootPopulationSizeScaler5	3316	3623	1	0.0263158	0.4517	
LeafPopulationSizeScaler5	4148	2732	1	0.0263158	1.6967	
generation 30000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	7935	0	10	0.263158	none	
ConcentrationScaler	1125	1253	3	0.0789474	1.83864	
TimeSizeRateMixer	10444	11653	6	0.157895	0.386005	
TimeRootSizeMixer	10850	11389	6	0.157895	0.39518	
EventTimeScaler	41965	43353	1	0.0263158	1.10265	
RootPopulationSizeScaler0	5201	5010	1	0.0263158	0.436525	
LeafPopulationSizeScaler0	6117	4124	1	0.0263158	1.64837	
RootPopulationSizeScaler1	5107	5131	1	0.0263158	0.44143	
LeafPopulationSizeScaler1	6078	4105	1	0.0263158	2.34206	
RootPopulationSizeScaler2	5035	5229	1	0.0263158	0.455764	
