model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.705556	0.705556	0.025752	90.6539
0,1,0,0,0,0	0.0422222	0.747778	0.007359	5.94634
0,1,1,1,1,1	0.0244444	0.772222	0.007346	3.38591
0,0,0,0,0,1	0.0222222	0.794444	0.007381	3.05643
0,0,0,1,0,0	0.0188889	0.813333	0.007413	2.57788
0,0,0,0,1,0	0.0155556	0.828889	0.007377	2.12617
0,0,1,0,0,0	0.0133333	0.842222	0.007281	1.84248
0,1,0,0,0,1	0.01	0.852222	0.001868	5.39729
0,0,1,1,1,1	0.00777778	0.86	0.001752	4.46633
0,1,0,1,0,0	0.00777778	0.867778	0.001806	4.33255
0,0,0,0,1,1	0.00666667	0.874444	0.001895	3.53493
0,1,1,0,0,1	0.00666667	0.881111	0.001225	5.47199
0,0,1,1,1,0	0.00555556	0.886667	0.001253	4.45299
0,1,1,1,0,1	0.00555556	0.892222	0.001798	3.10153
0,0,1,1,0,0	0.00555556	0.897778	0.001834	3.04054
0,1,0,1,1,0	0.00444444	0.902222	0.001241	3.59287
0,1,1,0,1,1	0.00444444	0.906667	0.001821	2.44709
0,0,1,0,1,0	0.00444444	0.911111	0.001851	2.40736
0,0,0,1,1,1	0.00444444	0.915556	0.00127	3.51072
0,0,0,1,1,0	0.00333333	0.918889	0.001787	1.86822
0,1,1,0,1,0	0.00333333	0.922222	0.001229	2.71796
0,0,1,0,2,0	0.00333333	0.925556	0.004648	0.716208
0,1,1,2,1,1	0.00333333	0.928889	0.004716	0.705833
0,1,0,1,1,1	0.00333333	0.932222	0.00187	1.78515
0,1,0,0,1,1	0.00333333	0.935556	0.001272	2.62596
0,1,1,1,0,0	0.00222222	0.937778	0.001246	1.78523
0,1,2,1,1,1	0.00222222	0.94	0.004682	0.473461
0,1,0,0,2,0	0.00222222	0.942222	0.004784	0.463319
0,0,1,2,0,0	0.00222222	0.944444	0.004767	0.464979
0,1,1,1,1,0	0.00222222	0.946667	0.00172	1.29264
0,1,0,1,0,1	0.00222222	0.948889	0.001272	1.74869
0,0,1,1,0,1	0.00222222	0.951111	0.001169	1.90297
0,1,2,0,0,0	0.00222222	0.953333	0.004714	0.470232
0,0,1,0,1,1	0.00222222	0.955556	0.001205	1.84605
0,1,0,2,0,0	0.00222222	0.957778	0.004757	0.465961
0,1,1,0,0,0	0.00222222	0.96	0.001827	1.2168
0,1,0,2,3,2	0.00111111	0.961111	0.003213	0.34509
0,1,0,2,1,2	0.00111111	0.962222	0.000801	1.38759
0,1,0,1,0,2	0.00111111	0.963333	0.001579	0.703351
0,1,0,0,2,2	0.00111111	0.964444	0.001632	0.680473
0,1,0,0,1,2	0.00111111	0.965556	0.001613	0.688501
0,1,1,0,1,2	0.00111111	0.966667	0.00157	0.707389
0,1,0,0,1,0	0.00111111	0.967778	0.001851	0.599831
0,0,1,2,3,0	0.00111111	0.968889	0.006496	0.170123
0,1,1,1,0,2	0.00111111	0.97	0.001588	0.699358
0,0,1,1,2,0	0.00111111	0.971111	0.001544	0.71932
0,0,1,0,2,2	0.00111111	0.972222	0.001577	0.704244
0,1,1,1,1,2	0.00111111	0.973333	0.004884	0.226641
0,1,1,2,1,0	0.00111111	0.974444	0.001565	0.709653
0,0,1,0,1,2	0.00111111	0.975556	0.001554	0.714684
0,1,1,2,2,2	0.00111111	0.976667	0.001624	0.68383
0,0,0,1,0,2	0.00111111	0.977778	0.004696	0.235759
0,1,2,0,0,2	0.00111111	0.978889	0.001566	0.709199
0,1,2,0,2,2	0.00111111	0.98	0.00159	0.698477
0,1,2,1,0,0	0.00111111	0.981111	0.001587	0.699799
0,0,0,1,0,1	0.00111111	0.982222	0.00187	0.593726
0,1,2,1,2,1	0.00111111	0.983333	0.001654	0.671407
0,1,2,1,2,2	0.00111111	0.984444	0.001507	0.737008
0,1,2,2,0,0	0.00111111	0.985556	0.001557	0.713305
0,1,2,2,0,1	0.00111111	0.986667	0.000785	1.41589
0,1,2,2,0,2	0.00111111	0.987778	0.001583	0.701571
0,1,2,2,1,0	0.00111111	0.988889	0.000751	1.48004
0,1,2,2,1,2	0.00111111	0.99	0.001526	0.727818
0,1,2,2,2,0	0.00111111	0.991111	0.001603	0.692803
0,1,2,2,2,1	0.00111111	0.992222	0.001588	0.699358
0,1,2,2,2,2	0.00111111	0.993333	0.004696	0.235759
0,1,2,3,0,2	0.00111111	0.994444	0.003199	0.346605
0,1,2,3,1,3	0.00111111	0.995556	0.003224	0.343908
0,1,2,3,2,4	0.00111111	0.996667	0.018978	0.0575001
0,1,2,3,3,3	0.00111111	0.997778	0.00651	0.169755
0,1,2,3,4,2	0.00111111	0.998889	0.019001	0.0574292
0,1,2,3,4,5	0.00111111	1	0.153551	0.00613181
