Run	Prob_1_Event	Prob_2_Events	Prob_3_Events	Prob_4_Events	Prob_5_Events	Prob_6_Events	Mean_Divergence_PopA_PopB	Mean_Divergence_PopC_PopD	Mean_Divergence_PopE_PopF	Mean_Divergence_PopG_PopH	Mean_Divergence_PopI_PopJ	Mean_Divergence_PopK_PopL	Gene_Length	Population_Size	Mutation_Rate	Samples_Simulated_Per_Pop	True_Number_Events	True_Divergence_PopA_PopB	True_Divergence_PopC_PopD	True_Divergence_PopE_PopF	True_Divergence_PopG_PopH	True_Divergence_PopI_PopJ	True_Divergence_PopK_PopL
1	0	0.114885	0.234765	0.315684	0.244755	0.08991	0.000282	0.000168	0.003555	0.002793	0.004422	0.004138	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
2	0.000999	0.141858	0.302697	0.321678	0.18981	0.042957	0.000467	0.000474	0.002033	0.0008	0.003866	0.00379	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
3	0.007992	0.157842	0.287712	0.303696	0.187812	0.054945	0.000652	0.000831	0.001439	0.002663	0.004119	0.001414	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
4	0	0.015984	0.168831	0.365634	0.350649	0.098901	0.000118	0.000371	0.000961	0.001809	0.004124	0.005752	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
5	0	0.04995	0.230769	0.353646	0.284715	0.080919	0.000473	0.0005	0.000857	0.001398	0.0047	0.006837	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
6	0.004995	0.146853	0.290709	0.313686	0.188811	0.054945	0.00057	0.000699	0.002565	0.002843	0.001516	0.003837	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
7	0	0.190809	0.320679	0.293706	0.158841	0.035964	0.000352	0.000116	0.001366	0.002274	0.00197	0.002474	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
8	0.005994	0.141858	0.317682	0.324675	0.168831	0.040959	0.000507	0.000541	0.002565	0.001092	0.003889	0.001949	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
9	0.000999	0.091908	0.268731	0.320679	0.237762	0.07992	0.000386	0.000416	0.003011	0.003329	0.00493	0.004072	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
10	0	0.088911	0.233766	0.318681	0.24975	0.108891	0.000117	0.001996	0.003194	0.004106	0.003843	0.004232	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
11	0.003996	0.167832	0.30969	0.287712	0.181818	0.048951	0.000388	0.000376	0.002298	0.002622	0.003122	0.003476	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
12	0.008991	0.166833	0.297702	0.295704	0.16983	0.060939	0.000566	0.000665	0.002844	0.002582	0.002605	0.003734	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
