model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.894444	0.894444	0.02619	315.073
0,0,0,0,0,1	0.0666667	0.961111	0.007369	9.62169
0,1,0,0,0,0	0.00777778	0.968889	0.007484	1.03956
0,1,0,0,0,1	0.00666667	0.975556	0.001887	3.54994
0,0,0,0,1,1	0.00222222	0.977778	0.001872	1.1875
0,0,1,0,0,0	0.00222222	0.98	0.007476	0.295682
0,0,1,1,0,0	0.00222222	0.982222	0.001786	1.24479
0,1,0,0,0,2	0.00222222	0.984444	0.004716	0.470031
0,1,1,0,0,1	0.00222222	0.986667	0.001208	1.84146
0,0,0,0,1,0	0.00111111	0.987778	0.007444	0.148316
0,0,0,1,0,0	0.00111111	0.988889	0.007476	0.147677
0,0,0,1,0,2	0.00111111	0.99	0.004691	0.236011
0,0,0,1,1,1	0.00111111	0.991111	0.001247	0.890906
0,0,1,0,0,2	0.00111111	0.992222	0.004702	0.235457
0,1,0,0,2,0	0.00111111	0.993333	0.004747	0.233214
0,1,0,1,0,0	0.00111111	0.994444	0.001826	0.608059
0,1,0,1,0,1	0.00111111	0.995556	0.001263	0.879606
0,1,0,1,1,0	0.00111111	0.996667	0.001179	0.942354
0,1,1,0,1,2	0.00111111	0.997778	0.001598	0.694975
0,1,1,1,1,1	0.00111111	0.998889	0.007416	0.148881
0,1,2,0,2,2	0.00111111	1	0.001647	0.674265
