model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,1,0,2	0.0988889	0.0988889	0.004689	23.2942
0,0,0,1,0,1	0.0966667	0.195556	0.001817	58.7874
0,1,2,3,4,5	0.0944444	0.29	0.153423	0.575489
0,1,1,2,1,3	0.06	0.35	0.006356	9.97862
0,1,1,2,1,2	0.0433333	0.393333	0.001605	28.1766
0,1,2,3,2,4	0.0411111	0.434444	0.019026	2.21055
0,1,2,3,1,4	0.04	0.474444	0.019253	2.1225
0,1,1,2,3,4	0.0388889	0.513333	0.019037	2.085
0,0,1,2,0,3	0.0377778	0.551111	0.006356	6.13773
0,0,1,2,0,2	0.0333333	0.584444	0.001515	22.7264
0,1,2,3,4,3	0.03	0.614444	0.018787	1.61531
0,1,1,2,0,3	0.0255556	0.64	0.003145	8.31265
0,1,2,3,2,3	0.0255556	0.665556	0.003191	8.19244
0,1,2,3,0,4	0.0244444	0.69	0.019046	1.29054
0,0,0,1,2,3	0.0233333	0.713333	0.006331	3.74973
0,0,0,1,2,1	0.0222222	0.735556	0.001585	14.3162
0,1,1,2,3,2	0.0222222	0.757778	0.003159	7.17172
0,1,2,3,1,3	0.0211111	0.778889	0.003261	6.59187
0,0,1,2,3,4	0.0188889	0.797778	0.019099	0.988787
0,1,0,2,0,3	0.0177778	0.815556	0.006312	2.84938
0,1,0,2,3,4	0.0166667	0.832222	0.019201	0.865773
0,1,0,2,0,2	0.0166667	0.848889	0.001554	10.8898
0,0,1,2,1,3	0.0144444	0.863333	0.003099	4.71466
0,1,1,2,0,2	0.0122222	0.875556	0.00082	15.0772
0,1,2,3,0,3	0.0122222	0.887778	0.003265	3.77735
0,1,0,2,1,3	0.01	0.897778	0.003169	3.17734
0,0,1,2,3,2	0.01	0.907778	0.003135	3.21191
0,0,1,2,1,2	0.00888889	0.916667	0.000821	10.915
0,1,2,2,1,3	0.00555556	0.922222	0.003307	1.68374
0,0,1,1,0,2	0.00444444	0.926667	0.001622	2.74787
0,1,0,2,3,2	0.00444444	0.931111	0.003208	1.38715
0,0,1,1,0,1	0.00444444	0.935556	0.001247	3.57556
0,1,0,1,0,2	0.00444444	0.94	0.001618	2.75467
0,1,0,2,1,2	0.00333333	0.943333	0.000839	3.98293
0,1,1,2,1,1	0.00333333	0.946667	0.004709	0.706887
0,1,2,2,1,2	0.00333333	0.95	0.001598	2.08957
0,1,1,1,1,2	0.00333333	0.953333	0.004608	0.722454
0,1,1,2,2,3	0.00333333	0.956667	0.003184	1.04706
0,1,2,3,1,2	0.00333333	0.96	0.003226	1.03338
0,1,2,1,2,3	0.00333333	0.963333	0.003258	1.0232
0,0,1,1,2,3	0.00333333	0.966667	0.003127	1.06621
0,0,0,0,0,1	0.00222222	0.968889	0.007499	0.294769
0,1,1,1,2,3	0.00222222	0.971111	0.006487	0.341101
0,1,2,3,3,4	0.00222222	0.973333	0.01905	0.114685
0,0,0,1,1,1	0.00222222	0.975556	0.001247	1.7838
0,1,2,2,3,4	0.00222222	0.977778	0.019146	0.114099
0,1,2,2,0,3	0.00222222	0.98	0.003306	0.671448
0,1,2,2,3,2	0.00222222	0.982222	0.006524	0.339154
0,1,0,2,0,1	0.00111111	0.983333	0.00156	0.711931
0,1,2,2,2,3	0.00111111	0.984444	0.006502	0.169965
0,1,0,0,0,2	0.00111111	0.985556	0.004657	0.237743
0,1,1,2,3,3	0.00111111	0.986667	0.003186	0.348024
0,1,2,3,0,1	0.00111111	0.987778	0.00336	0.329943
0,1,2,1,1,2	0.00111111	0.988889	0.001563	0.710562
0,0,1,1,2,1	0.00111111	0.99	0.00151	0.735541
0,1,1,1,0,2	0.00111111	0.991111	0.001506	0.737498
0,1,0,1,2,3	0.00111111	0.992222	0.003174	0.349344
0,1,0,2,2,3	0.00111111	0.993333	0.003242	0.341993
0,0,1,0,2,1	0.00111111	0.994444	0.00166	0.668976
0,1,2,1,0,3	0.00111111	0.995556	0.003261	0.339994
0,1,2,1,1,3	0.00111111	0.996667	0.006389	0.172991
0,1,2,3,4,2	0.00111111	0.997778	0.018765	0.0581654
0,0,0,1,0,0	0.00111111	0.998889	0.007285	0.151578
0,1,2,1,2,1	0.00111111	1	0.001546	0.718388
