model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.958889	0.958889	0.025852	878.901
0,0,0,1,0,0	0.0177778	0.976667	0.007344	2.44644
0,1,0,0,0,0	0.00444444	0.981111	0.007355	0.602509
0,0,0,0,0,1	0.00444444	0.985556	0.00737	0.601273
0,0,0,1,1,0	0.00222222	0.987778	0.00187	1.18877
0,0,0,0,1,0	0.00222222	0.99	0.007373	0.299844
0,1,0,1,0,0	0.00222222	0.992222	0.001832	1.21348
0,0,1,1,0,0	0.00111111	0.993333	0.00179	0.620311
0,0,1,1,1,1	0.00111111	0.994444	0.001849	0.600482
0,1,0,1,0,1	0.00111111	0.995556	0.001263	0.879606
0,1,0,1,1,1	0.00111111	0.996667	0.001788	0.621006
0,1,0,2,0,0	0.00111111	0.997778	0.004627	0.239291
0,1,1,0,1,1	0.00111111	0.998889	0.001754	0.633065
0,1,1,1,0,1	0.00111111	1	0.001805	0.615146
