Run	Prob_1_Event	Prob_2_Events	Prob_3_Events	Prob_4_Events	Prob_5_Events	Prob_6_Events	Mean_Divergence_PopA_PopB	Mean_Divergence_PopC_PopD	Mean_Divergence_PopE_PopF	Mean_Divergence_PopG_PopH	Mean_Divergence_PopI_PopJ	Mean_Divergence_PopK_PopL	Gene_Length	Population_Size	Mutation_Rate	Samples_Simulated_Per_Pop	True_Number_Events	True_Divergence_PopA_PopB	True_Divergence_PopC_PopD	True_Divergence_PopE_PopF	True_Divergence_PopG_PopH	True_Divergence_PopI_PopJ	True_Divergence_PopK_PopL
20	0.519481	0.311688	0.128871	0.027972	0.007992	0.003996	0.000584	0.000582	0.000675	0.000584	0.000647	0.000832	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
21	0.41958	0.376623	0.148851	0.042957	0.00999	0.001998	0.000504	0.000483	0.00061	0.000622	0.000527	0.000931	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
22	0.151848	0.323676	0.303696	0.156843	0.057942	0.005994	0.000553	0.00062	0.00054	0.000915	0.001853	0.001526	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
23	0.002997	0.325674	0.386613	0.20979	0.070929	0.003996	0.000277	0.00018	0.000377	0.000699	0.002167	0.00189	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
24	0.191808	0.427572	0.266733	0.083916	0.025974	0.003996	0.000509	0.000527	0.000696	0.001901	0.000522	0.000673	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
25	0.336663	0.367632	0.218781	0.057942	0.015984	0.002997	0.000444	0.000459	0.000533	0.000454	0.001069	0.000752	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
26	0.77023	0.18981	0.030969	0.006993	0	0.001998	0.000206	0.000205	0.000204	0.000206	0.000204	0.000227	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
27	0.396603	0.382617	0.164835	0.045954	0.008991	0.000999	0.000534	0.000539	0.000537	0.000576	0.000762	0.001013	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
28	0.017982	0.385614	0.371628	0.180819	0.037962	0.005994	0.000083	0.000079	0.000946	0.000463	0.001305	0.00115	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
29	0.064935	0.436563	0.314685	0.143856	0.032967	0.006993	0.000436	0.000226	0.000444	0.000755	0.001753	0.000447	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
30	0.539461	0.32967	0.102897	0.025974	0.000999	0.000999	0.000435	0.000433	0.000436	0.000445	0.000427	0.000736	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
