Run	Prob_1_Event	Prob_2_Events	Prob_3_Events	Prob_4_Events	Prob_5_Events	Prob_6_Events	Mean_Divergence_PopA_PopB	Mean_Divergence_PopC_PopD	Mean_Divergence_PopE_PopF	Mean_Divergence_PopG_PopH	Mean_Divergence_PopI_PopJ	Mean_Divergence_PopK_PopL	Gene_Length	Population_Size	Mutation_Rate	Samples_Simulated_Per_Pop	True_Number_Events	True_Divergence_PopA_PopB	True_Divergence_PopC_PopD	True_Divergence_PopE_PopF	True_Divergence_PopG_PopH	True_Divergence_PopI_PopJ	True_Divergence_PopK_PopL
1	0.416583	0.363636	0.154845	0.051948	0.011988	0.000999	0.00052	0.000516	0.000522	0.000956	0.000653	0.000669	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
2	0.016983	0.363636	0.357642	0.190809	0.055944	0.014985	0.000145	0.000222	0.000938	0.001067	0.00155	0.001275	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
3	0.577423	0.291708	0.0999	0.026973	0.001998	0.001998	0.000292	0.000228	0.000307	0.000293	0.000447	0.000296	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
4	0.000999	0.228771	0.3996	0.260739	0.091908	0.017982	0.000138	0.000296	0.000608	0.000453	0.001889	0.002628	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
5	0.225774	0.48951	0.211788	0.060939	0.008991	0.002997	0.000346	0.000347	0.000401	0.000474	0.000351	0.001445	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
6	0.105894	0.301698	0.341658	0.18981	0.048951	0.011988	0.000627	0.000696	0.00057	0.001957	0.000859	0.002044	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
7	0.000999	0.398601	0.437562	0.125874	0.033966	0.002997	0.000152	0.000226	0.000219	0.000198	0.00234	0.001938	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
8	0.078921	0.380619	0.308691	0.16983	0.055944	0.005994	0.000401	0.000234	0.001054	0.000702	0.001599	0.000761	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
9	0.587413	0.278721	0.108891	0.021978	0.001998	0.000999	0.000465	0.000479	0.000483	0.000534	0.000667	0.000537	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
10	0.253746	0.400599	0.25974	0.072927	0.00999	0.002997	0.000319	0.000209	0.000543	0.000323	0.000567	0.000952	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
11	0.016983	0.323676	0.363636	0.223776	0.063936	0.007992	0.000327	0.000176	0.000817	0.00045	0.001259	0.002092	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
12	0.516484	0.307692	0.131868	0.032967	0.00999	0.000999	0.000518	0.000524	0.000776	0.000613	0.000647	0.000516	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
13	0.374625	0.37962	0.191808	0.042957	0.00999	0.000999	0.000228	0.000321	0.000634	0.000299	0.000515	0.000527	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
14	0.496503	0.314685	0.132867	0.046953	0.007992	0.000999	0.000643	0.000509	0.000506	0.000515	0.000601	0.000752	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
15	0.826174	0.158841	0.013986	0	0	0.000999	0.000114	0.000112	0.000128	0.00012	0.000124	0.000145	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
16	0.26973	0.380619	0.235764	0.085914	0.021978	0.005994	0.00056	0.00058	0.001423	0.000564	0.000724	0.000961	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
17	0.462537	0.341658	0.154845	0.032967	0.004995	0.002997	0.000423	0.000441	0.000444	0.00047	0.000828	0.000594	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
18	0.041958	0.574426	0.300699	0.06993	0.00999	0.002997	0.000335	0.000372	0.000339	0.000362	0.000541	0.002156	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
19	0.307692	0.407592	0.203796	0.06993	0.008991	0.001998	0.000161	0.000247	0.000508	0.000531	0.000263	0.000626	1000	10000	1.00E-08	10	3	10000	10000	50000	50000	90000	90000
