model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.321111	0.321111	0.026148	17.6162
0,0,0,0,0,1	0.08	0.401111	0.007308	11.8119
0,0,0,1,0,1	0.0388889	0.44	0.001818	22.2161
0,1,0,1,0,1	0.0377778	0.477778	0.001264	31.0216
0,0,0,1,0,2	0.0266667	0.504444	0.004791	5.69109
0,1,1,1,0,1	0.0222222	0.526667	0.001787	12.6954
0,0,0,1,0,0	0.0211111	0.547778	0.007345	2.91464
0,1,0,2,0,3	0.0177778	0.565556	0.006293	2.85804
0,0,1,0,0,0	0.0166667	0.582222	0.007243	2.32312
0,1,1,1,1,1	0.0166667	0.598889	0.007201	2.33677
0,1,0,2,0,1	0.0166667	0.615556	0.001558	10.8618
0,1,0,0,0,2	0.0133333	0.628889	0.004686	2.87029
0,1,0,0,0,0	0.0122222	0.641111	0.007367	1.6672
0,1,0,1,0,2	0.0111111	0.652222	0.001552	7.22843
0,1,0,2,0,2	0.01	0.662222	0.001585	6.36278
0,1,0,0,0,1	0.01	0.672222	0.001873	5.38286
0,0,0,0,1,2	0.01	0.682222	0.004694	2.1418
0,1,0,1,1,1	0.01	0.692222	0.001809	5.57365
0,1,0,2,3,4	0.00888889	0.701111	0.018743	0.469536
0,0,1,0,1,0	0.00888889	0.71	0.001922	4.65732
0,1,1,1,0,2	0.00777778	0.717778	0.001552	5.0429
0,1,1,1,1,2	0.00777778	0.725556	0.004787	1.62967
0,1,1,0,1,0	0.00666667	0.732222	0.001218	5.50348
0,1,1,2,1,2	0.00666667	0.738889	0.001561	4.29272
0,1,0,1,0,0	0.00666667	0.745556	0.001875	3.57271
0,0,1,1,0,0	0.00555556	0.751111	0.00188	2.966
0,0,1,0,1,2	0.00555556	0.756667	0.001594	3.49918
0,0,0,0,1,0	0.00555556	0.762222	0.007388	0.750585
0,1,2,1,1,1	0.00555556	0.767778	0.004704	1.18204
0,1,2,1,2,3	0.00555556	0.773333	0.003341	1.66655
0,1,0,1,2,1	0.00555556	0.778889	0.001632	3.41757
0,1,1,2,1,1	0.00555556	0.784444	0.004816	1.15442
0,1,2,1,0,3	0.00555556	0.79	0.003234	1.72187
0,0,1,0,0,2	0.00444444	0.794444	0.004682	0.949035
0,1,2,3,2,4	0.00444444	0.798889	0.01896	0.230994
0,1,1,2,0,1	0.00444444	0.803333	0.001607	2.77356
0,0,0,1,1,1	0.00444444	0.807778	0.001219	3.65779
0,1,2,1,0,1	0.00444444	0.812222	0.001586	2.81034
0,1,2,2,1,2	0.00444444	0.816667	0.001567	2.84447
0,1,1,1,0,0	0.00444444	0.821111	0.001243	3.58708
0,1,2,2,2,2	0.00444444	0.825556	0.004845	0.916957
0,1,1,2,3,1	0.00444444	0.83	0.006485	0.683938
0,0,1,0,2,0	0.00333333	0.833333	0.004688	0.710069
0,1,2,3,0,1	0.00333333	0.836667	0.003263	1.02163
0,1,0,1,2,0	0.00333333	0.84	0.001589	2.10143
0,1,0,0,1,0	0.00333333	0.843333	0.001846	1.8084
0,0,1,1,0,1	0.00333333	0.846667	0.001253	2.66583
0,1,2,3,2,1	0.00333333	0.85	0.003159	1.05537
0,1,2,3,2,3	0.00333333	0.853333	0.003239	1.02922
0,1,2,3,0,4	0.00333333	0.856667	0.019102	0.171741
0,1,0,2,1,1	0.00333333	0.86	0.001535	2.17547
0,0,1,1,1,1	0.00333333	0.863333	0.001813	1.84138
0,1,2,1,2,1	0.00333333	0.866667	0.001567	2.13098
0,1,0,2,2,1	0.00333333	0.87	0.000799	4.18249
0,1,1,1,2,3	0.00333333	0.873333	0.00651	0.510401
0,1,1,1,2,1	0.00333333	0.876667	0.004611	0.721982
0,0,0,1,2,0	0.00333333	0.88	0.004902	0.678924
0,1,2,3,3,3	0.00333333	0.883333	0.006482	0.51262
0,1,2,1,3,1	0.00333333	0.886667	0.006555	0.506874
0,0,0,1,1,0	0.00333333	0.89	0.001897	1.75969
0,1,2,2,0,3	0.00333333	0.893333	0.003224	1.03403
0,0,1,2,0,2	0.00333333	0.896667	0.001572	2.12419
0,1,1,2,2,2	0.00333333	0.9	0.001619	2.06243
0,1,2,3,4,5	0.00222222	0.902222	0.153911	0.0122433
0,1,2,3,4,3	0.00222222	0.904444	0.018891	0.115669
0,1,1,0,0,2	0.00222222	0.906667	0.001575	1.41185
0,0,0,1,2,1	0.00222222	0.908889	0.001551	1.43373
0,1,1,0,0,0	0.00222222	0.911111	0.001771	1.25535
0,1,1,1,1,0	0.00222222	0.913333	0.001839	1.20885
0,1,0,2,3,2	0.00222222	0.915556	0.003253	0.682424
0,0,0,1,2,3	0.00222222	0.917778	0.006558	0.337384
0,1,2,3,2,2	0.00222222	0.92	0.006372	0.347298
0,1,0,2,2,3	0.00222222	0.922222	0.003218	0.689871
0,1,0,2,2,2	0.00222222	0.924444	0.001584	1.40382
0,1,2,3,1,4	0.00222222	0.926667	0.018838	0.116
0,1,2,3,0,3	0.00222222	0.928889	0.003262	0.680535
0,1,2,2,3,2	0.00222222	0.931111	0.006442	0.3435
0,1,0,2,1,2	0.00222222	0.933333	0.000808	2.75417
0,0,1,2,0,0	0.00222222	0.935556	0.004669	0.474785
0,0,1,2,1,2	0.00222222	0.937778	0.000789	2.82055
0,1,2,1,3,4	0.00222222	0.94	0.01904	0.114746
0,0,1,2,1,3	0.00222222	0.942222	0.003202	0.693329
0,1,0,1,1,0	0.00222222	0.944444	0.001183	1.88042
0,1,1,2,3,4	0.00222222	0.946667	0.018875	0.115769
0,1,2,0,0,3	0.00222222	0.948889	0.006333	0.34945
0,0,1,2,3,0	0.00222222	0.951111	0.006383	0.346695
0,1,2,0,2,1	0.00222222	0.953333	0.000792	2.80986
0,1,2,0,2,0	0.00111111	0.954444	0.001583	0.701571
0,1,2,0,1,3	0.00111111	0.955556	0.003232	0.343054
