model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.742222	0.742222	0.026492	105.807
0,0,0,0,0,1	0.0477778	0.79	0.007304	6.81935
0,0,0,1,0,0	0.02	0.81	0.007257	2.7918
0,0,0,0,1,0	0.0177778	0.827778	0.007321	2.45418
0,1,1,1,1,1	0.0177778	0.845556	0.007531	2.38524
0,0,1,0,0,0	0.0166667	0.862222	0.007342	2.29157
0,1,0,0,0,0	0.0133333	0.875556	0.007259	1.84811
0,0,0,0,1,2	0.00555556	0.881111	0.004853	1.14558
0,0,1,0,0,2	0.00555556	0.886667	0.004712	1.18002
0,0,0,0,1,1	0.00555556	0.892222	0.001814	3.07412
0,0,1,0,0,1	0.00555556	0.897778	0.001843	3.02566
0,1,1,1,1,0	0.00555556	0.903333	0.001876	2.97234
0,0,1,1,0,0	0.00444444	0.907778	0.001924	2.31585
0,1,0,1,1,0	0.00444444	0.912222	0.001293	3.44819
0,0,1,0,1,0	0.00333333	0.915556	0.001828	1.82624
0,1,0,1,0,1	0.00333333	0.918889	0.00125	2.67224
0,1,0,1,0,0	0.00333333	0.922222	0.001786	1.86927
0,1,1,1,0,1	0.00333333	0.925556	0.001825	1.82925
0,1,0,0,1,0	0.00333333	0.928889	0.001891	1.76529
0,0,1,1,1,0	0.00333333	0.932222	0.001286	2.59734
0,1,0,0,0,2	0.00333333	0.935556	0.004785	0.695607
0,0,0,1,0,1	0.00333333	0.938889	0.001773	1.883
0,0,1,2,0,0	0.00222222	0.941111	0.004734	0.468236
0,0,1,2,0,3	0.00222222	0.943333	0.006492	0.340837
0,1,2,2,2,2	0.00222222	0.945556	0.004703	0.471337
0,1,1,0,1,0	0.00222222	0.947778	0.001206	1.84452
0,1,0,0,0,1	0.00222222	0.95	0.00183	1.21481
0,0,1,1,1,1	0.00222222	0.952222	0.001792	1.24061
0,0,0,1,1,1	0.00222222	0.954444	0.001235	1.80115
0,1,0,0,1,1	0.00222222	0.956667	0.001186	1.87566
0,1,1,0,0,0	0.00222222	0.958889	0.001856	1.19776
0,1,0,2,1,1	0.00222222	0.961111	0.001657	1.34187
0,1,0,0,2,3	0.00222222	0.963333	0.006284	0.352192
0,0,1,0,2,0	0.00222222	0.965556	0.00466	0.475707
0,0,1,0,1,1	0.00222222	0.967778	0.001249	1.78094
0,1,1,0,0,1	0.00222222	0.97	0.001219	1.82482
0,1,0,1,1,1	0.00111111	0.971111	0.001818	0.61074
0,1,0,1,1,2	0.00111111	0.972222	0.001584	0.701127
0,1,0,1,2,3	0.00111111	0.973333	0.003376	0.328374
0,1,0,2,0,0	0.00111111	0.974444	0.00471	0.235055
0,1,0,2,0,1	0.00111111	0.975556	0.001635	0.679222
0,1,0,2,0,3	0.00111111	0.976667	0.006509	0.169781
0,1,0,0,2,1	0.00111111	0.977778	0.001559	0.712388
0,1,0,0,1,2	0.00111111	0.978889	0.001544	0.71932
0,0,1,2,1,1	0.00111111	0.98	0.001592	0.697598
0,0,1,1,1,2	0.00111111	0.981111	0.001636	0.678806
0,1,1,0,1,1	0.00111111	0.982222	0.001926	0.57643
0,1,1,0,2,0	0.00111111	0.983333	0.001623	0.684252
0,1,1,1,0,0	0.00111111	0.984444	0.001236	0.898845
0,0,1,0,2,1	0.00111111	0.985556	0.001576	0.704692
0,0,0,1,2,1	0.00111111	0.986667	0.001593	0.697159
0,0,0,1,1,0	0.00111111	0.987778	0.001929	0.575532
0,1,1,1,1,2	0.00111111	0.988889	0.00481	0.230145
0,1,1,1,2,2	0.00111111	0.99	0.001621	0.685098
0,1,1,2,1,2	0.00111111	0.991111	0.001617	0.686796
0,1,1,2,2,3	0.00111111	0.992222	0.003184	0.348243
0,1,2,0,0,0	0.00111111	0.993333	0.004728	0.234156
0,1,2,0,0,2	0.00111111	0.994444	0.001543	0.719787
0,1,2,0,2,1	0.00111111	0.995556	0.000776	1.43232
0,1,2,2,1,1	0.00111111	0.996667	0.001543	0.719787
0,0,0,1,0,2	0.00111111	0.997778	0.004812	0.230049
0,1,2,3,0,0	0.00111111	0.998889	0.006441	0.171586
0,1,2,3,4,5	0.00111111	1	0.153329	0.0061423
