Run	Prob_1_Event	Prob_2_Events	Prob_3_Events	Prob_4_Events	Prob_5_Events	Prob_6_Events	Mean_Divergence_PopA_PopB	Mean_Divergence_PopC_PopD	Mean_Divergence_PopE_PopF	Mean_Divergence_PopG_PopH	Mean_Divergence_PopI_PopJ	Mean_Divergence_PopK_PopL	Gene_Length	Population_Size	Mutation_Rate	Samples_Simulated_Per_Pop	True_Number_Events	True_Divergence_PopA_PopB	True_Divergence_PopC_PopD	True_Divergence_PopE_PopF	True_Divergence_PopG_PopH	True_Divergence_PopI_PopJ	True_Divergence_PopK_PopL
1	0.647353	0.252747	0.078921	0.014985	0.004995	0.000999	0.000403	0.000477	0.000397	0.000408	0.000424	0.000497	1000	10000	1.00E-08	10	1	20000	20000	20000	20000	20000	20000
2	0.665335	0.253746	0.070929	0.008991	0	0.000999	0.000273	0.000255	0.00023	0.000358	0.000263	0.000273	1000	10000	1.00E-08	10	1	20000	20000	20000	20000	20000	20000
3	0.71029	0.230769	0.052947	0.004995	0	0.000999	0.000265	0.000256	0.000313	0.000226	0.000264	0.000249	1000	10000	1.00E-08	10	1	20000	20000	20000	20000	20000	20000
4	0.666334	0.242757	0.081918	0.006993	0.000999	0.000999	0.000331	0.000351	0.000346	0.000346	0.000368	0.000439	1000	10000	1.00E-08	10	1	20000	20000	20000	20000	20000	20000
5	0.732268	0.21978	0.040959	0.005994	0	0.000999	0.000335	0.000336	0.000356	0.000363	0.000349	0.00033	1000	10000	1.00E-08	10	1	20000	20000	20000	20000	20000	20000
6	0.79021	0.181818	0.022977	0.003996	0	0.000999	0.000247	0.000262	0.000249	0.000243	0.000259	0.000262	1000	10000	1.00E-08	10	1	20000	20000	20000	20000	20000	20000
7	0.413586	0.457542	0.108891	0.014985	0.003996	0.000999	0.000217	0.00018	0.000184	0.000881	0.000224	0.000242	1000	10000	1.00E-08	10	1	20000	20000	20000	20000	20000	20000
8	0.724276	0.224775	0.044955	0.002997	0.001998	0.000999	0.000283	0.000291	0.000259	0.000288	0.000302	0.000293	1000	10000	1.00E-08	10	1	20000	20000	20000	20000	20000	20000
9	0.722278	0.203796	0.058941	0.011988	0.001998	0.000999	0.000229	0.000217	0.000184	0.000201	0.000204	0.000306	1000	10000	1.00E-08	10	1	20000	20000	20000	20000	20000	20000
10	0.606394	0.282717	0.093906	0.013986	0.001998	0.000999	0.00048	0.000458	0.000445	0.000651	0.000461	0.000448	1000	10000	1.00E-08	10	1	20000	20000	20000	20000	20000	20000
11	0.026973	0.549451	0.316683	0.085914	0.017982	0.002997	0.000432	0.000467	0.000581	0.002846	0.000463	0.000424	1000	10000	1.00E-08	10	1	20000	20000	20000	20000	20000	20000
12	0.788212	0.180819	0.023976	0.005994	0	0.000999	0.000271	0.000252	0.000247	0.000259	0.000252	0.000249	1000	10000	1.00E-08	10	1	20000	20000	20000	20000	20000	20000
13	0.736264	0.211788	0.047952	0.002997	0	0.000999	0.000174	0.000171	0.000204	0.000165	0.000167	0.000155	1000	10000	1.00E-08	10	1	20000	20000	20000	20000	20000	20000
14	0.614386	0.316683	0.056943	0.010989	0	0.000999	0.000272	0.00026	0.000263	0.00026	0.000262	0.000318	1000	10000	1.00E-08	10	1	20000	20000	20000	20000	20000	20000
15	0.756244	0.195804	0.040959	0.004995	0	0.001998	0.000174	0.000196	0.000204	0.000191	0.000351	0.000199	1000	10000	1.00E-08	10	1	20000	20000	20000	20000	20000	20000
16	0.785215	0.178821	0.028971	0.005994	0	0.000999	0.000323	0.000292	0.000299	0.000307	0.000287	0.000287	1000	10000	1.00E-08	10	1	20000	20000	20000	20000	20000	20000
17	0.708292	0.233766	0.045954	0.00999	0.000999	0.000999	0.000218	0.000229	0.00021	0.0002	0.000234	0.000221	1000	10000	1.00E-08	10	1	20000	20000	20000	20000	20000	20000
18	0.693307	0.237762	0.055944	0.00999	0.001998	0.000999	0.000241	0.000267	0.000356	0.000251	0.000251	0.000249	1000	10000	1.00E-08	10	1	20000	20000	20000	20000	20000	20000
19	0.816184	0.152847	0.024975	0.004995	0	0.000999	0.000362	0.000342	0.000344	0.000349	0.00042	0.000406	1000	10000	1.00E-08	10	1	20000	20000	20000	20000	20000	20000
20	0.674326	0.240759	0.067932	0.014985	0.000999	0.000999	0.000203	0.000219	0.000195	0.000224	0.000201	0.000202	1000	10000	1.00E-08	10	1	20000	20000	20000	20000	20000	20000
21	0.728272	0.206793	0.056943	0.005994	0.000999	0.000999	0.000358	0.000343	0.00037	0.000436	0.00035	0.000335	1000	10000	1.00E-08	10	1	20000	20000	20000	20000	20000	20000
22	0.788212	0.173826	0.030969	0.005994	0	0.000999	0.00025	0.000251	0.000228	0.00036	0.000241	0.000245	1000	10000	1.00E-08	10	1	20000	20000	20000	20000	20000	20000
23	0.763237	0.198801	0.031968	0.004995	0	0.000999	0.000174	0.000165	0.000149	0.000183	0.000166	0.000167	1000	10000	1.00E-08	10	1	20000	20000	20000	20000	20000	20000
24	0.803197	0.162837	0.031968	0.000999	0	0.000999	0.000239	0.000243	0.000245	0.000238	0.000241	0.000272	1000	10000	1.00E-08	10	1	20000	20000	20000	20000	20000	20000
25	0.596404	0.281718	0.096903	0.01998	0.003996	0.000999	0.000216	0.000213	0.000223	0.000207	0.000209	0.000213	1000	10000	1.00E-08	10	1	20000	20000	20000	20000	20000	20000
26	0.741259	0.204795	0.044955	0.006993	0.000999	0.000999	0.000621	0.000666	0.000566	0.000541	0.000535	0.000609	1000	10000	1.00E-08	10	1	20000	20000	20000	20000	20000	20000
27	0.788212	0.175824	0.027972	0.005994	0.000999	0.000999	0.000297	0.000278	0.000301	0.000283	0.000295	0.00028	1000	10000	1.00E-08	10	1	20000	20000	20000	20000	20000	20000
28	0.793207	0.166833	0.034965	0.002997	0.000999	0.000999	0.000211	0.000208	0.000199	0.000213	0.0002	0.000204	1000	10000	1.00E-08	10	1	20000	20000	20000	20000	20000	20000
