model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.943333	0.943333	0.025867	626.917
0,1,1,1,1,1	0.02	0.963333	0.007405	2.73559
0,0,0,1,0,0	0.0177778	0.981111	0.007401	2.42745
0,1,1,0,1,1	0.00222222	0.983333	0.001862	1.19389
0,1,0,0,0,1	0.00222222	0.985556	0.001865	1.19197
0,1,0,0,0,0	0.00222222	0.987778	0.007531	0.293507
0,0,1,0,1,0	0.00111111	0.988889	0.001874	0.592456
0,0,1,0,2,2	0.00111111	0.99	0.001563	0.710562
0,0,1,1,0,1	0.00111111	0.991111	0.001278	0.869269
0,0,1,0,0,1	0.00111111	0.992222	0.001869	0.594044
0,0,1,0,0,0	0.00111111	0.993333	0.007567	0.145887
0,1,0,1,0,1	0.00111111	0.994444	0.001208	0.919705
0,1,0,1,1,1	0.00111111	0.995556	0.00184	0.603424
0,1,1,0,0,0	0.00111111	0.996667	0.001892	0.586809
0,0,0,0,1,0	0.00111111	0.997778	0.007352	0.150186
0,0,0,0,0,1	0.00111111	0.998889	0.007335	0.150537
0,1,2,2,1,2	0.00111111	1	0.001504	0.73848
