Run	Gene_Length	Population_Size	Mutation_Rate	Prob_1_Event	Prob_2_Events	Prob_3_Events	Prob_4_Events	Prob_5_Events	Prob_6_Events	Mean_Divergence_PopA_PopB	Mean_Divergence_PopC_PopD	Mean_Divergence_PopE_PopF	Mean_Divergence_PopG_PopH	Mean_Divergence_PopI_PopJ	Mean_Divergence_PopK_PopL	Gene_Length	Population_Size	Mutation_Rate	Samples_Simulated_Per_Pop	True_Number_Events	True_Divergence_PopA_PopB	True_Divergence_PopC_PopD	True_Divergence_PopE_PopF	True_Divergence_PopG_PopH	True_Divergence_PopI_PopJ	True_Divergence_PopK_PopL
1	X	Y	Z	0.336663	0.353646	0.1998	0.072927	0.031968	0.004995	0.000764	0.000909	0.000925	0.000938	0.001553	0.001018	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
2	X	Y	Z	0.032967	0.250749	0.327672	0.256743	0.103896	0.027972	0.000615	0.001326	0.001666	0.000978	0.000636	0.003074	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
3	X	Y	Z	0.315684	0.315684	0.237762	0.093906	0.02997	0.006993	0.000757	0.000742	0.001304	0.001103	0.001313	0.00096	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
4	X	Y	Z	0.034965	0.476523	0.331668	0.120879	0.028971	0.006993	0.000544	0.000728	0.000582	0.000646	0.000731	0.00323	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
5	X	Y	Z	0.075924	0.321678	0.327672	0.193806	0.064935	0.015984	0.000233	0.000628	0.000964	0.001193	0.001412	0.001195	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
6	X	Y	Z	0.194805	0.342657	0.261738	0.137862	0.055944	0.006993	0.000829	0.000648	0.001485	0.000644	0.001447	0.001218	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
7	X	Y	Z	0.062937	0.337662	0.336663	0.178821	0.073926	0.00999	0.000229	0.000917	0.000976	0.001412	0.001208	0.001275	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
8	X	Y	Z	0	0.181818	0.351648	0.302697	0.127872	0.035964	0.000576	0.000592	0.000858	0.001574	0.001109	0.005508	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
9	X	Y	Z	0.224775	0.380619	0.242757	0.117882	0.025974	0.007992	0.000678	0.000657	0.000697	0.001156	0.001717	0.000832	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
10	X	Y	Z	0.045954	0.2997	0.322677	0.224775	0.087912	0.018981	0.000261	0.000911	0.000673	0.000897	0.001131	0.002036	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
11	X	Y	Z	0.381618	0.343656	0.170829	0.081918	0.017982	0.003996	0.000676	0.00072	0.000979	0.000727	0.000977	0.001228	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
12	X	Y	Z	0.075924	0.274725	0.30969	0.230769	0.088911	0.01998	0.000566	0.000542	0.001321	0.001545	0.000841	0.002379	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
13	X	Y	Z	0.20979	0.345654	0.268731	0.131868	0.037962	0.005994	0.000519	0.000548	0.00119	0.000496	0.001352	0.001149	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
14	X	Y	Z	0.20979	0.351648	0.250749	0.132867	0.051948	0.002997	0.000866	0.000893	0.001284	0.001238	0.001228	0.002011	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
15	X	Y	Z	0.000999	0.115884	0.270729	0.352647	0.203796	0.055944	0.000147	0.000511	0.001542	0.001509	0.001864	0.003307	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
16	X	Y	Z	0.010989	0.165834	0.28971	0.287712	0.198801	0.046953	0.000653	0.002087	0.002103	0.000634	0.003421	0.003143	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
17	X	Y	Z	0.36963	0.325674	0.200799	0.080919	0.01998	0.002997	0.000922	0.001239	0.001176	0.001349	0.001417	0.001234	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
18	X	Y	Z	0.001998	0.284715	0.370629	0.252747	0.077922	0.011988	0.000195	0.000426	0.000851	0.00233	0.000337	0.00217	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
19	X	Y	Z	0.001998	0.265734	0.354645	0.25974	0.100899	0.016983	0.000314	0.000409	0.000439	0.000919	0.003122	0.002353	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
20	X	Y	Z	0.112887	0.35964	0.320679	0.151848	0.045954	0.008991	0.000358	0.000522	0.001194	0.000944	0.001477	0.000882	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
21	X	Y	Z	0.004995	0.091908	0.247752	0.326673	0.252747	0.075924	0.000801	0.001956	0.001046	0.003677	0.004546	0.00503	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
22	X	Y	Z	0.004995	0.094905	0.271728	0.31968	0.233766	0.074925	0.000858	0.001126	0.00197	0.002455	0.00512	0.003196	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
23	X	Y	Z	0	0.135864	0.286713	0.327672	0.190809	0.058941	0.000235	0.000368	0.000937	0.003325	0.003862	0.002834	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
24	X	Y	Z	0.008991	0.201798	0.304695	0.301698	0.144855	0.037962	0.000741	0.000586	0.000902	0.002866	0.002843	0.003213	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
25	X	Y	Z	0.006993	0.080919	0.258741	0.305694	0.265734	0.081918	0.000595	0.002452	0.003093	0.005321	0.003429	0.003691	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
26	X	Y	Z	0	0.066933	0.234765	0.344655	0.272727	0.080919	0.000532	0.000571	0.002597	0.001512	0.003515	0.005296	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
27	X	Y	Z	0.015984	0.165834	0.295704	0.303696	0.171828	0.046953	0.000836	0.002322	0.002316	0.001766	0.00474	0.002292	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
28	X	Y	Z	0	0.152847	0.294705	0.291708	0.193806	0.066933	0.000466	0.000476	0.003302	0.003412	0.004399	0.003929	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
29	X	Y	Z	0	0.070929	0.212787	0.330669	0.271728	0.113886	0.000323	0.001703	0.003078	0.003226	0.002169	0.004939	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
30	X	Y	Z	0.044955	0.183816	0.276723	0.290709	0.160839	0.042957	0.000894	0.00323	0.001963	0.0027	0.003631	0.002872	1000	10000	1.00E-08	10	6	10000	50000	90000	130000	170000	210000
