model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.915556	0.915556	0.026009	406.018
0,0,0,1,0,0	0.0322222	0.947778	0.007561	4.37023
0,1,0,0,0,0	0.0166667	0.964444	0.007256	2.31893
0,0,1,0,0,0	0.00555556	0.97	0.007342	0.755322
0,1,0,1,0,0	0.00444444	0.974444	0.001861	2.3944
0,1,0,2,0,0	0.00333333	0.977778	0.004633	0.718538
0,0,0,0,0,1	0.00222222	0.98	0.007293	0.303158
0,0,0,1,0,1	0.00222222	0.982222	0.001845	1.20491
0,0,1,0,1,1	0.00222222	0.984444	0.001282	1.73504
0,0,1,1,0,1	0.00222222	0.986667	0.001217	1.82782
0,1,1,0,1,1	0.00222222	0.988889	0.001858	1.19647
0,1,1,1,1,1	0.00222222	0.991111	0.00746	0.296321
0,1,0,1,1,0	0.00111111	0.992222	0.001241	0.895219
0,0,0,0,1,1	0.00111111	0.993333	0.001859	0.597245
0,1,0,2,0,1	0.00111111	0.994444	0.001576	0.704692
0,1,1,0,0,0	0.00111111	0.995556	0.001838	0.604082
0,0,0,0,1,0	0.00111111	0.996667	0.007496	0.14728
0,1,1,1,0,1	0.00111111	0.997778	0.001784	0.622401
0,0,1,0,1,0	0.00111111	0.998889	0.001793	0.619271
0,1,2,2,0,2	0.00111111	1	0.001634	0.679639
