generation 10000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	2566	0	10	0.263158	none	
ConcentrationScaler	418	360	3	0.0789474	2.56575	
TimeSizeRateMixer	1017	1047	6	0.157895	0.224148	
TimeRootSizeMixer	939	1169	6	0.157895	0.0877212	
EventTimeScaler	4505	3357	1	0.0263158	1.25408	
RootPopulationSizeScaler0	1918	1556	1	0.0263158	0.38264	
LeafPopulationSizeScaler0	2289	1210	1	0.0263158	1.27977	
RootPopulationSizeScaler1	1821	1669	1	0.0263158	0.441501	
LeafPopulationSizeScaler1	2328	1181	1	0.0263158	1.84933	
RootPopulationSizeScaler2	1778	1700	1	0.0263158	0.447439	
LeafPopulationSizeScaler2	2358	1102	1	0.0263158	1.72638	
RootPopulationSizeScaler3	1748	1757	1	0.0263158	0.448088	
LeafPopulationSizeScaler3	2382	1090	1	0.0263158	2.05216	
RootPopulationSizeScaler4	1763	1684	1	0.0263158	0.437462	
LeafPopulationSizeScaler4	2429	1076	1	0.0263158	2.02191	
RootPopulationSizeScaler5	1919	1583	1	0.0263158	0.398373	
LeafPopulationSizeScaler5	2456	1051	1	0.0263158	1.96175	
generation 20000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	5228	0	10	0.263158	none	
ConcentrationScaler	761	777	3	0.0789474	2.60872	
TimeSizeRateMixer	1999	2187	6	0.157895	0.228644	
TimeRootSizeMixer	1951	2229	6	0.157895	0.0903919	
EventTimeScaler	8654	7301	1	0.0263158	1.3294	
RootPopulationSizeScaler0	3658	3274	1	0.0263158	0.400542	
LeafPopulationSizeScaler0	4275	2641	1	0.0263158	1.41425	
RootPopulationSizeScaler1	3435	3460	1	0.0263158	0.451159	
LeafPopulationSizeScaler1	4219	2685	1	0.0263158	2.02616	
RootPopulationSizeScaler2	3361	3542	1	0.0263158	0.454934	
LeafPopulationSizeScaler2	4379	2481	1	0.0263158	1.9276	
RootPopulationSizeScaler3	3380	3545	1	0.0263158	0.456749	
LeafPopulationSizeScaler3	4405	2482	1	0.0263158	2.28594	
RootPopulationSizeScaler4	3360	3498	1	0.0263158	0.447708	
LeafPopulationSizeScaler4	4513	2442	1	0.0263158	2.25609	
RootPopulationSizeScaler5	3659	3289	1	0.0263158	0.417388	
LeafPopulationSizeScaler5	4546	2349	1	0.0263158	2.2094	
generation 30000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	7845	0	10	0.263158	none	
ConcentrationScaler	1174	1193	3	0.0789474	2.66414	
TimeSizeRateMixer	2959	3322	6	0.157895	0.230543	
TimeRootSizeMixer	2797	3346	6	0.157895	0.0901841	
EventTimeScaler	12520	11254	1	0.0263158	1.35878	
RootPopulationSizeScaler0	5359	5012	1	0.0263158	0.40923	
LeafPopulationSizeScaler0	6153	4203	1	0.0263158	1.48215	
RootPopulationSizeScaler1	5094	5249	1	0.0263158	0.457856	
LeafPopulationSizeScaler1	6167	4183	1	0.0263158	2.12416	
RootPopulationSizeScaler2	4962	5407	1	0.0263158	0.459217	
LeafPopulationSizeScaler2	6329	3950	1	0.0263158	2.03099	
RootPopulationSizeScaler3	4971	5414	1	0.0263158	0.459892	
LeafPopulationSizeScaler3	6392	3907	1	0.0263158	2.41596	
RootPopulationSizeScaler4	5005	5290	1	0.0263158	0.45453	
LeafPopulationSizeScaler4	6469	3901	1	0.0263158	2.37788	
RootPopulationSizeScaler5	5343	5012	1	0.0263158	0.426368	
LeafPopulationSizeScaler5	6541	3792	1	0.0263158	2.34011	
generation 40000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	10451	0	10	0.263158	none	
ConcentrationScaler	1562	1628	3	0.0789474	2.70219	
TimeSizeRateMixer	4001	4494	6	0.157895	0.232203	
TimeRootSizeMixer	3839	4414	6	0.157895	0.091954	
EventTimeScaler	16633	15379	1	0.0263158	1.38448	
RootPopulationSizeScaler0	7017	6763	1	0.0263158	0.415074	
LeafPopulationSizeScaler0	8088	5738	1	0.0263158	1.53262	
RootPopulationSizeScaler1	6719	7022	1	0.0263158	0.461633	
LeafPopulationSizeScaler1	8044	5709	1	0.0263158	2.18919	
RootPopulationSizeScaler2	6589	7232	1	0.0263158	0.462082	
LeafPopulationSizeScaler2	8202	5482	1	0.0263158	2.09448	
RootPopulationSizeScaler3	6552	7255	1	0.0263158	0.462541	
LeafPopulationSizeScaler3	8308	5408	1	0.0263158	2.5011	
RootPopulationSizeScaler4	6626	7101	1	0.0263158	0.459236	
LeafPopulationSizeScaler4	8343	5408	1	0.0263158	2.45329	
RootPopulationSizeScaler5	7022	6744	1	0.0263158	0.432964	
LeafPopulationSizeScaler5	8478	5278	1	0.0263158	2.42368	
generation 50000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	13054	0	10	0.263158	none	
ConcentrationScaler	1955	2062	3	0.0789474	2.72386	
TimeSizeRateMixer	4908	5610	6	0.157895	0.232935	
TimeRootSizeMixer	4759	5599	6	0.157895	0.0920044	
EventTimeScaler	20561	19357	1	0.0263158	1.40113	
RootPopulationSizeScaler0	8748	8474	1	0.0263158	0.420528	
LeafPopulationSizeScaler0	9952	7291	1	0.0263158	1.56795	
RootPopulationSizeScaler1	8354	8811	1	0.0263158	0.464764	
LeafPopulationSizeScaler1	9845	7361	1	0.0263158	2.23106	
RootPopulationSizeScaler2	8193	9058	1	0.0263158	0.464061	
LeafPopulationSizeScaler2	10098	7037	1	0.0263158	2.14574	
RootPopulationSizeScaler3	8156	9112	1	0.0263158	0.464768	
LeafPopulationSizeScaler3	10138	7014	1	0.0263158	2.55727	
RootPopulationSizeScaler4	8177	8960	1	0.0263158	0.461392	
LeafPopulationSizeScaler4	10256	6919	1	0.0263158	2.51543	
RootPopulationSizeScaler5	8678	8516	1	0.0263158	0.436902	
LeafPopulationSizeScaler5	10410	6789	1	0.0263158	2.49106	
generation 60000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	15698	0	10	0.263158	none	
ConcentrationScaler	2316	2491	3	0.0789474	2.73052	
TimeSizeRateMixer	5895	6734	6	0.157895	0.234364	
TimeRootSizeMixer	5826	6712	6	0.157895	0.0927959	
EventTimeScaler	24642	23575	1	0.0263158	1.41444	
RootPopulationSizeScaler0	10432	10183	1	0.0263158	0.424495	
LeafPopulationSizeScaler0	11754	8848	1	0.0263158	1.59551	
RootPopulationSizeScaler1	9887	10692	1	0.0263158	0.465686	
LeafPopulationSizeScaler1	11664	8985	1	0.0263158	2.26601	
RootPopulationSizeScaler2	9710	10931	1	0.0263158	0.464717	
LeafPopulationSizeScaler2	11908	8630	1	0.0263158	2.18294	
RootPopulationSizeScaler3	9687	10983	1	0.0263158	0.466135	
LeafPopulationSizeScaler3	11950	8607	1	0.0263158	2.60367	
RootPopulationSizeScaler4	9761	10775	1	0.0263158	0.463568	
LeafPopulationSizeScaler4	12123	8460	1	0.0263158	2.56292	
RootPopulationSizeScaler5	10235	10329	1	0.0263158	0.439201	
LeafPopulationSizeScaler5	12201	8419	1	0.0263158	2.53463	
generation 70000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	18313	0	10	0.263158	none	
ConcentrationScaler	2713	2937	3	0.0789474	2.73677	
TimeSizeRateMixer	6913	7900	6	0.157895	0.23546	
TimeRootSizeMixer	6886	7883	6	0.157895	0.0933461	
EventTimeScaler	28773	27721	1	0.0263158	1.4266	
RootPopulationSizeScaler0	12127	11946	1	0.0263158	0.427523	
LeafPopulationSizeScaler0	13590	10464	1	0.0263158	1.61675	
RootPopulationSizeScaler1	11492	12517	1	0.0263158	0.46723	
LeafPopulationSizeScaler1	13464	10628	1	0.0263158	2.29728	
RootPopulationSizeScaler2	11220	12821	1	0.0263158	0.465459	
LeafPopulationSizeScaler2	13702	10280	1	0.0263158	2.21118	
RootPopulationSizeScaler3	11280	12840	1	0.0263158	0.467922	
LeafPopulationSizeScaler3	13786	10176	1	0.0263158	2.64136	
RootPopulationSizeScaler4	11366	12609	1	0.0263158	0.465205	
LeafPopulationSizeScaler4	13974	10024	1	0.0263158	2.60131	
RootPopulationSizeScaler5	11912	12092	1	0.0263158	0.442513	
LeafPopulationSizeScaler5	14064	9998	1	0.0263158	2.57378	
generation 80000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	20943	0	10	0.263158	none	
ConcentrationScaler	3095	3384	3	0.0789474	2.74684	
TimeSizeRateMixer	7764	9022	6	0.157895	0.235423	
TimeRootSizeMixer	7808	9023	6	0.157895	0.093525	
EventTimeScaler	32472	31769	1	0.0263158	1.43342	
RootPopulationSizeScaler0	13740	13734	1	0.0263158	0.429481	
LeafPopulationSizeScaler0	15386	12075	1	0.0263158	1.63532	
RootPopulationSizeScaler1	13036	14395	1	0.0263158	0.467585	
LeafPopulationSizeScaler1	15246	12278	1	0.0263158	2.32146	
RootPopulationSizeScaler2	12855	14583	1	0.0263158	0.467331	
LeafPopulationSizeScaler2	15560	11856	1	0.0263158	2.24008	
RootPopulationSizeScaler3	12864	14700	1	0.0263158	0.469164	
LeafPopulationSizeScaler3	15566	11804	1	0.0263158	2.67324	
RootPopulationSizeScaler4	12936	14457	1	0.0263158	0.466392	
LeafPopulationSizeScaler4	15751	11671	1	0.0263158	2.63102	
RootPopulationSizeScaler5	13564	13878	1	0.0263158	0.44522	
LeafPopulationSizeScaler5	15909	11578	1	0.0263158	2.60899	
generation 90000:
name	number_accepted	number_rejected	weight	weight_prob	tuning_parameter
DirichletProcessGibbsSampler	23546	0	10	0.263158	none	
ConcentrationScaler	3509	3794	3	0.0789474	2.76471	
TimeSizeRateMixer	8733	10191	6	0.157895	0.235637	
TimeRootSizeMixer	8747	10116	6	0.157895	0.0937753	
EventTimeScaler	36297	35822	1	0.0263158	1.44149	
RootPopulationSizeScaler0	15345	15600	1	0.0263158	0.430566	
LeafPopulationSizeScaler0	17194	13682	1	0.0263158	1.65258	
RootPopulationSizeScaler1	14657	16216	1	0.0263158	0.469057	
LeafPopulationSizeScaler1	17026	13939	1	0.0263158	2.34346	
RootPopulationSizeScaler2	14423	16460	1	0.0263158	0.468287	
LeafPopulationSizeScaler2	17388	13468	1	0.0263158	2.26432	
RootPopulationSizeScaler3	14417	16567	1	0.0263158	0.470134	
LeafPopulationSizeScaler3	17411	13401	1	0.0263158	2.70319	
RootPopulationSizeScaler4	14565	16252	1	0.0263158	0.468231	
LeafPopulationSizeScaler4	17542	13297	1	0.0263158	2.65635	
