model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,1,1	0.156667	0.156667	0.001909	97.1274
0,0,0,0,1,2	0.12	0.276667	0.004745	28.602
0,0,1,1,1,1	0.06	0.336667	0.001826	34.8922
0,0,1,0,2,3	0.06	0.396667	0.00652	9.72601
0,0,1,1,2,3	0.0544444	0.451111	0.003196	17.9585
0,0,1,1,2,2	0.0466667	0.497778	0.000789	61.9929
0,0,1,0,1,1	0.0466667	0.544444	0.001214	40.2732
0,0,1,1,2,1	0.0433333	0.587778	0.0016	28.2648
0,0,1,0,2,2	0.0422222	0.63	0.001593	27.6292
0,0,1,2,3,4	0.0311111	0.661111	0.019146	1.64501
0,0,1,0,2,1	0.0277778	0.688889	0.001655	17.2351
0,0,1,2,3,3	0.0222222	0.711111	0.003262	6.94455
0,0,0,1,2,2	0.0222222	0.733333	0.001584	14.3253
0,0,1,2,1,1	0.0188889	0.752222	0.001659	11.5857
0,0,1,2,2,2	0.0177778	0.77	0.00164	11.0182
0,0,1,2,3,1	0.0166667	0.786667	0.003254	5.19176
0,0,0,1,2,3	0.0166667	0.803333	0.006326	2.66234
0,0,1,1,1,2	0.0155556	0.818889	0.001543	10.2249
0,0,0,1,1,1	0.0133333	0.832222	0.001261	10.703
0,0,1,2,1,3	0.0133333	0.845556	0.00321	4.1963
0,1,1,1,2,2	0.0111111	0.856667	0.001573	7.13177
0,0,0,0,1,0	0.0111111	0.867778	0.007371	1.51311
0,0,1,2,3,2	0.01	0.877778	0.003275	3.07418
0,0,1,0,1,2	0.01	0.887778	0.001538	6.55753
0,0,0,1,1,2	0.00777778	0.895556	0.001596	4.90366
0,1,2,3,4,5	0.00666667	0.902222	0.153154	0.0371099
0,1,0,0,2,2	0.00666667	0.908889	0.001554	4.31208
0,1,2,2,3,3	0.00555556	0.914444	0.003196	1.74241
0,1,2,2,3,4	0.00555556	0.92	0.019183	0.28564
0,0,1,2,2,3	0.00555556	0.925556	0.003197	1.74186
0,1,1,1,2,3	0.00555556	0.931111	0.006428	0.863516
0,1,0,0,2,3	0.00555556	0.936667	0.006405	0.866637
0,0,1,2,1,2	0.00444444	0.941111	0.000785	5.68252
0,1,2,1,2,2	0.00444444	0.945556	0.00153	2.91337
0,1,2,0,3,4	0.00444444	0.95	0.018959	0.231006
0,1,2,3,4,4	0.00444444	0.954444	0.019185	0.228232
0,0,0,1,2,1	0.00444444	0.958889	0.001612	2.76494
0,0,1,2,2,1	0.00444444	0.963333	0.00079	5.64653
0,1,1,0,2,3	0.00333333	0.966667	0.003224	1.03403
0,1,0,2,3,4	0.00333333	0.97	0.018889	0.173715
0,1,2,0,3,3	0.00333333	0.973333	0.003164	1.0537
0,1,2,2,2,2	0.00333333	0.976667	0.004594	0.724666
0,1,2,3,3,3	0.00222222	0.978889	0.006496	0.340626
0,1,2,0,2,2	0.00222222	0.981111	0.001622	1.37087
0,1,0,0,2,0	0.00222222	0.983333	0.004752	0.466454
0,1,0,1,2,2	0.00222222	0.985556	0.000772	2.88271
0,1,2,0,3,2	0.00111111	0.986667	0.003164	0.350451
0,1,1,2,3,1	0.00111111	0.987778	0.006337	0.17442
0,1,2,1,3,2	0.00111111	0.988889	0.003209	0.345521
0,1,2,1,3,4	0.00111111	0.99	0.019044	0.057297
0,1,1,2,2,2	0.00111111	0.991111	0.001644	0.675498
0,1,2,2,2,3	0.00111111	0.992222	0.006419	0.172177
0,1,2,2,3,2	0.00111111	0.993333	0.006414	0.172313
0,1,1,1,2,1	0.00111111	0.994444	0.004754	0.232869
0,1,0,2,3,3	0.00111111	0.995556	0.003265	0.339576
0,1,0,2,2,2	0.00111111	0.996667	0.001582	0.702015
0,1,2,3,4,3	0.00111111	0.997778	0.018976	0.0575063
0,0,1,0,2,0	0.00111111	0.998889	0.004708	0.235155
0,0,0,0,0,1	0.00111111	1	0.007381	0.149592
