model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.826667	0.826667	0.026104	177.932
0,1,1,1,1,1	0.0322222	0.858889	0.007372	4.48313
0,0,0,0,1,0	0.0177778	0.876667	0.007262	2.47426
0,0,0,1,0,0	0.0144444	0.891111	0.007457	1.95076
0,1,0,0,0,0	0.0122222	0.903333	0.007396	1.66062
0,0,0,0,0,1	0.00777778	0.911111	0.007306	1.06508
0,1,1,1,0,1	0.00777778	0.918889	0.001847	4.2362
0,0,1,0,0,0	0.00777778	0.926667	0.007599	1.02371
0,0,1,1,1,1	0.00666667	0.933333	0.001856	3.60935
0,1,1,0,0,1	0.00666667	0.94	0.001205	5.56292
0,0,1,1,0,0	0.00555556	0.945556	0.001882	2.96285
0,1,0,0,1,0	0.00444444	0.95	0.001829	2.43637
0,1,1,0,0,0	0.00333333	0.953333	0.001823	1.83126
0,1,1,0,1,1	0.00333333	0.956667	0.001912	1.74586
0,0,1,0,1,1	0.00333333	0.96	0.001275	2.61978
0,1,1,1,1,0	0.00333333	0.963333	0.001909	1.74861
0,0,1,0,0,1	0.00333333	0.966667	0.001791	1.86404
0,1,0,0,0,2	0.00222222	0.968889	0.004743	0.467343
0,1,1,1,0,0	0.00222222	0.971111	0.001219	1.82482
0,0,0,1,0,1	0.00222222	0.973333	0.001843	1.20622
0,0,1,1,0,1	0.00222222	0.975556	0.001239	1.79533
0,0,0,1,2,0	0.00222222	0.977778	0.004742	0.467442
0,0,1,0,0,2	0.00222222	0.98	0.004717	0.469931
0,1,0,1,0,1	0.00222222	0.982222	0.00123	1.80848
0,1,0,1,1,1	0.00222222	0.984444	0.001878	1.1837
0,0,1,0,2,1	0.00111111	0.985556	0.001551	0.716068
0,0,1,0,1,0	0.00111111	0.986667	0.001809	0.613784
0,1,0,1,0,0	0.00111111	0.987778	0.001871	0.593408
0,0,1,1,1,0	0.00111111	0.988889	0.001294	0.858507
0,1,0,0,1,1	0.00111111	0.99	0.001252	0.887344
0,0,1,2,1,2	0.00111111	0.991111	0.000807	1.37726
0,0,0,0,1,1	0.00111111	0.992222	0.001909	0.581573
0,1,1,1,1,2	0.00111111	0.993333	0.004788	0.231207
0,1,1,1,2,2	0.00111111	0.994444	0.001567	0.708745
0,1,1,2,0,0	0.00111111	0.995556	0.001652	0.672221
0,1,1,2,0,2	0.00111111	0.996667	0.000837	1.32786
0,1,1,2,1,3	0.00111111	0.997778	0.006386	0.173073
0,1,2,0,2,2	0.00111111	0.998889	0.001594	0.696721
0,1,2,1,1,0	0.00111111	1	0.001554	0.714684
