model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.838889	0.838889	0.026025	194.866
0,1,0,0,0,0	0.08	0.918889	0.007408	11.6512
0,0,0,0,1,0	0.0155556	0.934444	0.007329	2.1402
0,1,1,0,0,0	0.0122222	0.946667	0.001863	6.62931
0,0,1,0,0,0	0.0111111	0.957778	0.007333	1.52101
0,1,0,0,1,0	0.00777778	0.965556	0.001875	4.17283
0,0,0,1,0,0	0.00555556	0.971111	0.007438	0.745501
0,0,0,0,0,1	0.00444444	0.975556	0.007395	0.599225
0,1,1,0,1,0	0.00333333	0.978889	0.001152	2.89985
0,0,1,0,1,0	0.00333333	0.982222	0.001844	1.81037
0,1,0,0,2,0	0.00222222	0.984444	0.004805	0.461284
0,1,2,0,2,0	0.00222222	0.986667	0.001614	1.37768
0,1,2,0,0,0	0.00222222	0.988889	0.004809	0.460899
0,0,0,1,1,1	0.00222222	0.991111	0.001236	1.79969
0,0,1,1,0,1	0.00111111	0.992222	0.001282	0.866553
0,1,0,2,0,2	0.00111111	0.993333	0.001588	0.699358
0,0,1,1,0,0	0.00111111	0.994444	0.001838	0.604082
0,0,0,0,1,1	0.00111111	0.995556	0.001833	0.605733
0,1,0,0,1,1	0.00111111	0.996667	0.001218	0.912145
0,1,1,0,2,0	0.00111111	0.997778	0.001564	0.710107
0,0,0,0,1,2	0.00111111	0.998889	0.004774	0.231889
0,1,0,2,2,0	0.00111111	1	0.001558	0.712846
