model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.941111	0.941111	0.025715	605.49
0,1,0,0,0,0	0.0466667	0.987778	0.007362	6.6002
0,0,0,1,0,0	0.00222222	0.99	0.007281	0.303661
0,0,1,0,0,0	0.00222222	0.992222	0.007349	0.300831
0,1,1,1,1,1	0.00222222	0.994444	0.007365	0.300172
0,0,0,0,1,0	0.00111111	0.995556	0.007466	0.147876
0,0,1,1,1,1	0.00111111	0.996667	0.001805	0.615146
0,1,1,0,0,0	0.00111111	0.997778	0.001863	0.595961
0,1,1,0,0,1	0.00111111	0.998889	0.001199	0.926617
0,1,0,1,0,0	0.00111111	1	0.001774	0.625915
