model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.938889	0.938889	0.025945	576.798
0,0,1,0,0,0	0.0266667	0.965556	0.007517	3.61731
0,1,1,1,1,1	0.00888889	0.974444	0.007378	1.20662
0,1,0,0,0,0	0.00444444	0.978889	0.007388	0.599797
0,0,0,0,1,0	0.00333333	0.982222	0.00734	0.452307
0,1,0,1,1,1	0.00222222	0.984444	0.001845	1.20491
0,0,0,1,1,1	0.00222222	0.986667	0.001287	1.72829
0,0,1,0,1,0	0.00111111	0.987778	0.001744	0.636701
0,0,1,1,0,0	0.00111111	0.988889	0.001822	0.609396
0,0,0,0,1,1	0.00111111	0.99	0.001908	0.581879
0,1,0,1,0,1	0.00111111	0.991111	0.001265	0.878213
0,0,0,1,1,0	0.00111111	0.992222	0.001859	0.597245
0,1,0,1,1,2	0.00111111	0.993333	0.001596	0.695847
0,1,1,0,0,1	0.00111111	0.994444	0.001204	0.922764
0,1,1,1,0,1	0.00111111	0.995556	0.001877	0.591507
0,1,1,1,1,0	0.00111111	0.996667	0.00182	0.610067
0,0,0,0,0,1	0.00111111	0.997778	0.007585	0.145539
0,1,1,1,2,1	0.00111111	0.998889	0.004764	0.232378
0,1,1,2,1,1	0.00111111	1	0.004736	0.233758
