model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.957778	0.957778	0.025937	851.905
0,1,1,1,1,1	0.0144444	0.972222	0.007345	1.98073
0,0,1,0,0,0	0.01	0.982222	0.00739	1.35675
0,1,1,1,0,1	0.00333333	0.985556	0.0019	1.75691
0,1,0,0,0,0	0.00333333	0.988889	0.007444	0.445941
0,0,0,0,1,0	0.00222222	0.991111	0.007383	0.299435
0,0,0,0,0,1	0.00222222	0.993333	0.007527	0.293664
0,0,1,0,1,1	0.00111111	0.994444	0.001268	0.876133
0,1,1,0,1,1	0.00111111	0.995556	0.001877	0.591507
0,0,0,1,0,0	0.00111111	0.996667	0.00724	0.152527
0,1,1,1,1,0	0.00111111	0.997778	0.001847	0.601133
0,0,0,0,1,1	0.00111111	0.998889	0.001919	0.578537
0,1,2,1,1,1	0.00111111	1	0.004802	0.23053
