Run	Prob_1_Event	Prob_2_Events	Prob_3_Events	Prob_4_Events	Prob_5_Events	Prob_6_Events	Mean_Divergence_PopA_PopB	Mean_Divergence_PopC_PopD	Mean_Divergence_PopE_PopF	Mean_Divergence_PopG_PopH	Mean_Divergence_PopI_PopJ	Mean_Divergence_PopK_PopL	Gene_Length	Population_Size	Mutation_Rate	Samples_Simulated_Per_Pop	True_Number_Events	True_Divergence_PopA_PopB	True_Divergence_PopC_PopD	True_Divergence_PopE_PopF	True_Divergence_PopG_PopH	True_Divergence_PopI_PopJ	True_Divergence_PopK_PopL
1	0.967033	0.030969	0.000999	0	0	0.000999	0.000013	0.000008	0.000014	0.000008	0.000008	0.000008	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
2	0.956044	0.040959	0.001998	0	0	0.000999	0.000007	0.000024	0.000007	0.000007	0.000007	0.000007	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
3	0.978022	0.020979	0	0	0	0.000999	0.000009	0.00001	0.00001	0.000009	0.00001	0.000009	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
4	0.936064	0.05994	0.002997	0	0	0.000999	0.000017	0.000012	0.000011	0.000022	0.000011	0.000012	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
5	0.925075	0.064935	0.007992	0.000999	0	0.000999	0.000039	0.00003	0.000041	0.000032	0.000031	0.000036	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
6	0.803197	0.186813	0.008991	0	0	0.000999	0.000036	0.000034	0.000033	0.000033	0.000034	0.000095	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
7	0.956044	0.042957	0	0	0	0.000999	0.000012	0.000006	0.000007	0.000007	0.000007	0.000006	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
8	0.9001	0.08991	0.008991	0	0	0.000999	0.000009	0.000035	0.000009	0.000032	0.000009	0.000009	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
9	0.857143	0.12987	0.010989	0.000999	0	0.000999	0.000045	0.000033	0.000039	0.000034	0.000077	0.000035	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
10	0.97003	0.028971	0	0	0	0.000999	0.00001	0.000011	0.00001	0.00001	0.00001	0.000016	1000	10000	1.00E-08	10	3	10000	10000	170000	170000	330000	330000
