model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.27	0.27	0.026038	13.8349
0,1,0,0,0,0	0.0677778	0.337778	0.007404	9.74707
0,0,0,0,1,1	0.0466667	0.384444	0.001906	25.6337
0,1,1,1,0,0	0.0388889	0.423333	0.001208	33.4549
0,0,0,0,0,1	0.0288889	0.452222	0.007462	3.95689
0,0,1,0,0,0	0.0188889	0.471111	0.007315	2.61267
0,1,0,1,0,0	0.0177778	0.488889	0.001827	9.8886
0,1,0,2,0,0	0.0177778	0.506667	0.004685	3.8452
0,1,1,0,0,0	0.0166667	0.523333	0.001808	9.35758
0,0,0,1,0,0	0.0155556	0.538889	0.007339	2.13727
0,1,2,1,0,0	0.0144444	0.553333	0.001535	9.53332
0,1,2,2,2,2	0.0122222	0.565556	0.004721	2.60857
0,1,1,1,1,1	0.0122222	0.577778	0.007456	1.64716
0,1,1,2,0,0	0.0122222	0.59	0.001577	7.83382
0,0,0,0,1,0	0.0122222	0.602222	0.007271	1.68938
0,1,2,0,0,0	0.0122222	0.614444	0.004853	2.53728
0,1,1,1,2,2	0.01	0.624444	0.001623	6.21357
0,1,2,3,0,0	0.01	0.634444	0.006525	1.53795
0,0,0,0,1,2	0.01	0.644444	0.004894	2.05386
0,1,0,0,2,2	0.01	0.654444	0.001608	6.27162
0,0,0,1,1,1	0.00888889	0.663333	0.001223	7.32432
0,1,0,0,0,2	0.00888889	0.672222	0.004716	1.89277
0,0,1,0,2,2	0.00888889	0.681111	0.001526	5.86823
0,0,1,1,1,1	0.00888889	0.69	0.001903	4.70391
0,0,1,0,1,1	0.00777778	0.697778	0.001216	6.4385
0,1,0,2,3,3	0.00777778	0.705556	0.003288	2.37621
0,1,2,0,3,3	0.00666667	0.712222	0.003314	2.01846
0,1,0,0,2,0	0.00666667	0.718889	0.004708	1.41882
0,1,1,1,1,0	0.00666667	0.725556	0.001792	3.73849
0,1,1,1,0,2	0.00555556	0.731111	0.001546	3.60799
0,1,2,3,4,4	0.00555556	0.736667	0.019143	0.286248
0,1,2,2,3,3	0.00555556	0.742222	0.003257	1.70967
0,1,1,0,2,2	0.00555556	0.747778	0.000759	7.35488
0,1,2,2,0,0	0.00555556	0.753333	0.001572	3.54823
0,1,2,3,4,5	0.00444444	0.757778	0.152944	0.0247247
0,1,0,1,2,2	0.00444444	0.762222	0.000778	5.73369
0,1,1,1,2,0	0.00444444	0.766667	0.001518	2.93644
0,1,0,1,1,0	0.00444444	0.771111	0.001265	3.52462
0,0,0,1,1,0	0.00444444	0.775556	0.001851	2.40736
0,1,2,2,2,0	0.00444444	0.78	0.001637	2.72265
0,0,0,1,2,0	0.00444444	0.784444	0.0048	0.925595
0,1,0,1,0,2	0.00444444	0.788889	0.001603	2.78049
0,0,1,0,1,0	0.00444444	0.793333	0.001765	2.52488
0,0,0,1,2,2	0.00444444	0.797778	0.001588	2.8068
0,1,1,1,2,3	0.00444444	0.802222	0.006472	0.68532
0,1,2,0,2,2	0.00444444	0.806667	0.001661	2.68325
0,1,1,2,0,3	0.00444444	0.811111	0.003252	1.36832
0,1,2,0,3,0	0.00333333	0.814444	0.006292	0.528201
0,1,2,1,3,3	0.00333333	0.817778	0.003098	1.07622
0,1,1,1,2,1	0.00333333	0.821111	0.004713	0.706285
0,1,0,1,0,1	0.00333333	0.824444	0.001255	2.66158
0,1,0,0,0,1	0.00333333	0.827778	0.001826	1.82824
0,1,2,3,2,2	0.00333333	0.831111	0.006393	0.519803
0,1,0,1,1,1	0.00333333	0.834444	0.001821	1.83327
0,1,2,3,4,1	0.00333333	0.837778	0.018919	0.173435
0,0,1,0,1,2	0.00333333	0.841111	0.001648	2.02607
0,0,1,0,2,0	0.00333333	0.844444	0.004692	0.709461
0,0,0,1,0,1	0.00333333	0.847778	0.001846	1.8084
0,1,1,0,2,3	0.00333333	0.851111	0.00318	1.04838
0,1,1,0,2,0	0.00333333	0.854444	0.001636	2.04096
0,1,0,2,0,2	0.00333333	0.857778	0.0016	2.08696
0,0,1,2,1,1	0.00333333	0.861111	0.00155	2.15439
0,1,1,0,0,2	0.00333333	0.864444	0.001519	2.19842
0,1,0,2,3,0	0.00333333	0.867778	0.006481	0.5127
0,1,1,0,1,1	0.00222222	0.87	0.001822	1.22015
0,0,0,1,2,3	0.00222222	0.872222	0.006432	0.344037
0,0,1,2,1,3	0.00222222	0.874444	0.00311	0.713905
0,1,2,3,4,2	0.00222222	0.876667	0.018943	0.115345
0,0,1,1,1,2	0.00222222	0.878889	0.001581	1.40648
0,1,0,2,3,4	0.00222222	0.881111	0.018916	0.115513
0,0,1,1,1,0	0.00222222	0.883333	0.001155	1.92606
0,0,1,2,2,2	0.00222222	0.885556	0.00165	1.34757
0,1,1,0,1,0	0.00222222	0.887778	0.001214	1.83235
0,1,2,3,3,0	0.00222222	0.89	0.003251	0.682846
0,0,1,2,3,0	0.00222222	0.892222	0.006296	0.351517
0,1,2,3,0,4	0.00222222	0.894444	0.018972	0.115165
0,1,2,3,0,2	0.00222222	0.896667	0.003182	0.697701
0,0,0,1,0,2	0.00222222	0.898889	0.004854	0.456605
0,0,1,1,0,0	0.00222222	0.901111	0.001831	1.21414
0,1,1,1,0,1	0.00222222	0.903333	0.001803	1.23303
0,0,0,1,1,2	0.00222222	0.905556	0.001542	1.44211
0,1,2,2,0,3	0.00222222	0.907778	0.003295	0.673697
0,1,2,2,0,2	0.00222222	0.91	0.00155	1.43466
0,1,1,1,1,2	0.00222222	0.912222	0.004859	0.456133
0,0,1,2,1,0	0.00222222	0.914444	0.00155	1.43466
0,1,2,1,3,4	0.00222222	0.916667	0.018961	0.115233
0,1,0,0,2,3	0.00222222	0.918889	0.006396	0.345986
0,0,1,1,2,3	0.00222222	0.921111	0.003247	0.68369
0,0,1,0,0,2	0.00222222	0.923333	0.004739	0.467739
0,1,2,1,2,2	0.00222222	0.925556	0.001553	1.43188
0,0,1,2,0,0	0.00222222	0.927778	0.004757	0.465961
0,1,2,1,1,3	0.00222222	0.93	0.00657	0.336764
0,1,1,2,2,2	0.00222222	0.932222	0.00161	1.38111
0,1,2,1,1,0	0.00222222	0.934444	0.001531	1.45249
0,1,0,0,1,0	0.00222222	0.936667	0.001835	1.21149
0,1,1,2,3,3	0.00222222	0.938889	0.003292	0.674313
0,1,1,2,3,4	0.00222222	0.941111	0.019	0.114992
0,1,2,0,3,4	0.00222222	0.943333	0.019188	0.113844
0,1,0,0,1,1	0.00222222	0.945556	0.001284	1.73233
0,1,2,0,2,0	0.00222222	0.947778	0.001604	1.38628
0,1,2,0,0,3	0.00111111	0.948889	0.006514	0.16965
0,1,2,0,2,1	0.00111111	0.95	0.000784	1.4177
0,1,0,0,1,2	0.00111111	0.951111	0.001528	0.726863
0,1,2,0,2,3	0.00111111	0.952222	0.003267	0.339367
0,1,2,0,0,2	0.00111111	0.953333	0.001588	0.699358
0,1,2,0,3,2	0.00111111	0.954444	0.003187	0.347914
0,1,0,2,2,2	0.00111111	0.955556	0.001574	0.705588
0,0,1,0,0,1	0.00111111	0.956667	0.001797	0.61789
0,1,1,2,3,0	0.00111111	0.957778	0.003143	0.3528
0,1,2,1,0,1	0.00111111	0.958889	0.001612	0.688929
0,1,1,2,2,3	0.00111111	0.96	0.003155	0.351454
0,1,2,1,1,1	0.00111111	0.961111	0.004732	0.233957
0,1,0,2,2,0	0.00111111	0.962222	0.001541	0.720722
0,1,2,1,2,1	0.00111111	0.963333	0.001581	0.702459
0,1,1,2,0,1	0.00111111	0.964444	0.001616	0.687221
0,1,2,1,3,0	0.00111111	0.965556	0.003147	0.35235
0,1,2,1,3,1	0.00111111	0.966667	0.006359	0.173812
0,0,1,2,0,2	0.00111111	0.967778	0.001625	0.683409
0,0,1,1,2,2	0.00111111	0.968889	0.000785	1.41589
0,1,0,1,1,2	0.00111111	0.97	0.001543	0.719787
0,1,2,2,0,1	0.00111111	0.971111	0.000763	1.45675
0,1,0,1,2,0	0.00111111	0.972222	0.001649	0.673446
0,1,0,1,2,1	0.00111111	0.973333	0.001568	0.708293
0,1,2,2,1,3	0.00111111	0.974444	0.003236	0.342629
0,0,1,2,3,4	0.00111111	0.975556	0.019138	0.0570101
0,1,2,2,2,1	0.00111111	0.976667	0.001593	0.697159
0,0,1,0,2,1	0.00111111	0.977778	0.001578	0.703797
0,1,2,2,3,0	0.00111111	0.978889	0.003066	0.361688
0,1,2,2,3,1	0.00111111	0.98	0.003258	0.340308
0,1,2,2,3,2	0.00111111	0.981111	0.0064	0.172692
0,0,1,2,3,1	0.00111111	0.982222	0.003286	0.337399
0,1,2,2,3,4	0.00111111	0.983333	0.018737	0.058254
0,1,0,1,2,3	0.00111111	0.984444	0.003199	0.346605
0,1,2,3,0,1	0.00111111	0.985556	0.00324	0.342205
0,0,1,1,0,1	0.00111111	0.986667	0.00126	0.881703
0,1,2,3,0,3	0.00111111	0.987778	0.003269	0.339159
0,0,1,1,2,0	0.00111111	0.988889	0.001572	0.706488
0,1,2,3,1,4	0.00111111	0.99	0.019124	0.0570526
0,1,2,3,2,0	0.00111111	0.991111	0.003225	0.343801
0,1,1,0,1,2	0.00111111	0.992222	0.001615	0.687647
0,1,0,2,0,3	0.00111111	0.993333	0.006365	0.173648
0,1,2,3,3,3	0.00111111	0.994444	0.006594	0.167578
0,1,2,3,3,4	0.00111111	0.995556	0.019085	0.0571715
0,1,0,2,1,1	0.00111111	0.996667	0.001631	0.680891
0,1,0,2,1,2	0.00111111	0.997778	0.000766	1.45104
0,1,0,2,2,3	0.00111111	0.998889	0.003231	0.343161
0,1,1,2,1,2	0.00111111	1	0.001631	0.680891
