model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.917778	0.917778	0.025789	421.664
0,0,0,1,0,0	0.03	0.947778	0.007534	4.07417
0,1,0,0,0,0	0.00888889	0.956667	0.007419	1.1999
0,1,1,1,1,1	0.00777778	0.964444	0.007176	1.08452
0,1,1,0,1,1	0.00666667	0.971111	0.001878	3.56699
0,0,0,0,0,1	0.00666667	0.977778	0.007329	0.909022
0,0,0,0,1,0	0.00333333	0.981111	0.007333	0.452742
0,0,1,1,1,1	0.00222222	0.983333	0.001916	1.16018
0,1,0,2,0,0	0.00222222	0.985556	0.004763	0.465371
0,1,0,1,0,0	0.00222222	0.987778	0.001845	1.20491
0,0,1,1,1,0	0.00111111	0.988889	0.001257	0.88381
0,0,1,1,0,1	0.00111111	0.99	0.001153	0.963629
0,0,1,0,0,0	0.00111111	0.991111	0.00724	0.152527
0,1,0,0,1,0	0.00111111	0.992222	0.001867	0.594681
0,0,1,1,0,0	0.00111111	0.993333	0.001813	0.612427
0,1,0,1,1,0	0.00111111	0.994444	0.001238	0.897391
0,0,1,0,1,1	0.00111111	0.995556	0.001222	0.909155
0,1,1,0,0,1	0.00111111	0.996667	0.001209	0.918943
0,0,1,0,0,1	0.00111111	0.997778	0.001837	0.604411
0,1,1,1,1,0	0.00111111	0.998889	0.001878	0.591192
0,1,0,0,0,1	0.00111111	1	0.001825	0.608393
