model	post_prob	cumulative_post_prob	prior_prob	bf
0,1,2,3,4,5	0.124444	0.124444	0.153637	0.782984
0,1,1,1,1,2	0.08	0.204444	0.004844	17.8644
0,1,2,3,1,4	0.0666667	0.271111	0.018943	3.69928
0,1,1,2,1,3	0.0466667	0.317778	0.006541	7.43477
0,0,0,0,0,1	0.0422222	0.36	0.007335	5.96594
0,0,1,1,0,2	0.0388889	0.398889	0.001629	24.7984
0,1,2,2,3,4	0.0388889	0.437778	0.019076	2.08065
0,1,2,2,1,3	0.0377778	0.475556	0.003183	12.2953
0,0,1,2,3,4	0.0366667	0.512222	0.018896	1.97624
0,0,1,2,0,3	0.0366667	0.548889	0.006473	5.8421
0,1,2,2,2,3	0.0344444	0.583333	0.006386	5.55048
0,1,2,3,2,4	0.0344444	0.617778	0.019008	1.84107
0,1,2,3,3,4	0.0288889	0.646667	0.019158	1.52304
0,1,1,2,3,4	0.0288889	0.675556	0.019073	1.52996
0,1,2,1,1,3	0.0266667	0.702222	0.006398	4.25476
0,1,1,1,2,3	0.0244444	0.726667	0.006417	3.87972
0,0,1,1,2,3	0.0222222	0.748889	0.003228	7.01794
0,0,0,1,0,2	0.0211111	0.77	0.004815	4.45744
0,1,2,1,3,4	0.0188889	0.788889	0.019107	0.988365
0,0,1,1,1,2	0.0188889	0.807778	0.001528	12.5806
0,1,2,3,0,4	0.0177778	0.825556	0.019005	0.934258
0,1,2,2,0,3	0.0144444	0.84	0.00331	4.41318
0,0,1,2,1,3	0.0144444	0.854444	0.00323	4.52285
0,1,2,1,2,3	0.0144444	0.868889	0.003189	4.58119
0,0,1,0,0,2	0.0133333	0.882222	0.00474	2.83744
0,1,1,2,0,3	0.0122222	0.894444	0.003218	3.8327
0,1,1,1,0,2	0.0122222	0.906667	0.00168	7.35278
0,1,1,2,2,3	0.00888889	0.915556	0.003272	2.73205
0,0,0,1,2,3	0.00777778	0.923333	0.006407	1.21563
0,0,1,2,2,3	0.00777778	0.931111	0.003197	2.44407
0,1,0,0,0,2	0.00777778	0.938889	0.00483	1.61509
0,0,0,0,1,2	0.00666667	0.945556	0.00486	1.37424
0,1,0,2,0,3	0.00666667	0.952222	0.006337	1.05237
0,1,0,2,3,4	0.00444444	0.956667	0.01888	0.231992
0,1,0,0,2,3	0.00333333	0.96	0.006522	0.509456
0,1,0,1,0,2	0.00333333	0.963333	0.001548	2.15717
0,0,1,0,2,3	0.00333333	0.966667	0.006421	0.517522
0,1,2,1,0,3	0.00333333	0.97	0.003164	1.0537
0,1,2,0,3,4	0.00333333	0.973333	0.019099	0.171768
0,1,2,0,1,3	0.00222222	0.975556	0.003237	0.685809
0,1,0,1,1,2	0.00222222	0.977778	0.001605	1.38542
0,1,2,1,1,2	0.00222222	0.98	0.001526	1.45726
0,1,0,2,1,3	0.00222222	0.982222	0.00317	0.700351
0,0,1,2,3,1	0.00111111	0.983333	0.003253	0.340833
0,1,1,2,3,2	0.00111111	0.984444	0.003112	0.356326
0,0,1,2,3,2	0.00111111	0.985556	0.003165	0.35034
0,1,1,2,1,2	0.00111111	0.986667	0.001552	0.715606
0,0,1,2,0,1	0.00111111	0.987778	0.001589	0.698917
0,1,2,2,3,2	0.00111111	0.988889	0.006356	0.173895
0,0,1,1,2,1	0.00111111	0.99	0.001594	0.696721
0,1,0,2,2,3	0.00111111	0.991111	0.003239	0.342311
0,1,2,0,0,2	0.00111111	0.992222	0.001518	0.731659
0,1,2,3,2,3	0.00111111	0.993333	0.003111	0.356441
0,1,0,1,2,3	0.00111111	0.994444	0.003186	0.348024
0,1,2,0,0,3	0.00111111	0.995556	0.0063	0.175451
0,1,2,3,4,1	0.00111111	0.996667	0.018833	0.0579514
0,1,2,3,4,2	0.00111111	0.997778	0.01891	0.0577109
0,1,2,3,4,3	0.00111111	0.998889	0.01903	0.0573399
0,0,1,0,1,2	0.00111111	1	0.001571	0.706938
