Run	Gene_Length	Population_Size	Mutation_Rate	Prob_1_Event	Prob_2_Events	Prob_3_Events	Prob_4_Events	Prob_5_Events	Prob_6_Events	Mean_Divergence_PopA_PopB	Mean_Divergence_PopC_PopD	Mean_Divergence_PopE_PopF	Mean_Divergence_PopG_PopH	Mean_Divergence_PopI_PopJ	Mean_Divergence_PopK_PopL	Gene_Length	Population_Size	Mutation_Rate	Samples_Simulated_Per_Pop	True_Number_Events	True_Divergence_PopA_PopB	True_Divergence_PopC_PopD	True_Divergence_PopE_PopF	True_Divergence_PopG_PopH	True_Divergence_PopI_PopJ	True_Divergence_PopK_PopL
1	X	Y	Z	0.929071	0.065934	0.003996	0	0	0.000999	0.000041	0.000052	0.000042	0.00005	0.000043	0.000041	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
2	X	Y	Z	0.956044	0.041958	0.000999	0	0	0.000999	0.000013	0.000013	0.00002	0.000013	0.000013	0.000013	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
3	X	Y	Z	0.895105	0.090909	0.012987	0	0	0.000999	0.000058	0.00006	0.000067	0.000058	0.000061	0.000067	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
4	X	Y	Z	0.991009	0.007992	0	0	0	0.000999	0.000005	0.000005	0.000005	0.000005	0.000005	0.000005	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
5	X	Y	Z	0.979021	0.01998	0	0	0	0.000999	0.000006	0.000006	0.000006	0.000006	0.000007	0.000006	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
6	X	Y	Z	0.925075	0.065934	0.006993	0.000999	0	0.000999	0.000014	0.000014	0.000026	0.000014	0.000027	0.000014	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
7	X	Y	Z	0.969031	0.02997	0	0	0	0.000999	0.000006	0.000007	0.000006	0.000006	0.000006	0.000019	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
8	X	Y	Z	0.953047	0.045954	0	0	0	0.000999	0.000018	0.000027	0.000018	0.000019	0.000018	0.00002	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
9	X	Y	Z	0.966034	0.032967	0	0	0	0.000999	0.000011	0.000011	0.000013	0.000011	0.000011	0.000018	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
10	X	Y	Z	0.966034	0.031968	0.000999	0	0	0.000999	0.000018	0.000019	0.000018	0.000018	0.000018	0.000018	1000	10000	1.00E-08	10	1	80000	80000	80000	80000	80000	80000
