model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.4	0.4	0.025973	25.001
0,0,0,0,0,1	0.128889	0.528889	0.007429	19.7685
0,0,0,0,1,1	0.0311111	0.56	0.001843	17.3906
0,0,0,1,1,1	0.03	0.59	0.00122	25.3198
0,0,0,0,1,0	0.0288889	0.618889	0.007324	4.03201
0,1,0,0,0,0	0.0277778	0.646667	0.007269	3.90201
0,0,0,1,0,0	0.0211111	0.667778	0.007257	2.95024
0,0,0,0,1,2	0.0211111	0.688889	0.0047	4.56703
0,0,0,1,0,1	0.02	0.708889	0.001832	11.1194
0,1,1,0,0,0	0.0188889	0.727778	0.001877	10.2378
0,0,1,0,0,0	0.0122222	0.74	0.007362	1.66835
0,0,0,1,0,2	0.0111111	0.751111	0.004684	2.38756
0,1,1,1,1,2	0.0111111	0.762222	0.004675	2.39218
0,0,1,1,1,1	0.01	0.772222	0.00193	5.22358
0,1,1,1,1,1	0.01	0.782222	0.007504	1.33598
0,0,0,1,2,2	0.00777778	0.79	0.001541	5.07895
0,1,0,0,0,2	0.00777778	0.797778	0.004687	1.66461
0,0,1,0,0,2	0.00666667	0.804444	0.004708	1.41882
0,0,1,1,0,0	0.00555556	0.81	0.001772	3.14712
0,0,0,1,1,2	0.00555556	0.815556	0.001534	3.63626
0,0,1,0,1,1	0.00555556	0.821111	0.001281	4.35553
0,0,0,1,2,1	0.00444444	0.825556	0.001577	2.82641
0,0,0,1,2,0	0.00444444	0.83	0.004743	0.936772
0,1,0,1,0,0	0.00444444	0.834444	0.002006	2.221
0,1,0,1,1,0	0.00444444	0.838889	0.001257	3.54708
0,1,2,1,2,2	0.00444444	0.843333	0.001624	2.74448
0,1,1,1,2,1	0.00444444	0.847778	0.004687	0.948018
0,0,0,1,2,3	0.00444444	0.852222	0.006382	0.695048
0,1,0,2,2,3	0.00333333	0.855556	0.003251	1.02541
0,0,0,1,1,0	0.00333333	0.858889	0.001917	1.7413
