model	post_prob	cumulative_post_prob	prior_prob	bf
0,0,0,0,0,0	0.975556	0.975556	0.026165	1485.38
0,1,0,0,0,0	0.00555556	0.981111	0.007422	0.747121
0,0,0,0,0,1	0.00333333	0.984444	0.007393	0.44904
0,0,0,0,1,0	0.00333333	0.987778	0.007355	0.451378
0,1,0,1,1,0	0.00222222	0.99	0.001207	1.84299
0,0,1,0,0,0	0.00111111	0.991111	0.007411	0.148982
0,0,1,0,1,0	0.00111111	0.992222	0.001801	0.616515
0,0,1,0,1,1	0.00111111	0.993333	0.00124	0.895942
0,0,1,1,0,0	0.00111111	0.994444	0.001801	0.616515
0,0,0,1,0,1	0.00111111	0.995556	0.001844	0.602113
0,1,0,0,0,2	0.00111111	0.996667	0.00469	0.236062
0,0,0,1,0,0	0.00111111	0.997778	0.007412	0.148961
0,1,1,0,0,0	0.00111111	0.998889	0.001785	0.622051
0,1,1,1,1,1	0.00111111	1	0.007478	0.147637
